className,severity,filename,startLine,endLine,weight,guidelineWeight,name,isSnoozed,lineRanges
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/com/finalist/jaggenerator/JagTreeCellRenderer.java,54,102,42,7,"JagTreeCellRenderer.getTreeCellRendererComponent(JTree,Object,boolean,boolean,boolean,int,boolean)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,templates/java5_2_tier/src/web-tapestry4/js/dojo/src/io/cookie.js,47,71,25,7,cookie.js:dojo.io.cookie.setObjectCookie,False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,templates/entity_facade_jboss_jsk_2_0/src/java-service/com/finalist/util/log/LogConfig.java,64,94,24,8,"LogConfig.$constructor(String,boolean,int,int,int,String,String,String)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,templates/java5_2_tier/src/web-tapestry4/js/dojo/src/event.js,453,475,17,10,event.js:addAdvice,False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,templates/java5_2_tier/src/web-tapestry4/js/dojo/src/svg.js,177,193,17,7,svg.js:dojo.svg.applyMatrix,False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,templates/java5_2_tier/src/web-tapestry4/js/dojo/src/animation/AnimationEvent.js,15,31,14,9,AnimationEvent.js:dojo.animation.AnimationEvent,False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,templates/java5_2_tier/src/web-tapestry4/js/dojo/src/io/RepubsubIO.js,457,499,11,8,RepubsubIO.js:dojo.io.repubsubEvent,False,"[{'startLine': 457, 'endLine': 467}, {'startLine': 486, 'endLine': 486}, {'startLine': 498, 'endLine': 499}]"
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,templates/java5_2_tier/src/web-tapestry4/js/dojo/src/crypto/MD5.js,65,65,1,7,MD5.js:GG,False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,templates/java5_2_tier/src/web-tapestry4/js/dojo/src/crypto/MD5.js,67,67,1,7,MD5.js:II,False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,templates/java5_2_tier/src/web-tapestry4/js/dojo/src/crypto/MD5.js,66,66,1,7,MD5.js:HH,False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,templates/java5_2_tier/src/web-tapestry4/js/dojo/src/crypto/MD5.js,64,64,1,7,MD5.js:FF,False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,HIGH,src/com/finalist/jaggenerator/HtmlContentPopUp.java,104,171,59,6,"HtmlContentPopUp.$constructor(Frame,String,boolean,String,URL,boolean)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,HIGH,templates/java5_2_tier/src/web-tapestry4/js/dojo/src/io/BrowserIO.js,271,319,48,5,BrowserIO.js:doLoad,False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,HIGH,templates/java5_2_tier/src/web-tapestry4/js/dojo/src/html.js,788,851,45,5,html.js:dojo.html.placeOnScreenPoint,False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,HIGH,templates/java5_2_tier/src/web-tapestry4/js/dojo/src/html.js,728,777,42,5,html.js:dojo.html.placeOnScreen,False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,HIGH,src/com/finalist/jaggenerator/GenericJdbcManager.java,43,89,39,5,"GenericJdbcManager.$constructor(String,String,String,String,String[])",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,HIGH,templates/java5_2_tier/src/web-tapestry4/js/dojo/src/event/browser.js,111,150,28,5,browser.js:addListener,False,"[{'startLine': 111, 'endLine': 119}, {'startLine': 128, 'endLine': 150}]"
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,HIGH,templates/java5_2_tier/src/web-tapestry4/js/dojo/src/fx/html.js,158,184,26,6,html.js:dojo.fx.html.colorFadeIn,False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,HIGH,templates/java5_2_tier/src/web-tapestry4/js/dojo/src/fx/html.js,126,155,24,6,html.js:dojo.fx.html.slide,False,"[{'startLine': 126, 'endLine': 142}, {'startLine': 147, 'endLine': 155}]"
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,HIGH,templates/java5_2_tier/src/web-tapestry4/js/dojo/src/fx/html.js,212,235,24,6,html.js:dojo.fx.html.colorFade,False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,HIGH,templates/java5_2_tier/src/web-tapestry4/js/dojo/src/fx/html.js,306,352,23,5,html.js:dojo.fx.html.explode,False,"[{'startLine': 306, 'endLine': 309}, {'startLine': 315, 'endLine': 317}, {'startLine': 322, 'endLine': 323}, {'startLine': 328, 'endLine': 336}, {'startLine': 343, 'endLine': 352}]"
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,HIGH,templates/java5_2_tier/src/web-tapestry4/js/dojo/src/fx/html.js,354,390,23,5,html.js:dojo.fx.html.implode,False,"[{'startLine': 354, 'endLine': 359}, {'startLine': 365, 'endLine': 375}, {'startLine': 382, 'endLine': 390}]"
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,HIGH,templates/java5_2_tier/src/web-tapestry4/js/dojo/src/widget/DomWidget.js,264,295,23,5,DomWidget.js:addWidgetAsDirectChild,False,
