className,severity,filename,startLine,endLine,weight,guidelineWeight,name,isSnoozed,lineRanges
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/com/ecyrd/jspwiki/htmltowiki/XHtmlElementToWikiTranslator.java,256,701,391,391,XHtmlElementToWikiTranslator.printChildren(Element),False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/webdocs/scripts/fckconfig.js,35,389,193,193,fckconfig.js:src/webdocs/scripts/fckconfig.js,False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/com/ecyrd/jspwiki/WikiEngine.java,420,684,173,173,WikiEngine.initialize(Properties),False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/com/ecyrd/jspwiki/parser/JSPWikiMarkupParser.java,1444,1661,161,161,"JSPWikiMarkupParser.handleHyperlinks(String,int)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/webdocs/scripts/prettify.js,485,667,152,152,prettify.js:PR_splitMarkup,False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/com/ecyrd/jspwiki/plugin/PageViewPlugin.java,299,508,151,151,"PageViewManager.execute(WikiContext,Map)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/com/ecyrd/jspwiki/htmltowiki/XHtmlElementToWikiTranslator.java,103,254,138,138,XHtmlElementToWikiTranslator.print(Object),False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/webdocs/scripts/jspwiki-common.js,60,1717,136,136,jspwiki-common.js:src/webdocs/scripts/jspwiki-common.js,False,"[{'startLine': 60, 'endLine': 60}, {'startLine': 64, 'endLine': 63}, {'startLine': 68, 'endLine': 67}, {'startLine': 74, 'endLine': 76}, {'startLine': 80, 'endLine': 82}, {'startLine': 88, 'endLine': 88}, {'startLine': 98, 'endLine': 98}, {'startLine': 102, 'endLine': 102}, {'startLine': 106, 'endLine': 106}, {'startLine': 110, 'endLine': 110}, {'startLine': 115, 'endLine': 116}, {'startLine': 131, 'endLine': 131}, {'startLine': 145, 'endLine': 148}, {'startLine': 161, 'endLine': 160}, {'startLine': 167, 'endLine': 169}, {'startLine': 174, 'endLine': 191}, {'startLine': 202, 'endLine': 207}, {'startLine': 212, 'endLine': 214}, {'startLine': 223, 'endLine': 227}, {'startLine': 256, 'endLine': 256}, {'startLine': 261, 'endLine': 261}, {'startLine': 266, 'endLine': 266}, {'startLine': 272, 'endLine': 271}, {'startLine': 276, 'endLine': 276}, {'startLine': 285, 'endLine': 285}, {'startLine': 289, 'endLine': 290}, {'startLine': 296, 'endLine': 299}, {'startLine': 304, 'endLine': 304}, {'startLine': 312, 'endLine': 313}, {'startLine': 327, 'endLine': 328}, {'startLine': 343, 'endLine': 343}, {'startLine': 369, 'endLine': 370}, {'startLine': 380, 'endLine': 380}, {'startLine': 391, 'endLine': 391}, {'startLine': 406, 'endLine': 410}, {'startLine': 416, 'endLine': 417}, {'startLine': 431, 'endLine': 441}, {'startLine': 474, 'endLine': 494}, {'startLine': 565, 'endLine': 565}, {'startLine': 579, 'endLine': 579}, {'startLine': 589, 'endLine': 589}, {'startLine': 593, 'endLine': 593}, {'startLine': 606, 'endLine': 606}, {'startLine': 616, 'endLine': 616}, {'startLine': 620, 'endLine': 620}, {'startLine': 624, 'endLine': 624}, {'startLine': 655, 'endLine': 655}, {'startLine': 661, 'endLine': 661}, {'startLine': 723, 'endLine': 723}, {'startLine': 737, 'endLine': 758}, {'startLine': 793, 'endLine': 793}, {'startLine': 804, 'endLine': 816}, {'startLine': 821, 'endLine': 821}, {'startLine': 855, 'endLine': 855}, {'startLine': 881, 'endLine': 882}, {'startLine': 887, 'endLine': 887}, {'startLine': 916, 'endLine': 916}, {'startLine': 927, 'endLine': 933}, {'startLine': 958, 'endLine': 959}, {'startLine': 983, 'endLine': 1009}, {'startLine': 1019, 'endLine': 1019}, {'startLine': 1032, 'endLine': 1032}, {'startLine': 1038, 'endLine': 1042}, {'startLine': 1126, 'endLine': 1127}, {'startLine': 1155, 'endLine': 1160}, {'startLine': 1187, 'endLine': 1195}, {'startLine': 1217, 'endLine': 1217}, {'startLine': 1233, 'endLine': 1236}, {'startLine': 1256, 'endLine': 1256}, {'startLine': 1277, 'endLine': 1277}, {'startLine': 1285, 'endLine': 1285}, {'startLine': 1299, 'endLine': 1301}, {'startLine': 1319, 'endLine': 1326}, {'startLine': 1345, 'endLine': 1388}, {'startLine': 1411, 'endLine': 1411}, {'startLine': 1442, 'endLine': 1442}, {'startLine': 1457, 'endLine': 1464}, {'startLine': 1500, 'endLine': 1500}, {'startLine': 1508, 'endLine': 1509}, {'startLine': 1543, 'endLine': 1580}, {'startLine': 1617, 'endLine': 1634}, {'startLine': 1649, 'endLine': 1648}, {'startLine': 1657, 'endLine': 1668}, {'startLine': 1684, 'endLine': 1685}, {'startLine': 1707, 'endLine': 1717}]"
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/com/ecyrd/jspwiki/attachment/AttachmentServlet.java,229,424,133,133,"AttachmentServlet.doGet(HttpServletRequest,HttpServletResponse)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/com/ecyrd/jspwiki/WikiSession.java,442,600,132,132,WikiSession.actionPerformed(WikiEvent),False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/com/ecyrd/jspwiki/auth/user/JDBCUserDatabase.java,666,806,120,120,JDBCUserDatabase.save(UserProfile),False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/com/ecyrd/jspwiki/parser/JSPWikiMarkupParser.java,2727,2890,120,120,JSPWikiMarkupParser.parseToken(int),False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/com/ecyrd/jspwiki/auth/user/JDBCUserDatabase.java,451,582,112,112,"JDBCUserDatabase.initialize(WikiEngine,Properties)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/webdocs/scripts/prettify.js,907,1015,108,108,prettify.js:PR_splitTagAttributes,False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/com/ecyrd/jspwiki/tags/LinkTag.java,177,311,105,105,LinkTag.figureOutURL(),False,
