className,severity,filename,startLine,endLine,weight,guidelineWeight,name,isSnoozed
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/main/org/apache/tools/ant/util/ResourceUtils.java,382,565,168,168,"ResourceUtils.copyResource(Resource,Resource,FilterSetCollection,Vector,boolean,boolean,boolean,String,String,Project,boolean)",False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/main/org/apache/tools/ant/taskdefs/Delete.java,514,697,161,161,Delete.execute(),False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/main/org/apache/tools/ant/IntrospectionHelper.java,1032,1207,152,152,"IntrospectionHelper.createAttributeSetter(Method,Class,String)",False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/main/org/apache/tools/bzip2/CBZip2OutputStream.java,1409,1591,151,151,"CBZip2OutputStream.mainSimpleSort(Data,int,int,int)",False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/main/org/apache/tools/bzip2/CBZip2InputStream.java,549,733,150,150,CBZip2InputStream.getAndMoveToFrontDecode(),False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/main/org/apache/tools/ant/Main.java,302,480,148,148,Main.processArgs(String[]),False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/main/org/apache/tools/ant/taskdefs/optional/ejb/WeblogicDeploymentTool.java,710,906,147,147,"WeblogicDeploymentTool.isRebuildRequired(File,File)",False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/main/org/apache/tools/ant/taskdefs/optional/junit/JUnitTestRunner.java,352,559,147,147,JUnitTestRunner.run(),False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/main/org/apache/tools/ant/taskdefs/optional/ejb/WebsphereDeploymentTool.java,679,872,145,145,"WebsphereDeploymentTool.isRebuildRequired(File,File)",False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/main/org/apache/tools/ant/taskdefs/optional/junit/JUnitTask.java,949,1110,139,139,"JUnitTask.executeAsForked(JUnitTest,ExecuteWatchdog,File)",False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/main/org/apache/tools/ant/taskdefs/optional/depend/Depend.java,301,458,135,135,Depend.determineDependencies(),False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/main/org/apache/tools/ant/taskdefs/Copy.java,418,591,133,133,Copy.execute(),False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/main/org/apache/tools/ant/taskdefs/ExecuteOn.java,348,498,133,133,ExecuteOn.runExec(Execute),False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/main/org/apache/tools/ant/taskdefs/email/EmailTask.java,437,597,132,132,EmailTask.execute(),False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/main/org/apache/tools/ant/taskdefs/AntStructure.java,283,430,130,130,"DTDPrinter.printElementDecl(PrintWriter,Project,String,Class)",False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/main/org/apache/tools/ant/taskdefs/optional/junit/JUnitTestRunner.java,777,913,129,129,JUnitTestRunner.main(String[]),False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/main/org/apache/tools/ant/helper/ProjectHelper2.java,913,1055,127,127,"TargetHandler.onStartElement(String,String,String,Attributes,AntXMLContext)",False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/main/org/apache/tools/ant/taskdefs/email/MimeMailer.java,135,288,127,127,MimeMailer.send(),False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/main/org/apache/tools/ant/taskdefs/Zip.java,587,743,126,126,Zip.executeMain(),False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/main/org/apache/tools/ant/ComponentHelper.java,878,1009,120,120,"ComponentHelper.diagnoseCreationFailure(String,String)",False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/main/org/apache/tools/ant/taskdefs/optional/pvcs/Pvcs.java,147,293,120,120,Pvcs.execute(),False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/main/org/apache/tools/bzip2/CBZip2OutputStream.java,219,373,117,117,"CBZip2OutputStream.hbMakeCodeLengths(char[],int[],int,int)",False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/main/org/apache/tools/ant/launch/Launcher.java,170,304,116,116,Launcher.run(String[]),False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/main/org/apache/tools/ant/taskdefs/Ant.java,334,471,116,116,Ant.execute(),False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/main/org/apache/tools/bzip2/CBZip2OutputStream.java,375,524,115,115,"CBZip2OutputStream.hbMakeCodeLengths(byte[],int[],Data,int,int)",False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/main/org/apache/tools/ant/taskdefs/Redirector.java,555,685,113,113,Redirector.createStreams(),False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/main/org/apache/tools/ant/taskdefs/optional/ReplaceRegExp.java,351,494,113,113,"ReplaceRegExp.doReplace(File,int)",False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/main/org/apache/tools/ant/helper/ProjectHelper2.java,722,858,111,111,"ProjectHandler.onStartElement(String,String,String,Attributes,AntXMLContext)",False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/main/org/apache/tools/ant/taskdefs/compilers/DefaultCompilerAdapter.java,200,331,109,109,"DefaultCompilerAdapter.setupJavacCommandlineSwitches(Commandline,boolean)",False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/main/org/apache/tools/bzip2/CBZip2OutputStream.java,1740,1903,109,109,CBZip2OutputStream.mainSort(),False
