CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function
195952,Logically dead code,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/src/net/sourceforge/ganttproject/task/TaskImpl.java,TaskImpl$DurationChange.cacheDate
195951,Missing call to superclass,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Class hierarchy inconsistencies,/src/net/sourceforge/ganttproject/gui/options/OptionsPageBuilder.java,OptionsPageBuilder$1.focusGained
195950,Useless call,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/src/net/sourceforge/ganttproject/ResourceTreeTableModel.java,ResourceTreeTableModel.addResource
195949,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/net/sourceforge/ganttproject/io/GanttTXTOpen.java,GanttTXTOpen.load
195948,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/net/sourceforge/ganttproject/io/GanttXMLOpen.java,GanttXMLOpen$DefaultTagHandler.startElement
195947,Explicit null dereferenced,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/net/sourceforge/ganttproject/io/GanttXFIGSaver.java,GanttXFIGSaver.setProjectPlotTimes
195946,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/net/sourceforge/ganttproject/GanttTree2.java,GanttTree2.copySelectedNode
195945,Copy-paste error,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/src/net/sourceforge/ganttproject/io/GanttXFIGSaver.java,GanttXFIGSaver.setProjectPlotTimes
195944,Division or modulo by zero,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Integer handling issues,/src/net/sourceforge/ganttproject/io/ViewSaver.java,ViewSaver.writeColumns
195943,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/net/sourceforge/ganttproject/ResourceTreeTableModel.java,ResourceTreeTableModel.getNodeForAssigment
195942,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/net/sourceforge/ganttproject/export/FileChooserPage.java,FileChooserPage.proposeOutputFile
