CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function
195005,Unguarded write,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/java/org/apache/commons/collections/FastArrayList.java,FastArrayList$SubList$SubListIter.remove
195004,Missing call to superclass,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Class hierarchy inconsistencies,/src/java/org/apache/commons/collections/map/FixedSizeMap.java,FixedSizeMap.keySet
195003,Missing call to superclass,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Class hierarchy inconsistencies,/src/java/org/apache/commons/collections/map/ListOrderedMap.java,ListOrderedMap.keySet
195002,Unguarded write,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/java/org/apache/commons/collections/FastArrayList.java,FastArrayList$SubList$SubListIter.add
195001,UrF: Unread field,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Performance,/src/java/org/apache/commons/collections/ReferenceMap.java,
195000,Missing call to superclass,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Class hierarchy inconsistencies,/src/java/org/apache/commons/collections/map/FixedSizeSortedMap.java,FixedSizeSortedMap.keySet
194999,Arguments in wrong order,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,API usage errors,/src/java/org/apache/commons/collections/bidimap/TreeBidiMap.java,TreeBidiMap$ViewIterator.doGetData
194998,Check of thread-shared field evades lock acquisition,High,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Data race undermines locking,/src/java/org/apache/commons/collections/StaticBucketMap.java,StaticBucketMap$EntryIterator.hasNext
194997,Missing call to superclass,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Class hierarchy inconsistencies,/src/java/org/apache/commons/collections/map/FixedSizeSortedMap.java,FixedSizeSortedMap.entrySet
194996,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/java/org/apache/commons/collections/list/TreeList.java,TreeList$AVLNode.rotateRight
194995,Missing call to superclass,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Class hierarchy inconsistencies,/src/java/org/apache/commons/collections/map/FixedSizeMap.java,FixedSizeMap.entrySet
194994,Thread deadlock,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Program hangs,/src/java/org/apache/commons/collections/FastHashMap.java,FastHashMap$CollectionView.isEmpty
194993,Thread deadlock,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Program hangs,/src/java/org/apache/commons/collections/FastArrayList.java,FastArrayList$SubList.indexOf
194992,Check of thread-shared field evades lock acquisition,High,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Data race undermines locking,/src/java/org/apache/commons/collections/map/StaticBucketMap.java,StaticBucketMap$EntryIterator.hasNext
194991,Check of thread-shared field evades lock acquisition,High,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Data race undermines locking,/src/java/org/apache/commons/collections/FastTreeMap.java,FastTreeMap$CollectionView$CollectionViewIterator.remove
194990,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/java/org/apache/commons/collections/ExtendedProperties.java,ExtendedProperties.getBoolean
194989,Volatile not atomically updated,High,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/java/org/apache/commons/collections/ReferenceMap.java,ReferenceMap.remove
194988,Missing call to superclass,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Class hierarchy inconsistencies,/src/java/org/apache/commons/collections/map/ListOrderedMap.java,ListOrderedMap.entrySet
194987,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/java/org/apache/commons/collections/DoubleOrderedMap.java,DoubleOrderedMap.doRedBlackDelete
194986,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/java/org/apache/commons/collections/bidimap/TreeBidiMap.java,TreeBidiMap.doRedBlackDelete
194985,Thread deadlock,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Program hangs,/src/java/org/apache/commons/collections/FastTreeMap.java,FastTreeMap$CollectionView.isEmpty
194984,Volatile not atomically updated,High,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/java/org/apache/commons/collections/ReferenceMap.java,ReferenceMap.put
194983,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/java/org/apache/commons/collections/FastArrayList.java,FastArrayList$SubList.get
194982,Check of thread-shared field evades lock acquisition,High,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Data race undermines locking,/src/java/org/apache/commons/collections/FastHashMap.java,FastHashMap$CollectionView$CollectionViewIterator.remove
194981,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/java/org/apache/commons/collections/list/TreeList.java,TreeList$AVLNode.rotateLeft
