CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function
197124,Unguarded write,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/james-2.2.0/build/src/org/apache/james/mailrepository/JDBCSpoolRepository.java,JDBCSpoolRepository.store
197123,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/james-2.2.0/build/src/org/apache/james/nntpserver/NNTPHandler.java,NNTPHandler.doLAST
197122,Dereference after null check,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/james-2.2.0/build/src/org/apache/james/core/MimeMessageWrapper.java,MimeMessageWrapper.getDataHandler
197121,Dereference after null check,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/james-2.2.0/build/src/org/apache/james/core/MimeMessageWrapper.java,MimeMessageWrapper.getMatchingHeaderLines
197120,Dereference after null check,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/james-2.2.0/build/src/org/apache/james/core/MimeMessageWrapper.java,MimeMessageWrapper.getMatchingHeaders
197119,Dereference after null check,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/james-2.2.0/build/src/org/apache/james/core/MimeMessageWrapper.java,MimeMessageWrapper.setText
197118,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/james-2.2.0/build/src/org/apache/james/transport/matchers/AbstractStorageQuota.java,AbstractStorageQuota.getPrimaryName
197117,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/james-2.2.0/build/src/org/apache/james/mailrepository/MimeMessageJDBCSource.java,MimeMessageJDBCSource.getSourceId
197116,Dereference after null check,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/james-2.2.0/build/src/org/apache/james/core/MimeMessageWrapper.java,MimeMessageWrapper.addRecipients
197115,Dereference after null check,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/james-2.2.0/build/src/org/apache/james/core/MimeMessageWrapper.java,MimeMessageWrapper.getRawInputStream
