CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function
197042,Exception not thrown,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Error handling issues,/src/com/finalist/jag/taglib/CounterTag.java,CounterTag.doStartTag
197041,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/com/finalist/jaggenerator/JagTreeModelListener.java,JagTreeModelListener.treeNodesChanged
197040,Using invalid iterator,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,API usage errors,/src/com/finalist/jaggenerator/JagGenerator.java,JagGenerator.entityHasupdatedTableName
197039,Resource leak on an exceptional path,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Exceptional resource leaks,/src/com/finalist/jag/JApplicationGen.java,JApplicationGen.createOutputStructure
197038,Resource leak,High,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/src/com/finalist/jaggenerator/menu/RecentMenu.java,RecentMenu.getRecentFiles
197037,Explicit null dereferenced,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/com/finalist/jag/uml/UML2JagGenerator.java,UML2JagGenerator.createContainerManagedRelations
197036,Resource leak on an exceptional path,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Exceptional resource leaks,/src/com/finalist/jaggenerator/LibCopier.java,LibCopier.copy
197035,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/com/finalist/jaggenerator/modules/Config.java,Config.setTemplate
197034,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/com/finalist/jaggenerator/menu/RecentMenu.java,RecentMenu.loadRecentList
197033,Resource leak,High,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/src/com/finalist/jaggenerator/DatabaseUtils.java,DatabaseUtils.getTables
197032,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/com/finalist/jaggenerator/modules/RelationPanel.java,RelationPanel.updateFieldName
197031,Unused value,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Code maintainability issues,/src/com/finalist/jag/taglib/util/RequestUtil.java,RequestUtil.lookupCollection
197030,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/com/finalist/jaggenerator/SkeletValidator.java,SkeletValidator.validateSkelet
197029,Using invalid iterator,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,API usage errors,/src/com/finalist/jaggenerator/menu/RecentMenu.java,RecentMenu.loadRecentList
197028,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/com/finalist/jaggenerator/JagGenerator.java,JagGenerator.businessMethodButtonActionPerformed
197027,Resource leak,High,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/src/com/finalist/jaggenerator/GenericJdbcManager.java,GenericJdbcManager.GenericJdbcManager
197026,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/com/finalist/jaggenerator/JagGenerator.java,JagGenerator.deleteMenuItemActionPerformed
197025,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/netbeans/lib/awtextra/AbsoluteLayout.java,AbsoluteLayout.layoutContainer
197024,Explicit null dereferenced,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/com/finalist/jag/template/TemplateStructureFactory.java,TemplateStructureFactory.createTag
197023,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/com/finalist/jaggenerator/modules/Field.java,Field.isSequenceField
197022,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/com/finalist/util/Diff.java,Diff.bestMatch
197021,Indefinite wait,High,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Program hangs,/src/com/finalist/jaggenerator/modules/RelationPanel.java,RelationPanel.initValues
197020,Dereference before null check,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/com/finalist/jag/util/VelocityTemplateEngine.java,VelocityTemplateEngine.createOutputFiles
197019,Resource leak,High,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/src/com/finalist/jaggenerator/menu/RecentMenu.java,RecentMenu.createTmpProperties
197018,Missing break in switch,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/src/com/finalist/jaggenerator/DatabaseUtils.java,DatabaseUtils.getColumns
197017,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/com/finalist/jag/uml/UML2JagGenerator.java,UML2JagGenerator.createContainerManagedRelations
197016,Resource leak,High,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/src/com/finalist/jaggenerator/DatabaseUtils.java,DatabaseUtils.getForeignKeys
197015,Resource leak,High,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/src/com/finalist/jaggenerator/menu/RecentMenu.java,RecentMenu.createPropertiesFile
197014,Structurally dead code,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/src/com/finalist/jaggenerator/modules/Field.java,Field.getDatasource
197013,Dereference before null check,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/com/finalist/jaggenerator/Utils.java,Utils.initCap
197012,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/com/finalist/jag/TagEngine.java,TagEngine.getTagProcess
