CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function
197391,Logically dead code,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/src/net/sf/jasperreports/olap/mapping/MappingLexer.java,MappingLexer.mWS
197390,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/net/sf/jasperreports/engine/base/JRBaseElement.java,JRBaseElement.getEventSupport
197389,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/net/sf/jasperreports/engine/design/JRDesignHyperlinkParameter.java,JRDesignHyperlinkParameter.getEventSupport
197388,Resource leak,High,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/src/net/sf/jasperreports/engine/data/JRXlsDataSource.java,JRXlsDataSource.JRXlsDataSource
197387,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/net/sf/jasperreports/charts/design/JRDesignPieSeries.java,JRDesignPieSeries.getEventSupport
197386,DP: Use doPrivileged,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Malicious code vulnerability,/src/net/sf/jasperreports/engine/util/JRClassLoader.java,JRClassLoader.loadClassFromBytes
197385,NP: Null pointer dereference,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/src/net/sf/jasperreports/engine/util/JRStyleResolver.java,JRStyleResolver.isBlankWhenNull
197384,UrF: Unread field,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Dodgy code,/src/net/sf/jasperreports/engine/export/xmlss/XmlssBorderStyle.java,
197383,Insecure random value used in security context,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Insecure random category,/src/net/sf/jasperreports/engine/design/JRAbstractCompiler.java,JRAbstractCompiler.getSourceFile
197382,DP: Use doPrivileged,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Malicious code vulnerability,/src/net/sf/jasperreports/engine/util/JRClassLoader.java,JRClassLoader.loadClassFromFile
197381,RV: Bad use of return value,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/src/net/sf/jasperreports/ant/JRAntXmlExportTask.java,JRAntXmlExportTask.export
197380,NP: Null pointer dereference,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/src/net/sf/jasperreports/engine/export/JExcelApiExporter.java,JExcelApiExporter$StyleInfo.equals
197379,Copy-paste error,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/src/net/sf/jasperreports/crosstabs/xml/JRCrosstabFactory.java,JRCrosstabFactory.createObject
197378,RV: Bad use of return value,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/src/net/sf/jasperreports/engine/export/JRXmlExporter.java,JRXmlExporter.exportReportToFile
197377,Missing call to superclass,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Class hierarchy inconsistencies,/src/net/sf/jasperreports/engine/util/JRDateLocaleConverter.java,JRDateLocaleConverter.parse
197376,Dereference before null check,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/net/sf/jasperreports/engine/export/xmlss/JRXmlssExporter.java,JRXmlssExporter.exportText
197375,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/net/sf/jasperreports/components/list/ListComponentCompiler.java,ListComponentCompiler.verify
197374,SIC: Inner class could be made static,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Performance,/src/net/sf/jasperreports/view/JRViewer.java,
197373,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/net/sf/jasperreports/charts/design/JRDesignTimeSeries.java,JRDesignTimeSeries.getEventSupport
197372,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/net/sf/jasperreports/engine/JasperPrint.java,JasperPrint.getFontsMap
197371,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/net/sf/jasperreports/components/barbecue/StandardBarbecueComponent.java,StandardBarbecueComponent.getEventSupport
197370,Resource leak on an exceptional path,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Exceptional resource leaks,/src/net/sf/jasperreports/engine/util/FileBufferedOutputStream.java,FileBufferedOutputStream.writeData
