CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function
200906,Explicit null dereferenced,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/proguard-4.9/src/proguard/optimize/peephole/InstructionSequenceConstants.java,InstructionSequenceConstants.main
200905,Dereference null return value,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/proguard-4.9/src/proguard/obfuscate/MappingPrinter.java,MappingPrinter.visitProgramClass
200904,Value not atomically updated,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/proguard-4.9/src/proguard/evaluation/Stack.java,Stack.toString
200903,Dereference null return value,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/proguard-4.9/src/proguard/UpToDateChecker.java,UpToDateChecker$ModificationTimeChecker.updateModificationTime
200902,Dereference null return value,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/proguard-4.9/src/proguard/gui/MemberSpecificationsPanel.java,MemberSpecificationsPanel$3.actionPerformed
200901,Dereference null return value,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/proguard-4.9/src/proguard/optimize/MemberDescriptorSpecializer.java,MemberDescriptorSpecializer.visitProgramMethod
200900,Dereference null return value,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/proguard-4.9/src/proguard/gui/ClassSpecificationsPanel.java,ClassSpecificationsPanel$2.actionPerformed
200899,Value not atomically updated,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/proguard-4.9/src/proguard/evaluation/TracedVariables.java,TracedVariables.toString
200898,Dereference null return value,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/proguard-4.9/src/proguard/gui/ProGuardGUI.java,ProGuardGUI.setCommonPreferredSize
200897,Dereference null return value,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/proguard-4.9/src/proguard/io/DirectoryPump.java,DirectoryPump.readFiles
200896,Value not atomically updated,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/proguard-4.9/src/proguard/evaluation/TracedStack.java,TracedStack.toString
200895,Explicit null dereferenced,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/proguard-4.9/src/proguard/optimize/evaluation/EvaluationSimplifier.java,EvaluationSimplifier.replaceByInfiniteLoop
