CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function
199960,SIC: Inner class could be made static,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Performance,/core/metamodel/src/main/java/org/nakedobjects/metamodel/spec/JavaSpecification.java,
199959,Explicit null dereferenced,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/core/metamodel/src/main/java/org/nakedobjects/metamodel/value/FloatPrimitiveValueSemanticsProvider.java,FloatPrimitiveValueSemanticsProvider.FloatPrimitiveValueSemanticsProvider
199958,Useless call,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/plugins/dnd-viewer/src/main/java/org/nakedobjects/plugins/dnd/viewer/XViewer.java,XViewer.paint
199957,Dereference null return value,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/plugins/xml-persistor/src/main/java/org/nakedobjects/plugins/xml/objectstore/internal/utils/CopyXmlObjectStore.java,CopyXmlObjectStore.copyAllFiles
199956,Eq: Problems with implementation of equals(),Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/plugins/html-viewer/src/main/java/org/nakedobjects/plugins/html/context/PersistentObjectMapping.java,PersistentObjectMapping.equals
199955,Dm: Dubious method used,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/core/runtime/src/main/java/org/nakedobjects/runtime/system/internal/monitor/SocketServerMonitor.java,SocketServerMonitor.handleRequest
199954,DLS: Dead local store,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Dodgy code,/core/metamodel/src/main/java/org/nakedobjects/metamodel/specloader/internal/introspector/JavaIntrospector.java,JavaIntrospector.JavaIntrospector
199953,Explicit null dereferenced,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/core/metamodel/src/main/java/org/nakedobjects/metamodel/value/JavaSqlTimeStampValueSemanticsProvider.java,JavaSqlTimeStampValueSemanticsProvider.JavaSqlTimeStampValueSemanticsProvider
199952,Resource leak,High,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/core/runtime/src/main/java/org/nakedobjects/runtime/installers/InstallerVersion.java,InstallerVersion.findVersion
199951,DLS: Dead local store,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Dodgy code,/core/remoting/src/main/java/org/nakedobjects/remoting/facade/ServerFacadeLogger.java,ServerFacadeLogger.getObject
