CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function
194663,Value not atomically updated,Medium,New,03/29/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/ArtOfIllusion/src/artofillusion/ui/TreeList.java,TreeList.buildState
194662,Resource leak on an exceptional path,Low,New,03/29/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Exceptional resource leaks,/ArtOfIllusion/src/artofillusion/image/ImageSaver.java,ImageSaver.saveImage
194661,Unguarded read,Medium,New,03/29/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/ArtOfIllusion/src/artofillusion/util/ThreadManager.java,ThreadManager.run
194660,Division or modulo by float zero,Medium,New,03/29/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/ArtOfIllusion/src/artofillusion/procedural/Procedure.java,Procedure.getOutputValue
194659,Dereference after null check,Medium,New,03/29/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/ArtOfIllusion/src/artofillusion/procedural/ExprModule.java,ExprModule.addModule
194658,Division or modulo by float zero,Medium,New,03/29/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/ArtOfIllusion/src/artofillusion/texture/ProceduralTexture2D.java,ProceduralTexture2D.getTextureSpec
194657,Resource leak on an exceptional path,Low,New,03/29/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Exceptional resource leaks,/ArtOfIllusion/src/artofillusion/image/HDRDecoder.java,HDRDecoder.createImage
194656,Ignoring number of bytes read,Medium,New,03/29/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Error handling issues,/ArtOfIllusion/src/artofillusion/image/HDRDecoder.java,HDRDecoder.createImage
194655,Dereference after null check,Medium,New,03/29/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/ArtOfIllusion/src/artofillusion/animation/ProceduralRotationTrack.java,ProceduralRotationTrack.editProperties
194654,Value not atomically updated,Medium,New,03/29/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/ArtOfIllusion/src/artofillusion/ui/TreeList.java,TreeList.mouseDragged
194653,Explicit null dereferenced,Medium,New,03/29/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/ArtOfIllusion/src/artofillusion/texture/CylindricalMapping.java,CylindricalMapping.findTextureCoordinates
194652,Bad bit shift operation,Medium,New,03/29/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Integer handling issues,/ArtOfIllusion/src/artofillusion/view/SoftwareCanvasDrawer.java,SoftwareCanvasDrawer.renderLine
194651,Explicit null dereferenced,Medium,New,03/29/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/ArtOfIllusion/src/artofillusion/view/TexturedVertexShader.java,TexturedVertexShader.getTextureSpec
194650,Dereference null return value,Medium,New,03/29/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/ArtOfIllusion/src/artofillusion/util/IconGenerator.java,IconGenerator$Instruction.execute
194649,Missing call to superclass,Medium,New,03/29/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Class hierarchy inconsistencies,/ArtOfIllusion/src/artofillusion/animation/Actor.java,Actor.setTexture
194648,Resource leak,High,New,03/29/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/ArtOfIllusion/src/artofillusion/PluginRegistry.java,PluginRegistry$JarInfo.PluginRegistry$JarInfo
