CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function
199542,Unused value,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Code maintainability issues,/src/megamek/common/BattleArmor.java,BattleArmor.locations
199541,Logically dead code,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/src/megamek/common/BipedMech.java,BipedMech.getWalkMP
199540,REC: RuntimeException capture,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Dodgy code,/src/megamek/server/Server.java,Server.handle
199539,Resource leak on an exceptional path,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Exceptional resource leaks,/src/megamek/common/EntityListFile.java,EntityListFile.saveTo
199538,Result is not floating-point,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/src/megamek/server/Server.java,Server.damageEntity
199537,Result is not floating-point,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/src/megamek/client/ui/swing/MechDisplay.java,MechDisplay$ExtraPanel.onResize
199536,Ignoring number of bytes read,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Error handling issues,/src/megamek/common/loaders/HmvFile.java,HmvFile.HmvFile
199535,Value not atomically updated,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/megamek/common/weapons/ArtilleryWeaponIndirectHomingHandler.java,ArtilleryWeaponIndirectHomingHandler.convertHomingShotToEntityTarget
199534,CN: Bad implementation of cloneable idiom,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/src/megamek/common/MapSettings.java,MapSettings.clone
199533,CN: Bad implementation of cloneable idiom,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/src/megamek/common/PlanetaryConditions.java,PlanetaryConditions.clone
199532,Missing break in switch,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/src/megamek/client/ui/swing/BoardView1.java,BoardView1$13.gamePhaseChange
199531,ICAST: Casting from integer values,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Correctness,/src/megamek/client/ui/swing/MechDisplay.java,MechDisplay$PilotPanel.onResize
199530,DLS: Dead local store,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Dodgy code,/src/megamek/server/Server.java,Server.filterPastReports
199529,Se: Incorrect definition of Serializable class,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/src/megamek/common/TargetRoll.java,
199528,Dereference after null check,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/megamek/server/Server.java,Server.resolveKickAttack
199527,Unused value,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Code maintainability issues,/src/megamek/common/weapons/FlamerHeatHandler.java,FlamerHeatHandler.calcDamagePerHit
199526,Unguarded read,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/megamek/client/ui/swing/MovementDisplay.java,MovementDisplay.removeLastStep
199525,IP: Ignored parameter,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Correctness,/src/megamek/common/MapSettings.java,MapSettings.loadStringParameter
199524,HE: Equal objects must have equal hashcodes,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/src/megamek/common/Entity.java,Entity.equals
199523,HE: Equal objects must have equal hashcodes,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/src/megamek/common/CriticalSlot.java,CriticalSlot.equals
199522,Resource leak on an exceptional path,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Exceptional resource leaks,/src/megamek/server/Server.java,Server.handle
199521,Resource leak on an exceptional path,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Exceptional resource leaks,/src/megamek/server/Server.java,Server.sendSaveGame
199520,UrF: Unread field,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Dodgy code,/src/megamek/server/DynamicTerrainProcessor.java,
199519,'Constant' variable guards dead code,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Possible Control flow issues,/src/megamek/client/ui/swing/ManeuverChoiceDialog.java,ManeuverChoiceDialog.initialize
199518,Missing break in switch,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/src/megamek/server/Server.java,Server.handle
199517,HE: Equal objects must have equal hashcodes,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/src/megamek/common/EquipmentType.java,EquipmentType.equals
