CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function
202596,Se: Incorrect definition of Serializable class,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/src/main/java/weka/classifiers/meta/nestedDichotomies/ND.java,
202595,Dm: Dubious method used,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/src/main/java/weka/classifiers/trees/j48/C45PruneableClassifierTreeG.java,C45PruneableClassifierTreeG.findGraft
202594,Resource leak,High,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/src/main/java/weka/gui/visualize/ClassPanel.java,ClassPanel.main
202593,Missing call to superclass,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Class hierarchy inconsistencies,/src/main/java/weka/classifiers/functions/LibSVM.java,LibSVM.listOptions
202592,RV: Bad use of return value,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Correctness,/src/main/java/weka/core/Version.java,Version.isOlder
202591,Missing call to superclass,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Class hierarchy inconsistencies,/src/main/java/weka/classifiers/SingleClassifierEnhancer.java,SingleClassifierEnhancer.getCapabilities
202590,Dereference null return value,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/main/java/weka/core/Version.java,Version.Version
202589,Dereference null return value,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/main/java/weka/classifiers/lazy/IBk.java,IBk.crossValidate
202588,Dm: Dubious method used,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Internationalization,/src/main/java/weka/gui/GUIChooser.java,GUIChooser$5.actionPerformed
202587,SBSC: String concatenation in loop using + operator,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Performance,/src/main/java/weka/classifiers/bayes/net/estimate/DiscreteEstimatorBayes.java,DiscreteEstimatorBayes.toString
202586,HE: Equal objects must have equal hashcodes,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/src/main/java/weka/classifiers/functions/supportVector/KernelEvaluation.java,KernelEvaluation.equals
