CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function
195137,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/columba/core/org/columba/core/gui/base/ColorComboBox.java,ColorComboBox.setCustomColor
195136,Explicit null dereferenced,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/columba/core/org/columba/core/component/ComponentManager.java,ComponentManager.getPlugin
195135,Dereference after null check,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/columba/core/org/columba/core/xml/XmlIO.java,XmlIO._writeSubNode
195134,Resource leak on an exceptional path,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Exceptional resource leaks,/src/columba/core/org/columba/core/xml/XmlIO.java,XmlIO.save
195133,Unguarded write,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/columba/core/org/columba/core/base/Barrier.java,Barrier.close
195132,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/columba/core/org/columba/core/gui/menu/MenuXMLDecoder.java,MenuXMLDecoder.createMenuBar
195131,Explicit null dereferenced,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/columba/core/org/columba/core/config/Config.java,Config.Config
195130,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/columba/core/org/columba/core/gui/plugin/PluginTreeTableModel.java,PluginTreeTableModel.getValueAt
195129,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/columba/core/org/columba/core/io/DiskIO.java,DiskIO.deleteDirectory
195128,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/columba/core/org/columba/core/resourceloader/GlobalResourceLoader.java,GlobalResourceLoader.getAvailableLocales
195127,Resource leak on an exceptional path,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Exceptional resource leaks,/src/columba/core/org/columba/core/io/DiskIO.java,DiskIO.saveStreamInFile
195126,Resource leak on an exceptional path,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Exceptional resource leaks,/src/columba/core/org/columba/core/io/DiskIO.java,DiskIO.readFileInString
195125,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/columba/core/org/columba/core/gui/menu/MenuXMLDecoder.java,MenuXMLDecoder.extendMenuBar
195124,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/columba/core/org/columba/core/io/DirectoryIO.java,DirectoryIO.delete
195123,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/columba/core/org/columba/core/resourceloader/ImageLoader.java,ImageLoader.loadImage
195122,Explicit null dereferenced,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/columba/core/org/columba/core/gui/themes/ThemeSwitcher.java,ThemeSwitcher.setTheme
195121,Use of hard-coded cryptographic key,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Medium impact security,/src/columba/core/org/columba/core/base/Blowfish.java,Blowfish.Blowfish
195120,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/columba/core/org/columba/core/main/SessionController.java,SessionController.deserializePortNumber
195119,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/columba/core/org/columba/core/main/ColumbaServer.java,ColumbaServer.handleClient
195118,Explicit null dereferenced,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/columba/core/org/columba/core/gui/externaltools/ExternalToolsWizardLauncher.java,ExternalToolsWizardLauncher.launchWizard
195117,Risky cryptographic function,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Medium impact security,/src/columba/core/org/columba/core/base/Blowfish.java,Blowfish.encrypt
