CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function
198714,RV: Bad use of return value,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/source/core/java/org/shiftone/jrat/jvmti/DumpClassFileTransformer.java,DumpClassFileTransformer.transform
198713,SIC: Inner class could be made static,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Performance,/source/core/java/org/shiftone/jrat/desktop/util/Table.java,
198712,Missing call to superclass,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Class hierarchy inconsistencies,/source/core/java/org/shiftone/jrat/provider/tree/ui/trace/graph/BufferedJComponent.java,BufferedJComponent.paint
198711,Missing call to superclass,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Class hierarchy inconsistencies,/source/core/java/org/shiftone/jrat/provider/tree/ui/trace/StackTreeCellRenderer.java,StackTreeCellRenderer.getTreeCellRendererComponent
198710,USELESS_STRING: Useless/non-informative string generated,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Correctness,/source/core/java/org/shiftone/jrat/inject/bytecode/asm/DebugClassVisitor.java,DebugClassVisitor.visit
198709,Unguarded write,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/source/core/java/org/shiftone/jrat/core/shutdown/ShutdownRegistry.java,ShutdownRegistry.setFirstShutdownListener
198708,Dm: Dubious method used,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Internationalization,/source/core/java/org/shiftone/jrat/util/log/AbstractLogCommandlet.java,AbstractLogCommandlet.execute
198707,"Filesystem path, filename, or URI manipulation",High,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,High impact security,/source/core/java/org/shiftone/jrat/core/web/http/FsBrowseHandler.java,FsBrowseHandler.handle
198706,Unguarded read,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/source/core/java/org/shiftone/jrat/core/shutdown/ShutdownRegistry.java,ShutdownRegistry.getShutdownListenerCount
198705,Unguarded read,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/source/core/java/org/shiftone/jrat/core/output/FileOutputRegistry.java,FileOutputRegistry.getRegisteredFileOutputCount
198704,SIC: Inner class could be made static,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Performance,/source/core/java/org/shiftone/jrat/core/web/http/WebActionHandler.java,
198703,UrF: Unread field,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Performance,/source/core/java/org/shiftone/jrat/core/proxy/JRatInvocationHandler.java,
198702,Dereference null return value,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/source/core/java/org/shiftone/jrat/core/web/http/Request.java,Request.Request
198701,WMI: Inefficient Map Iterator,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Performance,/source/core/java/org/shiftone/jrat/core/command/ListRegistryCommandlet.java,ListRegistryCommandlet.execute
198700,UwF: Unwritten field,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Correctness,/source/core/java/org/shiftone/jrat/util/jmx/dynamic/ConfigurableMBean.java,
198699,Eq: Problems with implementation of equals(),Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/source/core/java/org/shiftone/jrat/core/web/http/WebActionHandler.java,WebActionHandler$FactoryHolder.compareTo
198698,SnVI: Serializable class with no Version ID,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/source/core/java/org/shiftone/jrat/util/Percent.java,
198697,Resource leak,High,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/source/core/java/org/shiftone/jrat/core/Environment.java,Environment.copyDefaultFile
198696,Dm: Dubious method used,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Internationalization,/source/core/java/org/shiftone/jrat/core/web/http/Request.java,Request.Request
198695,Dereference null return value,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/source/core/java/org/shiftone/jrat/provider/tree/ui/trace/graph/BufferedJComponent.java,BufferedJComponent.createBuffer
198694,Resource leak,High,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/source/core/java/org/shiftone/jrat/core/Environment.java,Environment.copyDefaultFile
198693,Dereference null return value,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/source/core/java/org/shiftone/jrat/inject/process/DirectoryFileProcessor.java,DirectoryFileProcessor.process
198692,Dereference null return value,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/source/core/java/org/shiftone/jrat/util/PropertyUtil.java,PropertyUtil.setProperties
198691,IC: Initialization circularity,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/source/core/java/org/shiftone/jrat/core/criteria/MethodCriteria.java,MethodCriteria.MethodCriteria
