CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function
194980,UMAC: Uncallable method of anonymous class,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Correctness,/output/gen_src/gnu/trove/decorator/TShortDoubleHashMapDecorator.java,TShortDoubleHashMapDecorator$1.add
194979,Eq: Problems with implementation of equals(),Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/output/gen_src/gnu/trove/decorator/TFloatHashSetDecorator.java,TFloatHashSetDecorator.equals
194978,UMAC: Uncallable method of anonymous class,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Correctness,/output/gen_src/gnu/trove/decorator/TDoubleFloatHashMapDecorator.java,TDoubleFloatHashMapDecorator$1.add
194977,UMAC: Uncallable method of anonymous class,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Correctness,/output/gen_src/gnu/trove/decorator/TIntIntHashMapDecorator.java,TIntIntHashMapDecorator$1.add
194976,UMAC: Uncallable method of anonymous class,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Correctness,/output/gen_src/gnu/trove/decorator/TDoubleShortHashMapDecorator.java,TDoubleShortHashMapDecorator$1.add
194975,UMAC: Uncallable method of anonymous class,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Correctness,/output/gen_src/gnu/trove/decorator/TByteLongHashMapDecorator.java,TByteLongHashMapDecorator$1.add
194974,Useless call,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/src/gnu/trove/benchmark/Main.java,Main$4.ours
194973,UMAC: Uncallable method of anonymous class,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Correctness,/output/gen_src/gnu/trove/decorator/TLongDoubleHashMapDecorator.java,TLongDoubleHashMapDecorator$1.add
194972,SA: Useless self-operation,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Correctness,/src/gnu/trove/THashMap.java,THashMap$Entry.setValue
194971,UMAC: Uncallable method of anonymous class,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Correctness,/output/gen_src/gnu/trove/decorator/TShortLongHashMapDecorator.java,TShortLongHashMapDecorator$1.add
