CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function
195217,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/com/incors/plaf/FastGradientPaintContext.java,FastGradientPaintContext.dispose
195216,Explicit null dereferenced,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/com/anotherbigidea/flash/writers/TagWriter.java,TagWriter.tagShowFrame
195215,Resource leak on an exceptional path,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Exceptional resource leaks,/com/anotherbigidea/io/Byte4ByteDebugStreams.java,Byte4ByteDebugStreams.write
195214,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/com/incors/plaf/kunststoff/KunststoffTreeUI.java,KunststoffTreeUI.KunststoffTreeUI
195213,Unchecked return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Error handling issues,/com/anotherbigidea/flash/sound/MP3Frame.java,MP3Frame.readFrame
195212,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/com/anotherbigidea/flash/movie/Font.java,Font.defineFont1
195211,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/com/anotherbigidea/flash/movie/Shape.java,Shape.defineSymbol
195210,Explicit null dereferenced,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/com/anotherbigidea/flash/movie/Movie.java,Movie.write
195209,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/at/bestsolution/util/ExtensionsClassLoader.java,ExtensionsClassLoader.getJars
195208,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/com/anotherbigidea/flash/movie/Font.java,Font.defineFont2
195207,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/at/bestsolution/drawswf/DrawToolBar.java,DrawToolBar.setEnabled
195206,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/com/incors/plaf/kunststoff/KunststoffTextAreaUI.java,KunststoffTextAreaUI.paintBackground
195205,Resource leak,High,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/com/anotherbigidea/util/Hex.java,Hex.main
195204,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/at/bestsolution/ext/awt/FontLoader.java,FontLoader.loadAdditionalFonts
195203,Resource leak on an exceptional path,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Exceptional resource leaks,/at/bestsolution/drawswf/drawobjects/DrawObjectFactory.java,DrawObjectFactory.saveFile
195202,Check of thread-shared field evades lock acquisition,High,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Data race undermines locking,/at/bestsolution/util/ExtensionsClassLoader.java,ExtensionsClassLoader.getClassLoader
195201,Dereference before null check,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/org/apache/batik/ext/awt/image/rendered/AbstractRed.java,AbstractRed.AbstractRed
195200,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/at/bestsolution/drawswf/DrawMenuBar.java,DrawMenuBar.setEnabled
