CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function
194902,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/sources/org/apache/batik/bridge/UpdateManager.java,UpdateManager.getDocument
194901,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/sources/org/apache/batik/dom/svg/SVGLocatableSupport.java,SVGLocatableSupport$1.getX
194900,Explicit null dereferenced,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/sources/org/apache/batik/ext/awt/image/codec/png/PNGRed.java,PNGRed.decodePass
194899,Explicit null dereferenced,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/sources/org/apache/batik/dom/svg12/BindableElement.java,BindableElement.newNode
194898,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/sources/org/apache/batik/gvt/renderer/BasicTextPainter.java,BasicTextPainter.getGeometryBounds
194897,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/sources/org/apache/batik/ext/awt/geom/ExtendedGeneralPath.java,ExtendedGeneralPath.append
194896,Explicit null dereferenced,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/sources/org/apache/batik/svggen/SVGGraphics2D.java,SVGGraphics2D.drawImage
194895,Unguarded write,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/sources/org/apache/batik/swing/svg/AbstractJSVGComponent.java,AbstractJSVGComponent.setGraphicsNode
194894,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/sources/org/apache/batik/dom/svg/SVGOMSVGElement.java,SVGOMSVGElement$1.matrixTransform
194893,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/sources/org/apache/batik/apps/svgbrowser/AboutDialog.java,AboutDialog.buildGUI
194892,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/sources/org/apache/batik/bridge/SVGFeImageElementBridge.java,SVGFeImageElementBridge.createSVGFeImage
194891,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/sources/org/apache/batik/apps/svgbrowser/StatusBar.java,StatusBar.setMainMessage
194890,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/sources/org/apache/batik/bridge/SVGFontFaceElementBridge.java,SVGFontFaceElementBridge.createFontFace
194889,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/sources/org/apache/batik/bridge/SVGFeImageElementBridge.java,SVGFeImageElementBridge.createSVGFeImage
194888,Resource leak,High,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/sources/org/apache/batik/util/ClassFileUtilities.java,ClassFileUtilities.computeClassDependencies
194887,Logically dead code,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/sources/org/apache/batik/util/SoftReferenceCache.java,SoftReferenceCache$SoftRefKey.cleared
194886,Resource leak on an exceptional path,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Exceptional resource leaks,/sources/org/apache/batik/ext/awt/image/codec/png/PNGImageEncoder.java,PNGImageEncoder.writeSRGB
194885,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/sources/org/apache/batik/apps/svgbrowser/DOMDocumentTree.java,DOMDocumentTree$TreeDropTargetListener.updatePositionIndicator
194884,Explicit null dereferenced,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/sources/org/apache/batik/svggen/SVGGraphics2D.java,SVGGraphics2D.drawImage
194883,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/sources/org/apache/batik/bridge/ScriptingEnvironment.java,ScriptingEnvironment$1.run
194882,Explicit null dereferenced,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/sources/org/apache/batik/ext/awt/image/codec/png/PNGImageDecoder.java,PNGImage.decodePass
194881,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/sources/org/apache/batik/dom/svg/SVGLocatableSupport.java,SVGLocatableSupport$1.getY
194880,Resource leak,High,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/sources/org/apache/batik/dom/svg/SAXSVGDocumentFactory.java,SAXSVGDocumentFactory.resolveEntity
194879,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/sources/org/apache/batik/dom/svg/SAXSVGDocumentFactory.java,SAXSVGDocumentFactory.resolveEntity
194878,Explicit null dereferenced,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/sources/org/apache/batik/ext/awt/image/rendered/DisplacementMapRed.java,DisplacementMapRed.filterBL
194877,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/sources/org/apache/batik/ext/awt/geom/ExtendedGeneralPath.java,ExtendedGeneralPath.append
194876,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/sources/org/apache/batik/ext/awt/geom/ExtendedGeneralPath.java,ExtendedGeneralPath.append
194875,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/sources/org/apache/batik/anim/timing/SyncbaseTimingSpecifier.java,SyncbaseTimingSpecifier.SyncbaseTimingSpecifier
194874,Result is not floating-point,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/sources/org/apache/batik/ext/awt/image/rendered/TileRed.java,TileRed.fillRasterFrom
