CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function
196986,Resource leak,High,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/src/de/nava/informa/utils/manager/hibernate/HibernateUtil.java,HibernateUtil.deleteObject
196985,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/de/nava/informa/search/ChannelSearcher.java,ChannelSearcher.search
196984,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/de/nava/informa/parsers/OPMLParser.java,OPMLParser.parse
196983,Dm: Dubious method used,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Performance,/src/de/nava/informa/impl/hibernate/Image.java,Image.hashCode
196982,Resource leak on an exceptional path,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Exceptional resource leaks,/src/de/nava/informa/utils/FileUtils.java,FileUtils.compare
196981,Check of thread-shared field evades lock acquisition,High,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Data race undermines locking,/src/de/nava/informa/utils/PersistChanGrpMgr.java,PersistChanGrpMgr.deleteGroup
196980,SBSC: String concatenation in loop using + operator,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Performance,/src/de/nava/informa/parsers/Atom_1_0_Parser.java,Atom_1_0_Parser.getAuthorString
196979,Dm: Dubious method used,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Performance,/src/de/nava/informa/utils/ChannelRegistry.java,ChannelRegistry.getUpdateInfo
196978,SIC: Inner class could be made static,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Performance,/src/de/nava/informa/utils/FeedRefreshDaemon.java,
196977,EC: Comparing incompatible types for equality,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Correctness,/src/de/nava/informa/utils/CacheSettings.java,CacheSettings.setDefaultTtl
196976,Unintentional integer overflow,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Integer handling issues,/src/de/nava/informa/utils/Atom030Settings.java,Atom030Settings.getTtl
196975,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/de/nava/informa/utils/PersistChanGrpMgr.java,PersistChanGrpMgr.notifyChannels
196974,STCAL: Static use of type Calendar or DateFormat,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Multithreaded correctness,/src/de/nava/informa/utils/ParserUtils.java,ParserUtils.formatDate
196973,Eq: Problems with implementation of equals(),Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Dodgy code,/src/de/nava/informa/utils/manager/memory/Channel.java,
196972,Se: Incorrect definition of Serializable class,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/src/de/nava/informa/utils/ChannelComparator.java,
196971,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/de/nava/informa/utils/toolkit/Scheduler.java,Scheduler.rescheduleChannel
196970,Explicit null dereferenced,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/de/nava/informa/utils/FeedManagerEntry.java,FeedManagerEntry.updateChannel
196969,Unintentional integer overflow,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Integer handling issues,/src/de/nava/informa/utils/RSS200Settings.java,RSS200Settings.getTtl
196968,Resource leak on an exceptional path,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Exceptional resource leaks,/src/de/nava/informa/utils/FileUtils.java,FileUtils.copyFile
196967,Value not atomically updated,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/de/nava/informa/parsers/RSS_2_0_Parser.java,RSS_2_0_Parser.parse
196966,Dm: Dubious method used,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Performance,/src/de/nava/informa/utils/ChannelRegistry.java,ChannelRegistry.getScheduledUpdateTime
