CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function
197165,Explicit null dereferenced,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/build/maven/javadoc/src/main/java/org/geotools/maven/tools/InsertSourceTag.java,InsertSourceTag.run
197164,Resource leak on an exceptional path,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Exceptional resource leaks,/build/maven/javadoc/src/main/java/org/geotools/maven/tools/InsertSourceTag.java,InsertSourceTag.writeFile
197163,Dm: Dubious method used,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Internationalization,/build/maven/javadoc/src/main/java/org/geotools/maven/tools/InsertSourceTag.java,InsertSourceTag.writeFile
197162,Dm: Dubious method used,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Internationalization,/build/maven/javadoc/src/main/java/org/geotools/maven/tools/InsertSourceTag.java,InsertSourceTag.processFile
197161,Logically dead code,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/build/maven/javadoc/src/main/java/org/geotools/maven/tools/InsertSourceTag.java,InsertSourceTag.processFile
197160,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/build/maven/jar-collector/src/main/java/org/geotools/maven/JarCollector.java,JarCollector.collect
197159,UwF: Unwritten field,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Correctness,/build/maven/jar-collector/src/main/java/org/geotools/maven/JarCollector.java,
197158,NP: Null pointer dereference,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Correctness,/build/maven/jar-collector/src/main/java/org/geotools/maven/JarCollector.java,JarCollector.collect
197157,Dm: Dubious method used,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Internationalization,/build/maven/jjtree-javacc/src/main/java/org/geotools/maven/JJTreeJavaCC.java,JJTreeJavaCC.fixHeader
197156,Resource leak on an exceptional path,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Exceptional resource leaks,/build/maven/javadoc/src/main/java/org/geotools/maven/tools/InsertSourceTag.java,InsertSourceTag.processFile
197155,RV: Bad use of return value,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/build/maven/jjtree-javacc/src/main/java/org/geotools/maven/JJTreeJavaCC.java,JJTreeJavaCC.fixHeader
197154,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/build/maven/javadoc/src/main/java/org/geotools/maven/tools/InsertSourceTag.java,InsertSourceTag.process
