CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function
195272,Dm: Dubious method used,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/core/java13/com/vladium/util/exit/ExitHookManager.java,ExitHookManager$INTSignalHandler.handle
195271,Missing call to superclass,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Class hierarchy inconsistencies,/core/java12/com/vladium/util/Property.java,Property$FilePropertyLookup.get
195270,RV: Bad use of return value,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/core/java12/com/vladium/emma/data/MergeProcessor.java,MergeProcessor._run
195269,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/core/java12/com/vladium/util/ClassLoaderResolver.java,ClassLoaderResolver.getCallerClass
195268,Eq: Problems with implementation of equals(),Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/core/java12/com/vladium/jcd/cls/ClassDef.java,ClassDef$ConstructorDescriptor.compareTo
195267,RV: Bad use of return value,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/core/java12/com/vladium/emma/instr/InstrProcessorST.java,InstrProcessorST.reset
195266,DE: Dropped or ignored exception,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/core/java12/com/vladium/emma/report/html/doc/HTMLWriter.java,HTMLWriter.close
195265,Dm: Dubious method used,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Internationalization,/core/java12/com/vladium/logging/Logger.java,Logger.Logger
195264,DE: Dropped or ignored exception,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/core/java12/com/vladium/emma/data/DataFactory.java,DataFactory.readCoverageData
195263,Logically dead code,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/core/java12/com/vladium/emma/instr/InstrProcessorST.java,InstrProcessorST.handleArchiveStart
195262,Missing call to superclass,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Class hierarchy inconsistencies,/core/java12/com/vladium/emma/report/MethodItem.java,MethodItem.getAggregate
195261,SIC: Inner class could be made static,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Performance,/core/java12/com/vladium/emma/report/SrcFileItem.java,
195260,Eq: Problems with implementation of equals(),Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Dodgy code,/core/java12/com/vladium/util/Property.java,
195259,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/core/java12/com/vladium/emma/report/html/ReportGenerator.java,ReportGenerator.visit
195258,DE: Dropped or ignored exception,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/core/java12/com/vladium/emma/data/DataFactory.java,DataFactory.writeMetaData
195257,Se: Incorrect definition of Serializable class,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/core/java12/com/vladium/emma/report/IItemAttribute.java,
195256,Risky cryptographic hashing function,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Medium impact security,/core/java12/com/vladium/jcd/cls/ClassDef.java,ClassDef.computeSUID
195255,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/core/java12/com/vladium/emma/data/MethodDescriptor.java,MethodDescriptor.readExternal
195254,Dereference before null check,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/core/java12/com/vladium/emma/instr/InstrProcessorST.java,InstrProcessorST.handleArchiveStart
195253,Se: Incorrect definition of Serializable class,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/core/java12/com/vladium/emma/data/MetaData.java,
195252,Dereference after null check,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/core/java12/com/vladium/emma/report/html/ReportGenerator.java,ReportGenerator.embedSrcFile
195251,Dereference before null check,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/core/java12/com/vladium/emma/report/html/ReportGenerator.java,ReportGenerator.visit
195250,Dm: Dubious method used,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Internationalization,/core/java12/com/vladium/emma/Command.java,Command.initialize
195249,UrF: Unread field,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Dodgy code,/core/java12/com/vladium/emma/instr/InstrProcessor.java,
195248,RV: Bad use of return value,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/core/java12/com/vladium/emma/report/txt/ReportGenerator.java,ReportGenerator.openOutFile
195247,Unused value,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Code maintainability issues,/core/java12/com/vladium/util/args/OptsParser.java,OptsParser.parse
195246,Dm: Dubious method used,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Internationalization,/core/java12/com/vladium/emma/report/html/ReportGenerator.java,ReportGenerator.embedSrcFile
195245,Dereference before null check,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/core/java12/com/vladium/emma/report/html/ReportGenerator.java,ReportGenerator.visit
195244,SnVI: Serializable class with no Version ID,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/core/java12/com/vladium/emma/data/MetaData.java,
195243,RV: Bad use of return value,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/core/java12/com/vladium/emma/instr/InstrProcessorST.java,InstrProcessorST.writeFile
195242,Eq: Problems with implementation of equals(),Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/core/java12/com/vladium/jcd/cls/ClassDef.java,ClassDef$MethodDescriptor.compareTo
195241,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/core/java12/com/vladium/util/IPathEnumerator.java,IPathEnumerator$Factory$PathEnumerator.enumeratePathDir
195240,DLS: Dead local store,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Dodgy code,/core/java12/com/vladium/emma/data/MethodDescriptor.java,MethodDescriptor.MethodDescriptor
195239,DE: Dropped or ignored exception,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/core/java12/com/vladium/emma/instr/InstrProcessorST.java,InstrProcessorST.readFile
195238,Resource leak,High,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/core/java12/com/vladium/emma/data/DataFactory.java,DataFactory.writeEntry
195237,Explicit null dereferenced,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/core/java12/com/vladium/emma/data/MethodDescriptor.java,MethodDescriptor.readExternal
195236,Se: Incorrect definition of Serializable class,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/core/java12/com/vladium/emma/report/ItemComparator.java,
195235,DE: Dropped or ignored exception,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/core/java12/com/vladium/emma/data/DataFactory.java,DataFactory.readMetaData
195234,Dereference before null check,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/core/java12/com/vladium/emma/report/html/ReportGenerator.java,ReportGenerator.visit
195233,DE: Dropped or ignored exception,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/core/java12/com/vladium/emma/rt/ClassPathProcessorST.java,ClassPathProcessorST.readFile
195232,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/core/java12/com/vladium/emma/report/html/ReportGenerator.java,ReportGenerator.visit
195231,RV: Bad use of return value,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/core/java12/com/vladium/emma/data/DataFactory.java,DataFactory.persist
195230,Eq: Problems with implementation of equals(),Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/core/java12/com/vladium/jcd/cls/ClassDef.java,ClassDef$FieldDescriptor.compareTo
195229,Resource leak,High,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/core/java12/com/vladium/emma/data/DataFactory.java,DataFactory.readEntry
195228,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/core/java12/com/vladium/emma/report/html/ReportGenerator.java,ReportGenerator.visit
195227,RV: Bad use of return value,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/core/java12/com/vladium/emma/report/xml/ReportGenerator.java,ReportGenerator.openOutFile
195226,RV: Bad use of return value,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/core/java12/com/vladium/emma/report/html/ReportGenerator.java,ReportGenerator.openOutFile
195225,IM: Questionable integer math,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Dodgy code,/core/java12/com/vladium/emma/instr/InstrVisitor.java,InstrVisitor.lowbound
195224,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/core/java12/com/vladium/emma/instr/InstrProcessorST.java,InstrProcessorST._run
195223,Dereference before null check,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/core/java12/com/vladium/emma/report/html/ReportGenerator.java,ReportGenerator.visit
195222,IC: Initialization circularity,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Dodgy code,/core/java12/com/vladium/jcd/opcodes/IOpcodes.java,
195221,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/core/java12/com/vladium/emma/data/MergeProcessor.java,MergeProcessor._run
195220,SnVI: Serializable class with no Version ID,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/core/java12/com/vladium/emma/data/ClassDescriptor.java,
195219,Se: Incorrect definition of Serializable class,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/core/java12/com/vladium/emma/instr/InstrVisitor.java,
195218,DE: Dropped or ignored exception,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/core/java12/com/vladium/util/IPathEnumerator.java,IPathEnumerator$Factory$PathEnumerator.enumeratePathArchive
