CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function
197576,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/org/gjt/sp/jedit/syntax/Chunk.java,Chunk.xToOffset
197575,Call to an inherently dangerous function,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Low impact security,/org/gjt/sp/util/WorkThread.java,WorkThread.abortCurrentRequest
197574,Nesting level does not match indentation,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/org/gjt/sp/jedit/MiscUtilities.java,MiscUtilities$VarCompressor.MiscUtilities$VarCompressor
197573,Dereference after null check,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/org/gjt/sp/jedit/gui/DockableWindowManager.java,DockableWindowManager$KeyHandler.keyTyped
197572,Identical code for different branches,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/org/gjt/sp/jedit/browser/VFSBrowser.java,VFSBrowser.propertiesChanged
197571,Unguarded write,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/org/gjt/sp/jedit/bsh/org/objectweb/asm/CodeWriter.java,CodeWriter.addSuccessor
197570,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/org/gjt/sp/jedit/io/VFS.java,VFS.copy
197569,Dereference after null check,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/org/gjt/sp/jedit/gui/DockableWindowManager.java,DockableWindowManager$KeyHandler.keyTyped
197568,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/org/gjt/sp/jedit/bsh/classpath/BshClassPath.java,BshClassPath.add
197567,Missing call to superclass,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Class hierarchy inconsistencies,/org/gjt/sp/jedit/textarea/TextAreaPainter.java,TextAreaPainter.getPreferredSize
