CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function
195067,Failure to call super.clone(),Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Class hierarchy inconsistencies,/src/cern/colt/list/AbstractCharList.java,AbstractCharList.clone
195066,Value not atomically updated,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/hep/aida/bin/QuantileBin1D.java,QuantileBin1D.compareWith
195065,Division or modulo by float zero,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/src/cern/colt/map/PrimeFinder.java,PrimeFinder.main
195064,'Constant' variable guards dead code,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Possible Control flow issues,/src/cern/colt/matrix/impl/TestMatrix2D.java,TestMatrix2D.doubleTest25
195063,Division or modulo by float zero,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/src/cern/colt/matrix/impl/BenchmarkMatrix2D.java,BenchmarkMatrix2D.doubleBenchmark
195062,Division or modulo by float zero,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/src/cern/colt/matrix/bench/BenchmarkKernel.java,BenchmarkKernel.run
195061,Logically dead code,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/src/cern/colt/list/CharArrayList.java,CharArrayList.equals
195060,Logically dead code,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/src/cern/colt/list/LongArrayList.java,LongArrayList.equals
195059,Failure to call super.clone(),Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Class hierarchy inconsistencies,/src/cern/colt/list/AbstractFloatList.java,AbstractFloatList.clone
195058,Logically dead code,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/src/cern/colt/list/AbstractDoubleList.java,AbstractDoubleList.equals
195057,Failure to call super.clone(),Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Class hierarchy inconsistencies,/src/cern/colt/list/AbstractBooleanList.java,AbstractBooleanList.clone
195056,Missing call to superclass,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Class hierarchy inconsistencies,/src/cern/colt/matrix/impl/RCDoubleMatrix2D.java,RCDoubleMatrix2D.assign
195055,Explicit null dereferenced,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/cern/colt/matrix/linalg/Smp.java,Smp$1.run
195054,Logically dead code,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/src/cern/colt/list/BooleanArrayList.java,BooleanArrayList.equals
195053,Failure to call super.clone(),Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Class hierarchy inconsistencies,/src/cern/colt/list/AbstractDoubleList.java,AbstractDoubleList.clone
195052,Explicit null dereferenced,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/cern/colt/matrix/bench/BenchmarkMatrix.java,BenchmarkMatrix.runSpecial
195051,Failure to call super.clone(),Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Class hierarchy inconsistencies,/src/cern/colt/list/AbstractLongList.java,AbstractLongList.clone
195050,Explicit null dereferenced,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/cern/colt/matrix/bench/BenchmarkMatrix.java,BenchmarkMatrix.run
195049,Failure to call super.clone(),Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Class hierarchy inconsistencies,/src/cern/colt/list/AbstractShortList.java,AbstractShortList.clone
195048,Logically dead code,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/src/cern/colt/list/IntArrayList.java,IntArrayList.equals
195047,Logically dead code,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/src/cern/colt/list/ObjectArrayList.java,ObjectArrayList.equals
195046,Division or modulo by float zero,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/src/cern/jet/random/sampling/RandomSampler.java,RandomSampler.main
195045,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/cern/colt/matrix/bench/BenchmarkMatrix.java,BenchmarkMatrix.usage
195044,Missing call to superclass,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Class hierarchy inconsistencies,/src/cern/colt/matrix/bench/BenchmarkMatrix.java,BenchmarkMatrix$15.setParameters
