CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function
196790,Explicit null dereferenced,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/hsqldb-2.0.0/hsqldb/tmp/switchedsrc/org/hsqldb/Table.java,Table.insertSys
196789,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/hsqldb-2.0.0/hsqldb/tmp/switchedsrc/org/hsqldb/ParserDQL.java,ParserDQL.readRow
196788,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/hsqldb-2.0.0/hsqldb/tmp/switchedsrc/org/hsqldb/server/Server.java,Server.releaseDatabase
196787,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/hsqldb-2.0.0/hsqldb/tmp/switchedsrc/org/hsqldb/NumberSequence.java,NumberSequence.getIncrement
196786,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/hsqldb-2.0.0/hsqldb/tmp/switchedsrc/org/hsqldb/TransactionManagerMV2PL.java,TransactionManagerMV2PL.getGlobalChangeTimestamp
196785,Dereference after null check,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/hsqldb-2.0.0/hsqldb/tmp/switchedsrc/org/hsqldb/Expression.java,Expression.getDegree
196784,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/hsqldb-2.0.0/hsqldb/tmp/switchedsrc/org/hsqldb/RowAction.java,RowAction.isDeleted
196783,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/hsqldb-2.0.0/hsqldb/tmp/switchedsrc/org/hsqldb/StatementSchema.java,StatementSchema.dropTable
196782,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/hsqldb-2.0.0/hsqldb/tmp/switchedsrc/org/hsqldb/lib/ValidatingResourceBundle.java,ValidatingResourceBundle.validate
196781,Unguarded write,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/hsqldb-2.0.0/hsqldb/tmp/switchedsrc/org/hsqldb/RowAction.java,RowAction.setAsNoOp
196780,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/hsqldb-2.0.0/hsqldb/tmp/switchedsrc/org/hsqldb/persist/DataFileCache.java,DataFileCache.setFileModified
196779,Resource leak on an exceptional path,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Exceptional resource leaks,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/hsqldb-2.0.0/hsqldb/tmp/switchedsrc/org/hsqldb/scriptio/ScriptWriterBase.java,ScriptWriterBase.openFile
196778,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/hsqldb-2.0.0/hsqldb/tmp/switchedsrc/org/hsqldb/jdbc/JDBCPreparedStatement.java,JDBCPreparedStatement.performPreExecute
196777,Explicit null dereferenced,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/hsqldb-2.0.0/hsqldb/tmp/switchedsrc/org/hsqldb/types/IntervalType.java,IntervalType.convertToDefaultType
196776,Data race condition,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/hsqldb-2.0.0/hsqldb/tmp/switchedsrc/org/hsqldb/TriggerDef.java,TriggerDef.popPair
196775,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/hsqldb-2.0.0/hsqldb/tmp/switchedsrc/org/hsqldb/jdbc/JDBCSavepoint.java,JDBCSavepoint.getSavepointId
196774,Logically dead code,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/hsqldb-2.0.0/hsqldb/tmp/switchedsrc/org/hsqldb/types/Types.java,Types.getParameterSQLType
196773,Unguarded write,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/hsqldb-2.0.0/hsqldb/tmp/switchedsrc/org/hsqldb/NumberSequence.java,NumberSequence.setDefaults
196772,Explicit null dereferenced,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/hsqldb-2.0.0/hsqldb/tmp/switchedsrc/org/hsqldb/persist/RowStoreAVL.java,RowStoreAVL.moveData
196771,Unguarded write,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/hsqldb-2.0.0/hsqldb/tmp/switchedsrc/org/hsqldb/RowAction.java,RowAction.setAsNoOp
196770,Unguarded write,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/hsqldb-2.0.0/hsqldb/tmp/switchedsrc/org/hsqldb/lib/HsqlTimer.java,HsqlTimer$TaskQueue.cancelAllTasks
196769,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/hsqldb-2.0.0/hsqldb/tmp/switchedsrc/org/hsqldb/result/Result.java,Result.newResult
196768,Data race condition,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/Users/duda/Desktop/Savanna/Work_Folder/Cloned_Git_Repos/hsqldb-2.0.0/hsqldb/tmp/switchedsrc/org/hsqldb/TriggerDef.java,TriggerDef.pushPair
