CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function
199217,SIC: Inner class could be made static,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Performance,/maven-core/src/main/java/org/apache/maven/project/artifact/DefaultMavenMetadataCache.java,
199216,HE: Equal objects must have equal hashcodes,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/maven-settings/target/generated-sources/modello/org/apache/maven/settings/Repository.java,Repository.equals
199215,UPM: Private method is never called,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Performance,/maven-plugin-api/target/generated-sources/modello/org/apache/maven/plugin/lifecycle/io/xpp3/LifecycleMappingsXpp3Reader.java,LifecycleMappingsXpp3Reader.getBooleanValue
199214,SBSC: String concatenation in loop using + operator,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Performance,/maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,DefaultModelBuilder.build
199213,WMI: Inefficient Map Iterator,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Performance,/maven-compat/src/main/java/org/apache/maven/artifact/repository/metadata/DefaultRepositoryMetadataManager.java,DefaultRepositoryMetadataManager.updateSnapshotMetadata
199212,UPM: Private method is never called,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Performance,/maven-compat/target/generated-sources/modello/org/apache/maven/profiles/io/xpp3/ProfilesXpp3Reader.java,ProfilesXpp3Reader.getDateValue
199211,Dereference null return value,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/maven-compat/src/main/java/org/apache/maven/repository/legacy/LegacyRepositorySystem.java,LegacyRepositorySystem.injectProxy
199210,Unguarded write,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/maven-settings/target/generated-sources/modello/org/apache/maven/settings/Settings.java,Settings.flushActiveProxy
199209,Dm: Dubious method used,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Internationalization,/maven-embedder/src/main/java/org/apache/maven/cli/CLIManager.java,CLIManager.displayHelp
199208,SBSC: String concatenation in loop using + operator,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Performance,/maven-core/src/main/java/org/apache/maven/plugin/version/PluginVersionResolutionException.java,PluginVersionResolutionException.format
