CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function
198558,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/tests/other/org/jgroups/tests/GridFilesystemTest.java,GridFilesystemTest$cd.execute
198557,Unguarded write,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/org/jgroups/protocols/FD_ALL.java,FD_ALL.stopHeartbeatSender
198556,Resource leak on an exceptional path,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Exceptional resource leaks,/tests/other/org/jgroups/tests/ModClusterAdvertizeListener.java,ModClusterAdvertizeListener.main
198555,Resource leak,High,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/src/org/jgroups/util/PropertiesToXML.java,PropertiesToXML.fileToString
198554,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/jgroups/blocks/ConnectionTableNIO.java,ConnectionTableNIO.run
198553,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/tests/junit-functional/org/jgroups/tests/UtilTest.java,UtilTest._testMessage
198552,Unguarded write,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/org/jgroups/protocols/SFC.java,SFC.handleViewChange
198551,Missing call to superclass,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Class hierarchy inconsistencies,/tests/junit/org/jgroups/tests/StateTransferTest.java,StateTransferTest$StateTransferApplication.getState
198550,Unchecked return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Error handling issues,/tests/other/org/jgroups/tests/NakReceiverWindowStressTest.java,NakReceiverWindowStressTest.processMessage
198549,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/org/jgroups/protocols/BSH.java,BSH$1.run
198548,Unguarded write,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/org/jgroups/protocols/TP.java,TP$DefaultBundler.send
198547,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/org/jgroups/protocols/UDP.java,UDP$PacketReceiver.run
198546,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/jgroups/auth/X509Token.java,X509Token.setCertificate
198545,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/org/jgroups/debug/Profiler.java,Profiler.dump
198544,Unguarded write,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/org/jgroups/protocols/SFC.java,SFC.down
198543,Copy-paste error,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/src/org/jgroups/blocks/ConnectionTable.java,ConnectionTable.getConnection
198542,Value not atomically updated,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/org/jgroups/blocks/BasicConnectionTable.java,BasicConnectionTable$Connection.readPeerAddress
198541,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/tests/junit/org/jgroups/tests/MergeTest.java,MergeTest.mergeHelper
198540,Dereference after null check,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/jgroups/mux/Multiplexer.java,Multiplexer.up
