CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function
197906,UuF: Unused field,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Performance,/lib/org/jext/xml/XInsertHandler.java,
197905,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/lib/org/jext/project/DefaultProjectManager.java,DefaultProjectManager$DefaultProject.selectFile
197904,SIC: Inner class could be made static,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Performance,/lib/org/jext/options/FileFiltersOptions.java,
197903,ES: Checking String equality using == or !=,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/lib/com/microstar/xml/XmlParser.java,XmlParser.pushInput
197902,Nm: Confusing name,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/lib/org/jext/options/OptionsDialog.java,OptionsDialog.addOptionGroup
197901,"Filesystem path, filename, or URI manipulation",High,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,High impact security,/lib/org/jext/JextTextArea.java,JextTextArea.getFile
197900,LI: Unsynchronized Lazy Initialization,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Multithreaded correctness,/lib/org/gjt/sp/jedit/syntax/CTokenMarker.java,CTokenMarker.getKeywords
197899,Dereference before null check,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/lib/org/jext/search/FindAllDialog.java,FindAllDialog.nextMatch
197898,Resource leak on an exceptional path,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Exceptional resource leaks,/lib/org/jext/Jext.java,Jext.loadInSingleJVMInstance
197897,DE: Dropped or ignored exception,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/lib/org/jext/Jext.java,Jext.loadProps
197896,Resource leak,High,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/lib/org/jext/misc/JextMail.java,JextMail.sendMail
197895,LI: Unsynchronized Lazy Initialization,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Multithreaded correctness,/lib/org/gjt/sp/jedit/syntax/SQRTokenMarker.java,SQRTokenMarker.getKeywords
197894,DLS: Dead local store,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Dodgy code,/lib/org/jext/print/PrintText.java,PrintText$Page.print
197893,Nm: Confusing name,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/lib/com/microstar/xml/XmlParser.java,XmlParser.parseDefault
197892,DE: Dropped or ignored exception,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/lib/org/gjt/sp/jedit/textarea/JEditTextArea.java,JEditTextArea.appendCut
197891,Missing break in switch,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/lib/org/gjt/sp/jedit/syntax/JavaTokenMarker.java,JavaTokenMarker.markTokensImpl
197890,UuF: Unused field,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Performance,/lib/org/gjt/sp/jedit/syntax/VerilogTokenMarker.java,
197889,Logically dead code,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/lib/org/jext/JextTextArea.java,JextTextArea.getTabSize
197888,Unchecked return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Error handling issues,/lib/gnu/regexp/CharIndexedReader.java,CharIndexedReader.charAt
197887,RV: Bad use of return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Correctness,/lib/org/jext/gui/SplashScreen.java,SplashScreen.SplashScreen
197886,Dm: Dubious method used,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Internationalization,/lib/org/jext/actions/CreateTemplate.java,CreateTemplate.loadFile
197885,Resource leak on an exceptional path,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Exceptional resource leaks,/lib/org/jext/Jext.java,Jext.saveXMLProps
197884,Failure to restore non-local value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/lib/org/jext/dawn/DawnParser.java,DawnParser$3.invoke
197883,REC: RuntimeException capture,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Dodgy code,/lib/org/jext/dawn/DawnParser.java,DawnParser.installPackage
197882,Ignoring number of bytes read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Error handling issues,/lib/org/jext/misc/PluginDownload.java,PluginDownload$2.work
197881,DLS: Dead local store,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Dodgy code,/lib/org/gjt/sp/jedit/textarea/JEditTextArea.java,JEditTextArea.xToOffset
