CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function
198132,Dereference after null check,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/build/src/org/jgraph/graph/EdgeView.java,EdgeView$EdgeHandle.overlay
198131,Logically dead code,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/build/src/org/jgraph/graph/EdgeRenderer.java,EdgeRenderer.createLineEnd
198130,Dereference after null check,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/build/src/org/jgraph/plaf/basic/BasicGraphUI.java,BasicGraphUI.completeEditing
198129,Dereference after null check,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/build/src/com/jgraph/layout/JGraphFacade.java,JGraphFacade.getIncomingEdges
198128,Dereference after null check,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/build/src/com/jgraph/algebra/JGraphAlgebra.java,JGraphAlgebra.getMinimumSpanningTree
198127,Se: Incorrect definition of Serializable class,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/build/src/org/jgraph/graph/EdgeView.java,
198126,Dereference after null check,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/build/src/org/jgraph/plaf/basic/BasicGraphUI.java,BasicGraphUI.paintCell
198125,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/build/src/org/jgraph/plaf/basic/BasicGraphUI.java,BasicGraphUI.startEditing
198124,ES: Checking String equality using == or !=,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/build/src/org/jgraph/graph/EdgeRenderer.java,EdgeRenderer.firePropertyChange
198123,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/build/src/com/jgraph/components/labels/RedirectingEditor.java,RedirectingEditor$RealCellEditor.getGraphCellEditorComponent
198122,DLS: Dead local store,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Dodgy code,/build/src/com/jgraph/layout/organic/JGraphOrganicLayout.java,JGraphOrganicLayout.performRound
198121,SIC: Inner class could be made static,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Performance,/build/src/com/jgraph/layout/hierarchical/JGraphCoordinateAssignment.java,
198120,Explicit null dereferenced,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/build/src/org/jgraph/graph/GraphLayoutCache.java,GraphLayoutCache.valueForCellChanged
