CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function
196612,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/hdfs/org/apache/hadoop/hdfs/server/namenode/UpgradeManagerNamenode.java,UpgradeManagerNamenode.main
196611,"UG: Unsynchronized get method, synchronized set method",Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Multithreaded correctness,/src/core/org/apache/hadoop/security/token/Token.java,Token.getKind
196610,UuF: Unused field,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Performance,/src/mapred/org/apache/hadoop/mapred/TaskMemoryManagerThread.java,
196609,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/mapred/org/apache/hadoop/mapred/JobHistory.java,JobHistory$JobInfo.logSubmitted
196608,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/mapred/org/apache/hadoop/mapred/lib/aggregate/ValueAggregatorReducer.java,ValueAggregatorReducer.reduce
196607,Division or modulo by float zero,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/src/core/org/apache/hadoop/io/file/tfile/TFileDumper.java,TFileDumper.dumpInfo
196606,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/mapred/org/apache/hadoop/mapred/SequenceFileRecordReader.java,SequenceFileRecordReader.getKeyClass
196605,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/hdfs/org/apache/hadoop/hdfs/server/namenode/PendingReplicationBlocks.java,PendingReplicationBlocks.size
196604,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/mapred/org/apache/hadoop/mapred/join/CompositeRecordReader.java,CompositeRecordReader.key
196603,Thread unsafe modification in singleton,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/hdfs/org/apache/hadoop/hdfs/server/namenode/FileDataServlet.java,FileDataServlet.pickSrcDatanode
196602,Unguarded write,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/mapred/org/apache/hadoop/mapreduce/lib/input/SequenceFileAsBinaryInputFormat.java,SequenceFileAsBinaryInputFormat$SequenceFileAsBinaryRecordReader.initialize
196601,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/core/org/apache/hadoop/security/UserGroupInformation.java,UserGroupInformation.getRefreshTime
196600,Dm: Dubious method used,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/src/mapred/org/apache/hadoop/mapred/Task.java,Task.commit
196599,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/hdfs/org/apache/hadoop/hdfs/server/namenode/FSNamesystem.java,FSNamesystem.logBlockReplicationInfo
196598,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/mapred/org/apache/hadoop/mapreduce/lib/input/SequenceFileInputFilter.java,SequenceFileInputFilter$FilterRecordReader.getCurrentKey
196597,Se: Incorrect definition of Serializable class,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/src/hdfs/org/apache/hadoop/hdfs/DFSUtil.java,
196596,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/mapred/org/apache/hadoop/mapred/JobClient.java,JobClient$NetworkedJob.getTrackingURL
196595,Unguarded write,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/hdfs/org/apache/hadoop/hdfs/server/datanode/DataBlockScanner.java,DataBlockScanner.verifyBlock
196594,STCAL: Static use of type Calendar or DateFormat,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Multithreaded correctness,/build/src/org/apache/hadoop/hdfs/server/datanode/browseDirectory_jsp.java,browseDirectory_jsp.generateDirectoryStructure
196593,Unguarded read,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/mapred/org/apache/hadoop/mapred/TaskTracker.java,TaskTracker$TaskInProgress.isCleaningup
