CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function
198167,Dm: Dubious method used,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Internationalization,/src/org/jgrapht/ext/VisioExporter.java,VisioExporter.export
198166,RV: Bad use of return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Correctness,/testsrc/org/jgrapht/alg/VertexCoversTest.java,VertexCoversTest.createRandomGraph
198165,Unchecked return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Error handling issues,/src/org/jgrapht/demo/PerformanceDemo.java,PerformanceDemo.main
198164,Dm: Dubious method used,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Internationalization,/src/org/jgrapht/experimental/GraphReader.java,GraphReader.GraphReader
198163,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/jgrapht/graph/AbstractBaseGraph.java,AbstractBaseGraph$DirectedSpecifics.edgesOf
198162,ES: Checking String equality using == or !=,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/testsrc/org/jgrapht/graph/SimpleDirectedGraphTest.java,SimpleDirectedGraphTest.verifyReversal
198161,Se: Incorrect definition of Serializable class,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/src/org/jgrapht/graph/GraphUnion.java,
198160,NP: Null pointer dereference,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/src/org/jgrapht/experimental/isomorphism/VertexDegreeEquivalenceComparator.java,VertexDegreeEquivalenceComparator$InOutDegrees.equals
198159,WMI: Inefficient Map Iterator,Low,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Performance,/testsrc/org/jgrapht/alg/EdmondsKarpMaximumFlowTest.java,EdmondsKarpMaximumFlowTest.runTest
198158,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/jgrapht/experimental/GraphReader.java,GraphReader.readNodeCount
198157,Copy-paste error,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/testsrc/org/jgrapht/graph/SimpleDirectedGraphTest.java,SimpleDirectedGraphTest.testAddEdgeObjectObject
198156,UwF: Unwritten field,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Correctness,/src/org/jgrapht/graph/MaskVertexSet.java,
198155,Dereference null return value,Medium,New,03/30/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/jgrapht/alg/EdmondsKarpMaximumFlow.java,EdmondsKarpMaximumFlow.breadthFirstSearch
