CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function
201015,Dm: Dubious method used,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Internationalization,/test-utils/src/main/java/org/apache/roller/weblogger/ant/StartDerbyTask.java,StartDerbyTask.execute
201014,Dm: Dubious method used,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Internationalization,/roller-core/src/main/java/org/apache/roller/util/SQLScriptRunner.java,SQLScriptRunner.SQLScriptRunner
201013,Resource leak,High,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/roller-core/src/main/java/org/apache/roller/util/SQLScriptRunner.java,SQLScriptRunner.runScript
201012,DE: Dropped or ignored exception,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/test-utils/src/main/java/org/apache/roller/weblogger/ant/StartDerbyTask.java,StartDerbyTask.execute
201011,Dm: Dubious method used,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Internationalization,/test-utils/src/main/java/org/apache/roller/weblogger/jetty/DerbyLifeCycle.java,DerbyLifeCycle.start
201010,Dm: Dubious method used,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Internationalization,/test-utils/src/main/java/org/apache/roller/weblogger/ant/StartDerbyTask.java,StartDerbyTask.main
201009,DE: Dropped or ignored exception,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/test-utils/src/main/java/org/apache/roller/weblogger/jetty/DerbyLifeCycle.java,DerbyLifeCycle.start
201008,Dereference null return value,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/roller-core/src/main/java/org/apache/roller/util/DateUtil.java,DateUtil.parseWeblogURLDateString
201007,Resource leak,High,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/test-utils/src/main/java/org/apache/roller/weblogger/ant/StartDerbyTask.java,StartDerbyTask.execute
201006,Resource leak on an exceptional path,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Exceptional resource leaks,/roller-core/src/main/java/org/apache/roller/util/SQLScriptRunner.java,SQLScriptRunner.SQLScriptRunner
201005,Resource leak,High,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/test-utils/src/main/java/org/apache/roller/weblogger/ant/StopDerbyTask.java,StopDerbyTask.execute
201004,Dereference null return value,Medium,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/test-utils/src/main/java/org/apache/roller/weblogger/jetty/DerbyLifeCycle.java,DerbyLifeCycle.DerbyLifeCycle
201003,DE: Dropped or ignored exception,Low,New,03/31/19,Unassigned,Unclassified,Unspecified,Undecided,Other,FindBugs: Bad practice,/test-utils/src/main/java/org/apache/roller/weblogger/jetty/DerbyLifeCycle.java,DerbyLifeCycle.stop
