CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function
207225,Dereference after null check,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/apache/xalan/xsltc/compiler/FunctionCall.java,FunctionCall.findConstructors
207224,Dereference before null check,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/apache/xml/utils/QName.java,QName.QName
207223,Wrong operator used,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Integer handling issues,/src/org/apache/xml/serializer/WriterToUTF8Buffered.java,WriterToUTF8Buffered.write
207222,Explicit null dereferenced,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/apache/xml/utils/ListingErrorHandler.java,ListingErrorHandler.getSourceLine
207221,Value not atomically updated,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/org/apache/xalan/lib/sql/DefaultConnectionPool.java,DefaultConnectionPool.testConnection
207220,Dereference null return value,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/apache/xml/utils/DOMHelper.java,DOMHelper.isNodeAfter
207219,Value not atomically updated,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/org/apache/xpath/SourceTreeManager.java,SourceTreeManager.removeDocumentFromCache
207218,Value not atomically updated,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/org/apache/xalan/xsltc/trax/TransformerImpl.java,TransformerImpl.transformIdentity
207217,Dead default in switch,Low,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Possible Control flow issues,/src/org/apache/xpath/axes/WalkerFactory.java,WalkerFactory.createDefaultStepPattern
207216,Value not atomically updated,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/org/apache/xalan/lib/sql/SQLDocument.java,SQLDocument.getNewDocument
207215,Dereference null return value,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/apache/xalan/lib/Redirect.java,Redirect.write
207214,Explicit null dereferenced,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/apache/xalan/lib/sql/SQLQueryParser.java,SQLQueryParser.inlineParser
207213,Dereference null return value,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/apache/xml/dtm/ref/DTMManagerDefault.java,DTMManagerDefault.release
207212,Logically dead code,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/src/org/apache/xalan/transformer/SerializerSwitcher.java,SerializerSwitcher.switchSerializerIfHTML
207211,Dereference after null check,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/apache/xalan/xsltc/compiler/FunctionCall.java,FunctionCall.findMethods
207210,Explicit null dereferenced,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/apache/xalan/xslt/ObjectFactory.java,ObjectFactory.lookUpFactoryClass
207209,Value not atomically updated,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/org/apache/xml/utils/QName.java,QName.QName
207208,Dereference null return value,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/apache/xalan/transformer/TransformSnapshotImpl.java,TransformSnapshotImpl.TransformSnapshotImpl
207207,Dereference null return value,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/apache/xalan/processor/ProcessorLRE.java,ProcessorLRE.startElement
207206,Unguarded read,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/org/apache/xalan/xsltc/dom/DocumentCache.java,DocumentCache.getStatistics
207205,Dereference after null check,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/apache/xml/dtm/ref/sax2dtm/SAX2DTM2.java,SAX2DTM2.startElement
207204,Failure to call super.clone(),Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Class hierarchy inconsistencies,/src/org/apache/xml/utils/ObjectVector.java,ObjectVector.clone
207203,Dereference null return value,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/apache/xalan/templates/ElemAttribute.java,ElemAttribute.resolvePrefix
207202,Explicit null dereferenced,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/apache/xalan/xsltc/runtime/ObjectFactory.java,ObjectFactory.lookUpFactoryClass
207201,Dereference null return value,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/apache/xalan/xsltc/trax/TemplatesImpl.java,TemplatesImpl.newTransformer
207200,Resource leak on an exceptional path,Low,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Exceptional resource leaks,/src/org/apache/xml/serializer/Encodings.java,Encodings.loadEncodingInfo
207199,Dereference null return value,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/apache/xalan/xsltc/compiler/CallTemplate.java,CallTemplate.getCalleeTemplate
207198,Missing call to superclass,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Class hierarchy inconsistencies,/src/org/apache/xalan/processor/ProcessorLRE.java,ProcessorLRE.startElement
207197,Missing call to superclass,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Class hierarchy inconsistencies,/src/org/apache/xml/serializer/ToUnknownStream.java,ToUnknownStream.reset
207196,Exception not thrown,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Error handling issues,/src/org/apache/xalan/xsltc/trax/TransformerFactoryImpl.java,TransformerFactoryImpl.newXMLFilter
207195,Unguarded write,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/org/apache/xalan/transformer/TransformerImpl.java,TransformerImpl.setOutputFormat
207194,Value not atomically updated,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/org/apache/xalan/lib/sql/XConnection.java,XConnection.buildErrorDocument
207193,Dereference null return value,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/apache/xalan/xsltc/dom/LoadDocument.java,LoadDocument.document
207192,Explicit null dereferenced,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/apache/xalan/xsltc/compiler/util/ObjectFactory.java,ObjectFactory.lookUpFactoryClass
207191,Dereference null return value,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/apache/xalan/lib/Redirect.java,Redirect.open
207190,Explicit null dereferenced,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/apache/xalan/extensions/ExtensionHandlerJavaClass.java,ExtensionHandlerJavaClass.callFunction
207189,Dereference null return value,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/apache/xalan/xsltc/compiler/util/MethodGenerator.java,MethodGenerator.outline
207188,Dereference null return value,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/apache/xalan/processor/ProcessorText.java,ProcessorText.endElement
207187,Dereference before null check,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/apache/xalan/xslt/EnvironmentCheck.java,EnvironmentCheck.checkEnvironment
207186,Structurally dead code,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/src/org/apache/xml/dtm/ref/DTMDefaultBaseTraversers.java,DTMDefaultBaseTraversers$AllFromRootTraverser.next
207185,Value not atomically updated,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/org/apache/xml/utils/StylesheetPIHandler.java,StylesheetPIHandler.getAssociatedStylesheet
207184,Explicit null dereferenced,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/apache/xalan/processor/ProcessorText.java,ProcessorText.endElement
207183,Value not atomically updated,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/org/apache/xalan/xslt/EnvironmentCheck.java,EnvironmentCheck.appendEnvironmentReport
207182,Unused value,Low,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Code maintainability issues,/src/org/apache/xml/utils/FastStringBuffer.java,FastStringBuffer.append
207181,Resource leak on an exceptional path,Low,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Exceptional resource leaks,/src/org/apache/xalan/xsltc/compiler/XSLTC.java,XSLTC.dumpClass
207180,Missing break in switch,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/src/org/apache/xalan/xsltc/compiler/Step.java,Step.translate
207179,Missing break in switch,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/src/org/apache/xpath/axes/WalkerFactory.java,WalkerFactory.isOptimizableForDescendantIterator
207178,Dereference null return value,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/apache/xalan/xsltc/compiler/util/MethodGenerator.java,MethodGenerator.outline
207177,Dereference null return value,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/apache/xml/serializer/dom3/DOM3TreeWalker.java,DOM3TreeWalker.serializeDocType
207176,Unused value,Low,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Code maintainability issues,/src/org/apache/xml/utils/FastStringBuffer.java,FastStringBuffer.append
207175,Use of freed resources,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,API usage errors,/src/org/apache/xalan/transformer/ClonerToResultTree.java,ClonerToResultTree.cloneToResultTree
207174,Data race condition,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/src/org/apache/xalan/lib/sql/ConnectionPoolManager.java,ConnectionPoolManager.init
207173,Dereference null return value,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/apache/xalan/extensions/ExtensionsTable.java,ExtensionsTable.ExtensionsTable
207172,Indefinite wait,High,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Program hangs,/src/org/apache/xalan/client/XSLTProcessorApplet.java,XSLTProcessorApplet.getTreeAsText
207171,Explicit null dereferenced,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/apache/xpath/functions/ObjectFactory.java,ObjectFactory.lookUpFactoryClass
207170,Dereference after null check,Medium,New,04/26/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/src/org/apache/xalan/xsltc/compiler/FunctionCall.java,FunctionCall.typeCheck
