className,category,severity,filename,startLine,endLine,lineRanges,weight,guidelineWeight,name,isSnoozed
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,BLOCKS_OF_CODE_IN_COMMENTS,VERY_HIGH,src/megamek/client/commands/FireCommand.java,1,0,"[{'startLine': 280, 'endLine': 280}]",1,1,FireCommand.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,BLOCKS_OF_CODE_IN_COMMENTS,VERY_HIGH,src/megamek/client/ui/AWT/BoardEditor.java,1,0,"[{'startLine': 383, 'endLine': 383}]",1,1,BoardEditor.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,BLOCKS_OF_CODE_IN_COMMENTS,VERY_HIGH,src/megamek/client/Client.java,1,0,"[{'startLine': 694, 'endLine': 694}, {'startLine': 1230, 'endLine': 1230}]",2,2,Client.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,BLOCKS_OF_CODE_IN_COMMENTS,VERY_HIGH,src/megamek/client/bot/GALance.java,1,0,"[{'startLine': 123, 'endLine': 123}]",1,1,GALance.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,BLOCKS_OF_CODE_IN_COMMENTS,VERY_HIGH,src/megamek/client/ui/AWT/BoardSelectionDialog.java,1,0,"[{'startLine': 464, 'endLine': 464}, {'startLine': 519, 'endLine': 519}, {'startLine': 587, 'endLine': 592}, {'startLine': 600, 'endLine': 602}, {'startLine': 604, 'endLine': 606}, {'startLine': 608, 'endLine': 610}, {'startLine': 628, 'endLine': 628}]",7,7,BoardSelectionDialog.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,BLOCKS_OF_CODE_IN_COMMENTS,VERY_HIGH,src/megamek/client/bot/CEntity.java,1,0,"[{'startLine': 914, 'endLine': 914}]",1,1,CEntity.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,BLOCKS_OF_CODE_IN_COMMENTS,VERY_HIGH,src/megamek/client/ui/AWT/BoardView1.java,1,0,"[{'startLine': 502, 'endLine': 502}, {'startLine': 1821, 'endLine': 1821}, {'startLine': 2274, 'endLine': 2274}, {'startLine': 4462, 'endLine': 4462}, {'startLine': 4854, 'endLine': 4854}, {'startLine': 4862, 'endLine': 4862}]",6,6,BoardView1.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,BLOCKS_OF_CODE_IN_COMMENTS,VERY_HIGH,src/megamek/client/ui/AWT/BombPayloadDialog.java,1,0,"[{'startLine': 77, 'endLine': 78}, {'startLine': 94, 'endLine': 95}, {'startLine': 97, 'endLine': 98}, {'startLine': 100, 'endLine': 103}, {'startLine': 105, 'endLine': 109}]",5,5,BombPayloadDialog.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,BLOCKS_OF_CODE_IN_COMMENTS,VERY_HIGH,src/megamek/client/bot/TestBot.java,1,0,"[{'startLine': 1127, 'endLine': 1127}]",1,1,TestBot.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,BLOCKS_OF_CODE_IN_COMMENTS,VERY_HIGH,src/megamek/client/bot/BotClient.java,1,0,"[{'startLine': 361, 'endLine': 361}, {'startLine': 392, 'endLine': 392}, {'startLine': 397, 'endLine': 397}]",3,3,BotClient.java,False
