className,severity,filename,startLine,endLine,weight,guidelineWeight,name,isSnoozed,lineRanges
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/net/wastl/webmail/plugins/SendMessage.java,109,447,221,39,"SendMessage.handleURL(String,HTTPSession,HTTPRequestHeader)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,HIGH,src/net/wastl/webmail/plugins/FolderSetup.java,77,163,74,20,"FolderSetup.handleURL(String,HTTPSession,HTTPRequestHeader)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,HIGH,contrib/bin/runant.pl,29,120,61,14,runant.pl:$defaultUnit,False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,HIGH,src/org/webengruven/webmail/authenticators/OTPAuthenticator.java,94,173,60,12,OTPAuthenticator.getNewChallenge(UserData),False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,HIGH,src/net/wastl/webmail/storage/simple/SimpleStorage.java,241,311,58,15,"SimpleStorage.getUserData(String,String,String,boolean)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,HIGH,src/net/wastl/webmail/plugins/FileAttacher.java,78,162,44,14,"FileAttacher.handleURL(String,HTTPSession,HTTPRequestHeader)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,HIGH,src/net/wastl/webmail/misc/JavaScriptCleaner.java,51,105,32,14,JavaScriptCleaner.walkTree(Node),False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,MEDIUM,src/net/wastl/webmail/server/SystemCheck.java,39,119,59,10,SystemCheck.$constructor(WebMailServer),False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,MEDIUM,src/net/wastl/webmail/storage/simple/SimpleStorage.java,184,230,44,8,"SimpleStorage.createUserData(String,String,String)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,MEDIUM,src/net/wastl/webmail/server/PluginHandler.java,61,112,39,7,PluginHandler.registerPlugins(),False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,MEDIUM,src/net/wastl/webmail/plugins/Composer.java,79,129,38,9,"Composer.handleURL(String,HTTPSession,HTTPRequestHeader)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,MEDIUM,src/net/wastl/webmail/authenticators/UnixAuthenticator.java,43,82,34,7,"UnixAuthenticator.authenticatePreUserData(String,String,String)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,MEDIUM,src/org/webengruven/webmail/authenticators/OTPAuthenticator.java,221,270,34,8,"OTPAuthenticator.changePassword(UserData,String,String)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,MEDIUM,src/net/wastl/webmail/storage/simple/SimpleStorage.java,314,351,32,9,"SimpleStorage.saveUserData(String,String)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,MEDIUM,src/net/wastl/webmail/misc/ByteStore.java,97,130,30,7,"ByteStore.getBinaryFromIS(InputStream,int)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,MEDIUM,src/org/bulbul/webmail/xmlresource/ResourceBase.java,108,140,30,6,ResourceBase.loadXmlResourceFile(),False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,MEDIUM,src/org/webengruven/webmail/authenticators/OTPAuthenticator.java,277,317,30,7,OTPAuthenticator.getChallenge(UserData),False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,MEDIUM,src/org/webengruven/webmail/authenticators/OTPAuthenticator.java,176,218,29,7,"OTPAuthenticator.authenticatePostUserData(UserData,String,String)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,MEDIUM,src/net/wastl/webmail/plugins/FolderList.java,77,106,28,7,"FolderList.handleURL(String,HTTPSession,HTTPRequestHeader)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,MEDIUM,src/net/wastl/webmail/plugins/ShowMessage.java,73,103,28,7,"ShowMessage.handleURL(String,HTTPSession,HTTPRequestHeader)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,MEDIUM,src/net/wastl/webmail/server/ToplevelURLHandler.java,99,148,27,6,"ToplevelURLHandler.handleURL(String,HTTPSession,HTTPRequestHeader)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,MEDIUM,src/net/wastl/webmail/misc/MD5.java,337,382,26,8,"MD5.Update(MD5State,byte[],int,int)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,MEDIUM,src/net/wastl/webmail/plugins/WebMailHelp.java,80,120,26,7,"WebMailHelp.handleURL(String,HTTPSession,HTTPRequestHeader)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,MEDIUM,src/net/wastl/webmail/xml/XMLUserData.java,116,143,26,9,"XMLUserData.ensureElement(String,String,String)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,MEDIUM,src/net/wastl/webmail/xml/XMLResourceBundle.java,51,78,25,6,"XMLResourceBundle.$constructor(String,String)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,MEDIUM,src/net/wastl/webmail/plugins/ShowMIME.java,74,106,23,7,"ShowMIME.handleURL(String,HTTPSession,HTTPRequestHeader)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,MEDIUM,src/net/wastl/webmail/server/WebMailServer.java,289,311,23,7,WebMailServer.getBaseURI(HTTPRequestHeader),False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,MEDIUM,contrib/debug/gethttpheader.pl,3,35,20,9,gethttpheader.pl:$defaultUnit,False,"[{'startLine': 3, 'endLine': 13}, {'startLine': 18, 'endLine': 35}]"
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,MEDIUM,src/org/bulbul/webmail/xmlresource/ResourceBase.java,149,168,20,7,"ResourceBase.getResult(Element,String)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,MEDIUM,src/net/wastl/webmail/server/URLHandlerTree.java,72,95,19,6,URLHandlerTree.getHandler(String),False,
