,BetterCodeHub,Class,CoverityScan,SonarQube,endLines,startLines
0,"['WRITE_SHORT_UNITS', 'WRITE_CLEAN_CODE', 'AUTOMATE_TESTS']",About,[],"['squid:S106', 'code_smells:class_data_private', 'squid:S1948', 'squid:CommentedOutCodeLine', 'common-java:DuplicatedBlocks', 'squid:S00105', 'squid:S00108', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:ClassVariableVisibilityCheck', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:S1197', 'squid:ClassVariableVisibilityCheck', 'squid:ClassVariableVisibilityCheck', 'squid:S1166']","[189.0, 174.0, 1.0, 33.0, 58.0, nan, nan, 198.0, 142.0, 131.0, 119.0, 107.0, 198.0, 96.0, 38.0, 71.0, 87.0, 153.0, 210.0, 36.0, 34.0, 217.0, 198.0]","[70.0, 174.0, 1.0, 33.0, 58.0, nan, nan, 198.0, 142.0, 131.0, 119.0, 107.0, 198.0, 96.0, 38.0, 71.0, 87.0, 153.0, 210.0, 36.0, 34.0, 1.0, 198.0]"
1,[],AccessConstraintConfig,[],"['squid:S1149', 'squid:S1312', 'squid:S1226', 'squid:S1226', 'squid:S1166', 'squid:S00105', 'squid:S1125', 'squid:S1125', 'squid:S00122']","[55.0, 29.0, 81.0, 54.0, 78.0, nan, 70.0, 73.0, 54.0]","[55.0, 29.0, 81.0, 54.0, 78.0, nan, 70.0, 73.0, 54.0]"
2,[],AccessManager,[],"['squid:S1161', 'squid:S1186', 'squid:S1161', 'squid:S1161', 'squid:S1161', 'squid:EmptyStatementUsageCheck', 'squid:S1161', 'squid:S1186', 'squid:S1186', 'squid:S1186', 'squid:S1186', 'squid:S1186', 'squid:S1186', 'squid:S1186', 'squid:S1186', 'squid:S1186', 'squid:S1186', 'squid:S1186', 'squid:CommentedOutCodeLine', 'squid:S1186', 'squid:S1186', 'squid:S1186', 'squid:S1186', 'squid:S1186', 'squid:S1186', 'squid:S1186', 'squid:S1186', 'squid:S1186', 'squid:S1186', 'squid:S1161', 'squid:S1186', 'code_smells:long_parameter_list', 'squid:S1186', 'squid:S1186', 'squid:S1186', 'squid:S1186', 'squid:S1186', 'squid:S1161', 'squid:S1161', 'squid:S1161', 'squid:S1161', 'squid:S1161', 'squid:S1161', 'squid:S00105', 'squid:S1161', 'squid:S1161', 'squid:S1161', 'squid:S1161', 'squid:S1161', 'squid:S1161', 'squid:S1161', 'squid:S1161', 'squid:S1161', 'squid:S1161', 'squid:S1161', 'squid:S1161', 'squid:S1186', 'squid:S1161', 'squid:S1161', 'squid:S1161', 'squid:S1161', 'squid:S1161', 'squid:S1161']","[48.0, 27.0, 38.0, 42.0, 33.0, 68.0, 44.0, 68.0, 30.0, 65.0, 58.0, 57.0, 64.0, 52.0, 48.0, 44.0, 33.0, 32.0, 46.0, 31.0, 35.0, 66.0, 36.0, 38.0, 40.0, 41.0, 42.0, 49.0, 50.0, 49.0, 54.0, 1.0, 55.0, 61.0, 37.0, 51.0, 59.0, 36.0, 45.0, 37.0, 58.0, 50.0, 35.0, nan, 32.0, 51.0, 52.0, 31.0, 30.0, 41.0, 55.0, 54.0, 65.0, 59.0, 61.0, 62.0, 62.0, 57.0, 66.0, 64.0, 68.0, 69.0, 40.0]","[48.0, 27.0, 38.0, 42.0, 33.0, 68.0, 44.0, 68.0, 30.0, 65.0, 58.0, 57.0, 64.0, 52.0, 48.0, 44.0, 33.0, 32.0, 46.0, 31.0, 35.0, 66.0, 36.0, 38.0, 40.0, 41.0, 42.0, 49.0, 50.0, 49.0, 54.0, 1.0, 55.0, 61.0, 37.0, 51.0, 59.0, 36.0, 45.0, 37.0, 58.0, 50.0, 35.0, nan, 32.0, 51.0, 52.0, 31.0, 30.0, 41.0, 55.0, 54.0, 65.0, 59.0, 61.0, 62.0, 62.0, 57.0, 66.0, 64.0, 68.0, 69.0, 40.0]"
3,[],AddNumberReq,[],"['squid:S00105', 'squid:S1149', 'squid:S1125', 'squid:S1125', 'squid:S1160', 'squid:S1312']","[nan, 79.0, 36.0, 90.0, 87.0, 28.0]","[nan, 79.0, 36.0, 90.0, 87.0, 28.0]"
4,[],AddNumberRes,[],"['squid:S1312', 'squid:S1149', 'squid:S1160', 'squid:S1488', 'squid:S00105']","[32.0, 77.0, 85.0, 89.0, nan]","[32.0, 77.0, 85.0, 88.0, nan]"
5,['SEPARATE_CONCERNS_IN_MODULES'],AdvancedSettings,[],"['squid:S1149', 'squid:S00122', 'squid:S00105', 'squid:S1125', 'squid:S1226']","[232.0, 231.0, nan, 58.0, 231.0, 248.0]","[232.0, 231.0, nan, 58.0, 231.0, 1.0]"
6,[],AllJUnitTests,[],"['squid:CommentedOutCodeLine', 'squid:S00105']","[34.0, nan]","[34.0, nan]"
7,"['SEPARATE_CONCERNS_IN_MODULES', 'COUPLE_ARCHITECTURE_COMPONENTS_LOOSELY']",AppException,[],['squid:S00105'],"[38.0, nan, 38.0]","[1.0, nan, 1.0]"
8,['COUPLE_ARCHITECTURE_COMPONENTS_LOOSELY'],ApplicationConfiguration,['WMI: Inefficient Map Iterator'],"['squid:S2160', 'squid:S1066', 'squid:S1132', 'squid:S1132', 'squid:S00122', 'squid:S1149', 'squid:S00105', 'squid:S1125', 'squid:S1132', 'squid:S1226']","[40.0, 52.0, 52.0, 51.0, 88.0, 89.0, nan, 106.0, 51.0, 52.0, 88.0, 0.0]","[40.0, 52.0, 52.0, 51.0, 88.0, 89.0, nan, 1.0, 51.0, 52.0, 88.0, 0.0]"
9,['SEPARATE_CONCERNS_IN_MODULES'],Assertion,[],"['squid:S00105', 'squid:S1118', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:AssignmentInSubExpressionCheck']","[nan, 21.0, 39.0, 34.0, 45.0, 55.0, 25.0]","[nan, 21.0, 39.0, 34.0, 45.0, 1.0, 25.0]"
10,[],AuthStatus,[],"['squid:S1213', 'squid:S1068', 'squid:S00105', 'squid:S1213']","[39.0, 22.0, nan, 38.0]","[39.0, 22.0, nan, 38.0]"
11,"['WRITE_SIMPLE_UNITS', 'COUPLE_ARCHITECTURE_COMPONENTS_LOOSELY', 'WRITE_CLEAN_CODE']",Authenticator,"['Dm: Dubious method used', 'Dm: Dubious method used']","['squid:S1312', 'common-java:DuplicatedBlocks', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:S00122', 'squid:S1132', 'squid:S00122', 'squid:S1313', 'squid:UselessImportCheck', 'squid:S00105', 'squid:S1132', 'squid:S00105', 'squid:S1125', 'squid:S1157', 'squid:S1125', 'squid:S1132', 'squid:S00105', 'squid:S1125', 'squid:S00105', 'squid:S1132', 'squid:S1132', 'squid:MissingDeprecatedCheck', 'squid:S1132', 'squid:S1133', 'code_smells:long_method']","[81.0, 0.0, 25.0, nan, 66.0, 56.0, 57.0, 44.0, 60.0, 28.0, 76.0, 18.0, nan, 72.0, nan, 34.0, 65.0, 34.0, 30.0, nan, 48.0, nan, 65.0, 48.0, 29.0, 44.0, 29.0, 66.0, 1.0, 0.0]","[24.0, 0.0, 25.0, nan, 66.0, 56.0, 57.0, 44.0, 60.0, 28.0, 1.0, 18.0, nan, 72.0, nan, 34.0, 65.0, 34.0, 30.0, nan, 48.0, nan, 65.0, 48.0, 29.0, 44.0, 29.0, 66.0, 1.0, 0.0]"
12,[],BadRequestException,[],['squid:S00105'],[nan],[nan]
