,BetterCodeHub,Class,CoverityScan,SonarQube,endLines,startLines
0,[],AccelerationStructureFactory,[],"['squid:MethodCyclomaticComplexity', 'squid:S1118', 'squid:S1132', 'squid:S1132', 'squid:S1132', 'squid:S1132', 'squid:S1132']","[11.0, 10.0, 34.0, 12.0, 28.0, 32.0, 30.0]","[11.0, 10.0, 34.0, 12.0, 28.0, 32.0, 30.0]"
1,[],AmbientOcclusionShader,[],['squid:S1186'],[46.0],[46.0]
2,"['WRITE_CODE_ONCE', 'WRITE_CODE_ONCE']",AnisotropicWardShader,[],"['code_smells:long_method', 'common-java:DuplicatedBlocks', 'squid:S134']","[193.0, 1.0, nan, 111.0, 82.0]","[162.0, 1.0, nan, 80.0, 82.0]"
3,[],Background,[],"['squid:S1244', 'squid:S1186']","[38.0, 13.0]","[38.0, 13.0]"
4,"['WRITE_SIMPLE_UNITS', 'WRITE_SIMPLE_UNITS', 'WRITE_SHORT_UNITS']",BakingSurface,[],[],"[852.0, 978.0, 978.0]","[770.0, 854.0, 854.0]"
5,['WRITE_CODE_ONCE'],BanchoffSurface,[],"['squid:S00117', 'squid:S00117', 'squid:S00117', 'common-java:DuplicatedBlocks', 'squid:S00117', 'squid:S00117']","[68.0, 69.0, 65.0, 62.0, nan, 66.0, 67.0]","[68.0, 69.0, 65.0, 44.0, nan, 66.0, 67.0]"
6,['AUTOMATE_TESTS'],Benchmark,['Dereference null return value'],"['squid:S1192', 'squid:S1192', 'squid:S1192', 'squid:S106', 'squid:S106', 'squid:S106', 'squid:S106', 'squid:S106', 'squid:S1192', 'squid:S1192', 'squid:S1166', 'squid:S1226', 'squid:S1213', 'squid:S1132', 'squid:S1213', 'squid:S1132', 'squid:S00112', 'squid:ForLoopCounterChangedCheck', 'squid:S1213', 'squid:ForLoopCounterChangedCheck']","[0.0, 203.0, 180.0, 202.0, 250.0, 46.0, 45.0, 44.0, 43.0, 167.0, 166.0, 98.0, 289.0, 285.0, 67.0, 47.0, 71.0, 54.0, 252.0, 286.0, 75.0, 96.0]","[0.0, 203.0, 180.0, 202.0, 250.0, 46.0, 45.0, 44.0, 43.0, 167.0, 166.0, 98.0, 1.0, 285.0, 67.0, 47.0, 71.0, 54.0, 252.0, 286.0, 75.0, 96.0]"
7,[],BenchmarkFramework,[],"['squid:MethodCyclomaticComplexity', 'code_smells:long_method']","[18.0, 1.0]","[18.0, 1.0]"
8,"['SMALL_UNIT_INTERFACES', 'WRITE_SHORT_UNITS', 'WRITE_SIMPLE_UNITS', 'WRITE_CLEAN_CODE', 'AUTOMATE_TESTS']",BezierMesh,['Explicit null dereferenced'],"['squid:MethodCyclomaticComplexity', 'squid:MethodCyclomaticComplexity', 'code_smells:long_parameter_list', 'squid:MethodCyclomaticComplexity', 'code_smells:complex_class', 'common-java:DuplicatedBlocks', 'squid:S134', 'squid:S1168', 'squid:S1134', 'squid:S00117', 'squid:S00107', 'squid:S1172', 'squid:ForLoopCounterChangedCheck', 'squid:ForLoopCounterChangedCheck', 'squid:ForLoopCounterChangedCheck', 'squid:ForLoopCounterChangedCheck', 'squid:S1199', 'squid:S134', 'squid:S134', 'squid:S135', 'squid:S134', 'squid:S134']","[128.0, 478.0, 478.0, 206.0, 276.0, 1.0, 130.0, 1.0, nan, 155.0, 79.0, 497.0, 279.0, 89.0, 89.0, 94.0, 112.0, 147.0, 226.0, 280.0, 439.0, 400.0, 296.0, 230.0, 171.0, 497.0, 504.0, 0.0]","[89.0, 276.0, 276.0, 206.0, 276.0, 1.0, 130.0, 1.0, nan, 155.0, 79.0, 497.0, 279.0, 89.0, 89.0, 94.0, 112.0, 147.0, 226.0, 280.0, 439.0, 400.0, 296.0, 230.0, 171.0, 497.0, 1.0, 0.0]"
9,"['WRITE_SIMPLE_UNITS', 'WRITE_SHORT_UNITS', 'AUTOMATE_TESTS', 'SEPARATE_CONCERNS_IN_MODULES']",Bitmap,"['Resource leak on an exceptional path', 'Ignoring number of bytes read', 'Dereference null return value', 'Unchecked return value', 'Unchecked return value', 'Resource leak on an exceptional path', 'Resource leak on an exceptional path']","['squid:S106', 'squid:S106', 'code_smells:complex_class', 'squid:S1166', 'squid:S1226', 'squid:S106', 'squid:S1226', 'squid:S134', 'squid:S1148', 'squid:MethodCyclomaticComplexity', 'squid:S134', 'squid:S106', 'squid:S1151', 'squid:S134', 'squid:S1148', 'squid:S1166', 'squid:S134', 'squid:S1151', 'squid:S1148', 'squid:S1166', 'squid:ForLoopCounterChangedCheck', 'squid:S1166', 'squid:S1148', 'squid:S00117', 'squid:UselessParenthesesCheck', 'squid:S1213', 'squid:UselessParenthesesCheck', 'squid:S134', 'squid:ForLoopCounterChangedCheck']","[261.0, 261.0, 0.0, 0.0, 0.0, 0.0, 0.0, 97.0, 117.0, 1.0, 329.0, 281.0, 89.0, 275.0, 99.0, 383.0, 21.0, 55.0, 106.0, 189.0, 96.0, 386.0, 353.0, 350.0, 193.0, 219.0, 351.0, 352.0, 255.0, 382.0, 330.0, 152.0, 227.0, 285.0, 213.0, 386.0, 238.0, 143.0, 0.0, 0.0]","[21.0, 21.0, 0.0, 0.0, 0.0, 0.0, 0.0, 97.0, 117.0, 1.0, 329.0, 281.0, 89.0, 275.0, 99.0, 383.0, 21.0, 55.0, 106.0, 189.0, 96.0, 1.0, 353.0, 350.0, 193.0, 219.0, 351.0, 352.0, 255.0, 382.0, 330.0, 152.0, 227.0, 285.0, 213.0, 1.0, 238.0, 143.0, 0.0, 0.0]"
10,[],BlackmanHarrisFilter,[],"['squid:S00117', 'squid:S1226', 'squid:S00117', 'squid:S00117', 'squid:S00117']","[25.0, 24.0, 26.0, 27.0, 28.0]","[25.0, 24.0, 26.0, 27.0, 28.0]"
11,['SEPARATE_CONCERNS_IN_MODULES'],BoundingBox,[],"['code_smells:complex_class', 'squid:S1067', 'squid:S1067', 'squid:S1067']","[314.0, 1.0, 224.0, 211.0, 238.0]","[1.0, 1.0, 224.0, 211.0, 238.0]"
