,BetterCodeHub,Class,CoverityScan,SonarQube,endLines,startLines
0,['WRITE_SHORT_UNITS'],$block1,[],[],[396.0],[83.0]
1,[],ADNode,"['Dm: Dubious method used', 'Resource leak', 'Dm: Dubious method used', 'SBSC: String concatenation in loop using + operator', 'USELESS_STRING: Useless/non-informative string generated']","['squid:ClassVariableVisibilityCheck', 'squid:ClassVariableVisibilityCheck', 'squid:S00116', 'squid:S00116', 'squid:S00117', 'code_smells:long_parameter_list', 'squid:S106', 'squid:CommentedOutCodeLine', 'squid:S00105', 'squid:S134', 'squid:S134', 'squid:S00116', 'squid:S00117', 'squid:S00117', 'common-java:DuplicatedBlocks', 'squid:S1148', 'squid:S1181', 'code_smells:class_data_private', 'squid:S1186', 'squid:S106', 'squid:S1166', 'squid:S00122', 'squid:S00116', 'squid:ClassVariableVisibilityCheck', 'squid:S106', 'squid:ClassVariableVisibilityCheck', 'squid:ModifiersOrderCheck']","[77.0, 83.0, 80.0, 83.0, 164.0, 1.0, 252.0, 213.0, nan, 234.0, 231.0, 75.0, 117.0, 271.0, nan, 285.0, 284.0, 1.0, 86.0, 255.0, 284.0, 249.0, 77.0, 75.0, 259.0, 80.0, 72.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[77.0, 83.0, 80.0, 83.0, 164.0, 1.0, 252.0, 213.0, nan, 234.0, 231.0, 75.0, 117.0, 271.0, nan, 285.0, 284.0, 1.0, 86.0, 255.0, 284.0, 249.0, 77.0, 75.0, 259.0, 80.0, 72.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2,"['WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE']",ADTree,"['Explicit null dereferenced', 'DE: Dropped or ignored exception', 'DE: Dropped or ignored exception']","['squid:S00122', 'squid:S1149', 'squid:S1149', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00112', 'squid:S00105', 'squid:S00122', 'squid:S1226', 'squid:S00116', 'squid:S1132', 'squid:S00116', 'squid:S1213', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S1226', 'squid:S00116', 'squid:S00116', 'code_smells:long_parameter_list', 'squid:S00116', 'squid:S00116', 'squid:S1226', 'squid:S1132', 'squid:S1166', 'squid:S00122', 'squid:S00122', 'squid:S1213', 'squid:S1149', 'squid:S1149', 'squid:S1149', 'squid:S00122', 'squid:S1213', 'squid:S2386', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S1192', 'squid:MethodCyclomaticComplexity', 'squid:SwitchLastCaseIsDefaultCheck', 'squid:S2131', 'squid:S134', 'squid:S1213', 'squid:S1132', 'squid:S1132', 'squid:S1132', 'squid:S00112', 'squid:S00112', 'squid:S00122', 'squid:S00122', 'squid:S1213', 'squid:S00122', 'squid:S1166', 'squid:EmptyStatementUsageCheck', 'squid:S00116', 'squid:S1213', 'squid:S1213', 'squid:S00116', 'squid:S1213', 'squid:S00116', 'squid:S1213', 'squid:S00116', 'squid:S1213', 'squid:S1213', 'squid:S00116', 'squid:S00108', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S00108', 'squid:S1213', 'squid:S00116', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1166', 'common-java:DuplicatedBlocks', 'squid:S1213', 'squid:S2131', 'squid:S1182', 'squid:S00116', 'squid:S134', 'squid:S00108', 'code_smells:complex_class']","[0.0, 0.0, 297.0, 911.0, 854.0, 1386.0, 713.0, 1156.0, 949.0, 673.0, 410.0, 292.0, nan, 1160.0, 816.0, 201.0, 1251.0, 150.0, 150.0, 162.0, 174.0, 180.0, 186.0, 171.0, 177.0, 183.0, 821.0, 189.0, 192.0, 1.0, 198.0, 195.0, 1379.0, 1245.0, 1453.0, 1430.0, 1161.0, 1389.0, 195.0, 895.0, 1095.0, 1224.0, 1157.0, 189.0, 136.0, 134.0, 174.0, 168.0, 162.0, 144.0, 183.0, 1131.0, 950.0, 920.0, 915.0, 377.0, 413.0, 1159.0, 865.0, 130.0, 1242.0, 1248.0, 1254.0, 728.0, 1477.0, 385.0, 382.0, 201.0, 709.0, 950.0, 950.0, 156.0, 156.0, 180.0, 168.0, 171.0, 165.0, 165.0, 159.0, 159.0, 153.0, 153.0, 950.0, 1453.0, 147.0, 136.0, 132.0, 950.0, 128.0, 144.0, 186.0, 192.0, 177.0, 1453.0, 1430.0, nan, 198.0, 1156.0, 1416.0, 147.0, 1448.0, 1430.0, 1.0, 0.0]","[0.0, 0.0, 297.0, 911.0, 854.0, 1386.0, 713.0, 1156.0, 949.0, 673.0, 410.0, 292.0, nan, 1160.0, 816.0, 201.0, 1251.0, 150.0, 150.0, 162.0, 174.0, 180.0, 186.0, 171.0, 177.0, 183.0, 821.0, 189.0, 192.0, 1.0, 198.0, 195.0, 1379.0, 1245.0, 1453.0, 1430.0, 1161.0, 1389.0, 195.0, 895.0, 1095.0, 1224.0, 1157.0, 189.0, 136.0, 134.0, 174.0, 168.0, 162.0, 144.0, 183.0, 1131.0, 950.0, 920.0, 915.0, 377.0, 413.0, 1157.0, 865.0, 130.0, 1242.0, 1248.0, 1254.0, 728.0, 1477.0, 385.0, 382.0, 201.0, 709.0, 950.0, 950.0, 156.0, 156.0, 180.0, 168.0, 171.0, 165.0, 165.0, 159.0, 159.0, 153.0, 153.0, 950.0, 1453.0, 147.0, 136.0, 132.0, 950.0, 128.0, 144.0, 186.0, 192.0, 177.0, 1453.0, 1430.0, nan, 198.0, 1156.0, 1416.0, 147.0, 1448.0, 1430.0, 1.0, 0.0]"
3,[],AODE,[],"['squid:S1905', 'squid:S1166', 'squid:S00116', 'squid:S00116', 'squid:S1149', 'squid:S00116', 'squid:S1905', 'squid:S1905', 'squid:S00105', 'squid:S106', 'squid:S2131', 'squid:S134', 'squid:S2131', 'squid:MethodCyclomaticComplexity', 'squid:S00116', 'squid:S1905', 'squid:S00112', 'squid:S1149', 'squid:S1149', 'squid:S134', 'code_smells:long_method', 'squid:S00116', 'squid:S135', 'squid:S106', 'common-java:DuplicatedBlocks', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00117', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116']","[523.0, 757.0, 134.0, 131.0, 617.0, 115.0, 525.0, 522.0, nan, 657.0, 623.0, 453.0, 628.0, 375.0, 140.0, 527.0, 600.0, 541.0, 732.0, 447.0, 1.0, 125.0, 409.0, 650.0, nan, 118.0, 128.0, 137.0, 590.0, 173.0, 156.0, 164.0, 170.0, 176.0, 149.0, 159.0, 153.0, 167.0]","[523.0, 757.0, 134.0, 131.0, 617.0, 115.0, 525.0, 522.0, nan, 657.0, 623.0, 453.0, 628.0, 375.0, 140.0, 527.0, 600.0, 541.0, 732.0, 447.0, 1.0, 125.0, 409.0, 650.0, nan, 118.0, 128.0, 137.0, 590.0, 173.0, 156.0, 164.0, 170.0, 176.0, 149.0, 159.0, 153.0, 167.0]"
4,[],AODEsr,[],"['squid:S134', 'squid:S00117', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S135', 'squid:S00116', 'squid:S00116', 'code_smells:long_method', 'squid:S00116', 'squid:S00116', 'squid:S106', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S134', 'squid:S2131', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00122', 'squid:S00116', 'squid:S00116', 'squid:S1149', 'squid:S106', 'squid:S00116', 'squid:S00117', 'squid:S1166', 'squid:S00117', 'squid:S2131', 'squid:S2131', 'squid:MethodCyclomaticComplexity', 'squid:S134', 'squid:S00116', 'squid:S1066', 'squid:S1244', 'squid:S1244', 'squid:S135', 'squid:S00112', 'squid:S1149', 'squid:S00105', 'squid:S00117', 'squid:S2184', 'squid:S2184', 'squid:CommentedOutCodeLine', 'squid:S1149', 'common-java:DuplicatedBlocks', 'squid:S135', 'squid:S134', 'squid:S00116']","[495.0, 386.0, 177.0, 174.0, 171.0, 120.0, 453.0, 168.0, 165.0, 1.0, 160.0, 157.0, 743.0, 151.0, 142.0, 139.0, 505.0, 718.0, 127.0, 180.0, 130.0, 411.0, 133.0, 136.0, 852.0, 749.0, 154.0, 681.0, 878.0, 675.0, 712.0, 722.0, 378.0, 426.0, 111.0, 426.0, 426.0, 430.0, 494.0, 691.0, 617.0, nan, 688.0, 488.0, 484.0, 526.0, 706.0, nan, 414.0, 498.0, 117.0]","[495.0, 386.0, 177.0, 174.0, 171.0, 120.0, 453.0, 168.0, 165.0, 1.0, 160.0, 157.0, 743.0, 151.0, 142.0, 139.0, 505.0, 718.0, 127.0, 180.0, 130.0, 411.0, 133.0, 136.0, 852.0, 749.0, 154.0, 681.0, 878.0, 675.0, 712.0, 722.0, 378.0, 426.0, 111.0, 426.0, 426.0, 430.0, 494.0, 691.0, 617.0, nan, 688.0, 488.0, 484.0, 526.0, 706.0, nan, 414.0, 498.0, 117.0]"
5,[],ASEvaluation,[],"['squid:S00112', 'squid:S00112', 'squid:S1148', 'squid:S1166', 'squid:S00120', 'squid:S106', 'squid:S00112', 'squid:S00105', 'squid:S106']","[90.0, 108.0, 158.0, 154.0, 24.0, 151.0, 111.0, nan, 159.0]","[90.0, 108.0, 158.0, 154.0, 24.0, 151.0, 111.0, nan, 159.0]"
6,[],ASSearch,[],"['squid:S00112', 'squid:S00112', 'squid:S00117', 'squid:S00112', 'squid:S00120', 'squid:S00105']","[100.0, 103.0, 66.0, 83.0, 23.0, nan]","[100.0, 103.0, 66.0, 83.0, 23.0, nan]"
7,[],AbstractAssociator,[],"['squid:S00112', 'squid:S00112', 'squid:S00105', 'squid:S1166', 'squid:S106', 'squid:UselessImportCheck', 'squid:S00112', 'squid:S1148', 'squid:S106', 'squid:S00112']","[92.0, 76.0, nan, 141.0, 146.0, 27.0, 62.0, 144.0, 138.0, 95.0]","[92.0, 76.0, nan, 141.0, 146.0, 27.0, 62.0, 144.0, 138.0, 95.0]"
8,[],AbstractAssociatorTest,[],"['squid:S00116', 'squid:S1066', 'squid:S1066', 'squid:S1066', 'squid:S00116', 'squid:ModifiersOrderCheck', 'squid:S1066', 'squid:S00116', 'squid:S00116', 'squid:ModifiersOrderCheck', 'squid:S1166', 'squid:S00116', 'squid:S106', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S1135', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00105', 'squid:S1148', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'code_smells:long_method', 'squid:S00116', 'squid:S1132', 'squid:S1067', 'common-java:DuplicatedBlocks', 'code_smells:long_parameter_list', 'squid:S1066', 'squid:S1066', 'squid:S1066', 'squid:S1066', 'code_smells:complex_class', 'squid:S1192', 'squid:MethodCyclomaticComplexity', 'squid:S1067', 'squid:S106', 'squid:S1192', 'squid:MethodCyclomaticComplexity']","[83.0, 851.0, 871.0, 884.0, 95.0, 71.0, 562.0, 89.0, 101.0, 68.0, 810.0, 80.0, 401.0, 74.0, 55.0, 49.0, 728.0, 52.0, 58.0, 65.0, nan, 741.0, 98.0, 92.0, 77.0, 86.0, 1.0, 62.0, 827.0, 803.0, nan, 1.0, 618.0, 841.0, 861.0, 894.0, 1.0, 333.0, 769.0, 263.0, 826.0, 332.0, 292.0]","[83.0, 851.0, 871.0, 884.0, 95.0, 71.0, 562.0, 89.0, 101.0, 68.0, 810.0, 80.0, 401.0, 74.0, 55.0, 49.0, 728.0, 52.0, 58.0, 65.0, nan, 741.0, 98.0, 92.0, 77.0, 86.0, 1.0, 62.0, 827.0, 794.0, nan, 1.0, 618.0, 841.0, 861.0, 894.0, 1.0, 333.0, 769.0, 259.0, 826.0, 332.0, 292.0]"
9,[],AbstractAttributeSelectionTest,[],"['squid:S00116', 'squid:S1166', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00120', 'squid:S00116', 'squid:S00116', 'code_smells:complex_class', 'code_smells:long_parameter_list', 'squid:S00116', 'squid:S00116', 'squid:S1067', 'squid:S00116', 'squid:S1067', 'squid:S1066', 'squid:S1066', 'squid:S1066', 'squid:S1066', 'squid:S1066', 'squid:S1066', 'squid:S1066', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S1148', 'squid:MethodCyclomaticComplexity', 'squid:MethodCyclomaticComplexity', 'squid:S00116', 'common-java:DuplicatedBlocks', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S1066', 'squid:S00116', 'squid:S106', 'squid:S106', 'squid:S00105', 'squid:ModifiersOrderCheck', 'squid:ModifiersOrderCheck', 'squid:S1132', 'squid:S1192', 'squid:S1192']","[55.0, 778.0, 104.0, 92.0, 107.0, 52.0, 110.0, 21.0, 95.0, 98.0, 1.0, 1.0, 49.0, 101.0, 278.0, 80.0, 771.0, 606.0, 809.0, 819.0, 829.0, 839.0, 852.0, 862.0, 89.0, 61.0, 65.0, 717.0, 743.0, 304.0, 68.0, nan, 86.0, 83.0, 58.0, 550.0, 77.0, 401.0, 794.0, nan, 74.0, 71.0, 795.0, 338.0, 339.0]","[55.0, 778.0, 104.0, 92.0, 107.0, 52.0, 110.0, 21.0, 95.0, 98.0, 1.0, 1.0, 49.0, 101.0, 274.0, 80.0, 762.0, 606.0, 809.0, 819.0, 829.0, 839.0, 852.0, 862.0, 89.0, 61.0, 65.0, 717.0, 743.0, 304.0, 68.0, nan, 86.0, 83.0, 58.0, 550.0, 77.0, 401.0, 794.0, nan, 74.0, 71.0, 795.0, 338.0, 339.0]"
10,[],AbstractClassifierTest,[],"['squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S1148', 'squid:S00116', 'squid:S1192', 'code_smells:long_parameter_list', 'squid:S00105', 'squid:S00116', 'squid:ModifiersOrderCheck', 'squid:ModifiersOrderCheck', 'squid:S1067', 'squid:S1066', 'squid:S1066', 'squid:S00116', 'squid:S135', 'squid:S00116', 'squid:S00116', 'squid:MethodCyclomaticComplexity', 'squid:S1067', 'squid:S106', 'squid:S106', 'squid:S106', 'squid:S106', 'code_smells:complex_class', 'common-java:DuplicatedBlocks', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:MethodCyclomaticComplexity', 'squid:S00116', 'squid:S1166', 'squid:S1149', 'squid:S00116', 'squid:S00116', 'squid:S1132', 'squid:S1192', 'squid:S00116', 'squid:S00116']","[111.0, 129.0, 135.0, 141.0, 147.0, 153.0, 865.0, 92.0, 377.0, 1.0, nan, 144.0, 114.0, 117.0, 316.0, 629.0, 685.0, 150.0, 77.0, 104.0, 123.0, 342.0, 950.0, 452.0, 973.0, 876.0, 837.0, 1.0, nan, 98.0, 101.0, 95.0, 922.0, 108.0, 957.0, 897.0, 138.0, 132.0, 974.0, 376.0, 120.0, 126.0]","[111.0, 129.0, 135.0, 141.0, 147.0, 153.0, 865.0, 92.0, 377.0, 1.0, nan, 144.0, 114.0, 117.0, 312.0, 629.0, 685.0, 150.0, 77.0, 104.0, 123.0, 342.0, 941.0, 452.0, 973.0, 876.0, 837.0, 1.0, nan, 98.0, 101.0, 95.0, 922.0, 108.0, 957.0, 897.0, 138.0, 132.0, 974.0, 376.0, 120.0, 126.0]"
11,[],AbstractClusterDefinitionTest,[],"['squid:S1166', 'squid:S00105', 'squid:S00116', 'squid:S00116']","[101.0, nan, 41.0, 38.0]","[101.0, nan, 41.0, 38.0]"
12,[],AbstractClusterer,[],"['squid:S00112', 'squid:S00112', 'squid:S00112', 'squid:S106', 'squid:S00112', 'squid:S1148', 'squid:S1166', 'squid:CommentedOutCodeLine', 'squid:S00112', 'squid:S00105', 'squid:S00112', 'squid:S106']","[76.0, 80.0, 142.0, 212.0, 160.0, 210.0, 206.0, 182.0, 158.0, nan, 129.0, 204.0]","[76.0, 80.0, 142.0, 212.0, 160.0, 210.0, 206.0, 182.0, 158.0, nan, 129.0, 204.0]"
13,[],AbstractClustererTest,[],"['squid:S00116', 'code_smells:long_parameter_list', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S2131', 'squid:S00116', 'squid:S1166', 'common-java:DuplicatedBlocks', 'squid:S00116', 'squid:S106', 'squid:S00105', 'squid:S00116', 'squid:S00116', 'squid:MethodCyclomaticComplexity', 'squid:S00116', 'code_smells:complex_class', 'squid:S1148', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S1132', 'squid:MethodCyclomaticComplexity', 'squid:S2131', 'squid:S1067', 'squid:S106', 'squid:S1066', 'squid:S106', 'squid:S1066', 'squid:S1066', 'squid:S1066', 'squid:S1066', 'squid:S1066', 'squid:S1067', 'squid:S1166', 'squid:S1066']","[73.0, 1.0, 64.0, 88.0, 82.0, 79.0, 498.0, 70.0, 497.0, nan, 67.0, 459.0, nan, 55.0, 46.0, 225.0, 49.0, 1.0, 482.0, 85.0, 76.0, 52.0, 58.0, 61.0, 554.0, 511.0, 495.0, 531.0, 553.0, 588.0, 314.0, 621.0, 568.0, 578.0, 364.0, 611.0, 209.0, 538.0, 598.0]","[73.0, 1.0, 64.0, 88.0, 82.0, 79.0, 498.0, 70.0, 497.0, nan, 67.0, 459.0, nan, 55.0, 46.0, 225.0, 49.0, 1.0, 482.0, 85.0, 76.0, 52.0, 58.0, 61.0, 554.0, 511.0, 495.0, 524.0, 553.0, 588.0, 314.0, 621.0, 568.0, 578.0, 364.0, 611.0, 205.0, 538.0, 598.0]"
14,[],AbstractConverterTest,[],"['squid:S00116', 'squid:S1135', 'squid:S1066', 'squid:S1066', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S1066', 'squid:S1066', 'squid:S1066', 'squid:S1066', 'squid:S1066', 'squid:S1066', 'squid:S00116', 'squid:S00116', 'squid:S1135', 'squid:S1066', 'squid:S1135', 'squid:ModifiersOrderCheck', 'squid:S1135', 'squid:S1066', 'squid:S00105']","[62.0, 259.0, 231.0, 250.0, 44.0, 65.0, 50.0, 59.0, 56.0, 269.0, 289.0, 245.0, 264.0, 284.0, 303.0, 53.0, 47.0, 298.0, 308.0, 279.0, 41.0, 240.0, 226.0, nan]","[62.0, 259.0, 231.0, 250.0, 44.0, 65.0, 50.0, 59.0, 56.0, 269.0, 289.0, 245.0, 264.0, 284.0, 303.0, 53.0, 47.0, 298.0, 308.0, 279.0, 41.0, 240.0, 226.0, nan]"
15,[],AbstractDataGeneratorTest,[],"['squid:S1166', 'common-java:DuplicatedBlocks', 'squid:S1166', 'squid:S00116', 'squid:S00105', 'squid:S00116', 'squid:S00116', 'squid:S00116']","[135.0, nan, 147.0, 52.0, nan, 49.0, 46.0, 43.0]","[135.0, nan, 147.0, 52.0, nan, 49.0, 46.0, 43.0]"
