,BetterCodeHub,Class,CoverityScan,SonarQube,endLines,startLines
0,"['AUTOMATE_TESTS', 'WRITE_SIMPLE_UNITS', 'WRITE_SHORT_UNITS', 'SMALL_UNIT_INTERFACES']",CompactionBenchmark,[],"['squid:S106', 'squid:S106', 'squid:S00122', 'squid:S00122', 'squid:S1244', 'squid:S106', 'squid:S106', 'squid:S106', 'squid:S106', 'squid:S00117', 'code_smells:long_method', 'code_smells:long_parameter_list', 'squid:S106', 'squid:S00117']","[35.0, 53.0, 32.0, 70.0, 60.0, 83.0, 101.0, 82.0, 81.0, 84.0, 60.0, 1.0, 1.0, 74.0, 31.0, 85.0, 85.0, 100.0]","[35.0, 53.0, 32.0, 70.0, 60.0, 83.0, 1.0, 82.0, 81.0, 84.0, 60.0, 1.0, 1.0, 74.0, 31.0, 30.0, 30.0, 88.0]"
1,['SMALL_UNIT_INTERFACES'],Entry,[],[],[735.0],[731.0]
2,"['WRITE_SHORT_UNITS', 'SMALL_UNIT_INTERFACES', 'WRITE_SHORT_UNITS', 'WRITE_SHORT_UNITS', 'WRITE_SIMPLE_UNITS', 'SMALL_UNIT_INTERFACES', 'WRITE_SHORT_UNITS', 'WRITE_SHORT_UNITS', 'WRITE_CODE_ONCE', 'WRITE_CODE_ONCE', 'WRITE_CODE_ONCE', 'WRITE_CODE_ONCE', 'WRITE_CODE_ONCE', 'WRITE_CODE_ONCE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'AUTOMATE_TESTS', 'WRITE_SHORT_UNITS', 'WRITE_SIMPLE_UNITS', 'WRITE_SHORT_UNITS', 'SMALL_UNIT_INTERFACES', 'WRITE_SHORT_UNITS']",Generate,"['Explicit null dereferenced', 'Dm: Dubious method used', 'Resource leak on an exceptional path', 'Dereference null return value', 'Risky cryptographic hashing function', 'RV: Bad use of return value', 'Dm: Dubious method used']","['squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S1132', 'squid:S00122', 'squid:S00122', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00122', 'squid:S00117', 'squid:S00117', 'squid:S1166', 'squid:S00117', 'squid:S1166', 'squid:S00117', 'squid:S00117', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00117', 'squid:S1166', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S106', 'squid:S1192', 'squid:S1192', 'squid:S134', 'squid:S134', 'squid:S106', 'squid:S106', 'squid:S106', 'squid:S106', 'squid:S00117', 'squid:S106', 'squid:S106', 'squid:UselessImportCheck', 'squid:S1192', 'squid:S1192', 'squid:S1192', 'squid:S1192', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'common-java:DuplicatedBlocks', 'squid:S00117', 'code_smells:long_parameter_list', 'squid:S1192', 'squid:S1192', 'squid:S00117', 'squid:S1192', 'squid:S00117', 'squid:MethodCyclomaticComplexity', 'code_smells:complex_class']","[405.0, 129.0, 129.0, 0.0, 328.0, 328.0, 170.0, 170.0, 209.0, 211.0, 211.0, 191.0, 188.0, 189.0, 214.0, 190.0, 217.0, 132.0, 225.0, 283.0, 282.0, 276.0, 275.0, 274.0, 273.0, 268.0, 409.0, 298.0, 426.0, 266.0, 246.0, 243.0, 242.0, 226.0, 221.0, 312.0, 180.0, 181.0, 437.0, 150.0, 124.0, 142.0, 117.0, 107.0, 401.0, 107.0, 50.0, 449.0, 448.0, 447.0, 191.0, 285.0, 51.0, 356.0, 114.0, 115.0, 284.0, 179.0, 172.0, 172.0, 158.0, 157.0, 156.0, 155.0, 142.0, 141.0, 140.0, 139.0, 132.0, 117.0, 116.0, 182.0, 285.0, 351.0, 294.0, 103.0, 437.0, 255.0, 123.0, 401.0, 298.0, 312.0, 376.0, 460.0, 373.0, 46.0, 52.0, 288.0, 54.0, 357.0, 23.0, 62.0, 124.0, 68.0, 68.0, 452.0, 451.0, 451.0, 412.0, nan, 352.0, 1.0, 74.0, 38.0, 345.0, 38.0, 330.0, 211.0, 1.0, 104.0, 0.0, 442.0, 442.0, 0.0, 0.0, 0.0, 0.0, 0.0, 379.0, 379.0]","[382.0, 106.0, 106.0, 0.0, 211.0, 211.0, 131.0, 131.0, 172.0, 211.0, 211.0, 191.0, 188.0, 189.0, 214.0, 190.0, 217.0, 132.0, 225.0, 283.0, 282.0, 276.0, 275.0, 274.0, 273.0, 268.0, 409.0, 298.0, 426.0, 266.0, 246.0, 243.0, 242.0, 226.0, 221.0, 312.0, 180.0, 181.0, 437.0, 145.0, 118.0, 134.0, 109.0, 107.0, 401.0, 107.0, 50.0, 449.0, 448.0, 447.0, 175.0, 269.0, 51.0, 356.0, 114.0, 115.0, 284.0, 179.0, 172.0, 172.0, 158.0, 157.0, 156.0, 155.0, 142.0, 141.0, 140.0, 139.0, 132.0, 117.0, 116.0, 182.0, 285.0, 351.0, 294.0, 103.0, 437.0, 255.0, 123.0, 401.0, 298.0, 312.0, 376.0, 1.0, 373.0, 46.0, 52.0, 288.0, 54.0, 357.0, 23.0, 62.0, 124.0, 68.0, 68.0, 452.0, 451.0, 451.0, 412.0, nan, 352.0, 1.0, 74.0, 38.0, 345.0, 38.0, 330.0, 211.0, 1.0, 44.0, 0.0, 412.0, 412.0, 0.0, 0.0, 0.0, 0.0, 0.0, 330.0, 330.0]"
3,['AUTOMATE_TESTS'],HashFunctions,[],"['squid:S00117', 'squid:S00122', 'squid:S1118', 'squid:CommentedOutCodeLine']","[83.0, 87.0, 84.0, 19.0, 30.0]","[83.0, 1.0, 84.0, 19.0, 30.0]"
4,"['WRITE_SIMPLE_UNITS', 'WRITE_SHORT_UNITS']",IteratorImpl,[],[],"[579.0, 579.0]","[558.0, 558.0]"
5,[],Main$4,"['Useless call', 'Useless call']",[],"[0.0, 0.0]","[0.0, 0.0]"
6,[],Main$5,"['Useless call', 'Useless call']",[],"[0.0, 0.0]","[0.0, 0.0]"
7,"['WRITE_SHORT_UNITS', 'WRITE_SIMPLE_UNITS', 'WRITE_SHORT_UNITS', 'WRITE_SHORT_UNITS', 'WRITE_SHORT_UNITS', 'WRITE_SHORT_UNITS', 'WRITE_SHORT_UNITS', 'WRITE_SHORT_UNITS', 'WRITE_SIMPLE_UNITS', 'WRITE_SHORT_UNITS', 'WRITE_SHORT_UNITS', 'WRITE_CODE_ONCE', 'WRITE_CLEAN_CODE', 'WRITE_CODE_ONCE', 'AUTOMATE_TESTS', 'WRITE_SHORT_UNITS']",Main,['DLS: Dead local store'],"['squid:S00117', 'common-java:DuplicatedBlocks', 'squid:S1481', 'squid:S1481', 'squid:S1481', 'squid:S1481', 'squid:S1481', 'squid:S1188', 'squid:S1188', 'squid:S1188', 'squid:S1188', 'squid:CommentedOutCodeLine', 'squid:S1192', 'squid:S1481', 'code_smells:long_method', 'squid:S1186', 'squid:S1181', 'squid:S1186', 'squid:S1166', 'squid:S1186']","[399.0, 399.0, 150.0, 263.0, 300.0, 121.0, 227.0, 0.0, 199.0, 199.0, 68.0, 356.0, 366.0, nan, 338.0, 243.0, 251.0, 280.0, 288.0, 202.0, 238.0, 275.0, 373.0, 412.0, 61.0, 164.0, 241.0, 1.0, 81.0, 74.0, 413.0, 82.0, 74.0, 278.0, 304.0, 453.0, 452.0]","[360.0, 360.0, 123.0, 229.0, 266.0, 70.0, 201.0, 0.0, 153.0, 153.0, 43.0, 324.0, 366.0, nan, 338.0, 243.0, 251.0, 280.0, 288.0, 202.0, 238.0, 275.0, 373.0, 412.0, 61.0, 164.0, 230.0, 1.0, 81.0, 74.0, 410.0, 82.0, 74.0, 267.0, 304.0, 1.0, 402.0]"
8,['SMALL_UNIT_INTERFACES'],MemoryComparator,[],[],[113.0],[107.0]
9,[],MemoryUsage$MemoryComparator,['ICAST: Casting from integer values'],[],[0.0],[0.0]
