,BetterCodeHub,Class,CoverityScan,SonarQube,endLines,startLines
0,['WRITE_SHORT_UNITS'],$block1,[],[],[718.0],[93.0]
1,"['WRITE_SIMPLE_UNITS', 'SEPARATE_CONCERNS_IN_MODULES']",AVT,[],"['squid:S00116', 'squid:S1166', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:ModifiersOrderCheck', 'squid:MethodCyclomaticComplexity', 'squid:S1151', 'squid:S1213', 'squid:S1151', 'squid:S1151', 'squid:S1151', 'squid:S1151', 'squid:S1199', 'squid:S1199', 'squid:S1199', 'squid:S1199', 'squid:S1199', 'squid:S134', 'squid:CommentedOutCodeLine', 'squid:S134', 'squid:S1213', 'squid:EmptyStatementUsageCheck', 'squid:EmptyStatementUsageCheck', 'squid:CommentedOutCodeLine', 'squid:S1132', 'squid:S1132', 'code_smells:complex_class', 'squid:S1149', 'squid:S1199', 'squid:ModifiersOrderCheck', 'squid:CommentedOutCodeLine', 'squid:S1199', 'code_smells:long_parameter_list', 'squid:S00116', 'squid:S00105', 'squid:S1149', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S1213', 'squid:S1199', 'squid:S134']","[438.0, 61.0, 345.0, 412.0, 403.0, 335.0, 47.0, 162.0, 266.0, 162.0, 222.0, 301.0, 290.0, 351.0, 352.0, 318.0, 302.0, 267.0, 215.0, 201.0, 242.0, 398.0, 101.0, 614.0, 428.0, 467.0, 295.0, 230.0, 355.0, 1.0, 566.0, 223.0, 55.0, 369.0, 291.0, 1.0, 127.0, nan, 67.0, 101.0, 75.0, 67.0, 127.0, 384.0, 209.0]","[162.0, 61.0, 345.0, 412.0, 403.0, 335.0, 47.0, 162.0, 266.0, 162.0, 222.0, 301.0, 290.0, 351.0, 352.0, 318.0, 302.0, 267.0, 215.0, 201.0, 242.0, 398.0, 101.0, 1.0, 428.0, 467.0, 295.0, 230.0, 355.0, 1.0, 566.0, 223.0, 55.0, 369.0, 291.0, 1.0, 127.0, nan, 67.0, 101.0, 75.0, 67.0, 127.0, 384.0, 209.0]"
2,[],AVTPart,[],['squid:S1149'],[91.0],[91.0]
3,[],AVTPartSimple,[],"['squid:S00116', 'squid:S00105', 'squid:S1149']","[38.0, nan, 69.0]","[38.0, nan, 69.0]"
4,['WRITE_CLEAN_CODE'],AVTPartXPath,[],"['squid:S1213', 'squid:S1149', 'squid:S00105', 'code_smells:long_parameter_list', 'squid:S00116', 'squid:S1135', 'squid:S1213']","[75.0, 54.0, nan, 96.0, 1.0, 42.0, 96.0, 98.0]","[75.0, 54.0, nan, 96.0, 1.0, 42.0, 96.0, 98.0]"
5,[],AbsPathChecker,[],"['squid:S00116', 'squid:S00105']","[37.0, nan]","[37.0, nan]"
6,[],AbsoluteIterator,[],"['squid:S1166', 'squid:S00116', 'squid:CommentedOutCodeLine', 'squid:S00105']","[80.0, 47.0, 51.0, nan]","[80.0, 47.0, 51.0, nan]"
7,[],AbsoluteLocationPath,[],"['squid:S00105', 'common-java:DuplicatedBlocks', 'squid:S00116', 'squid:AssignmentInSubExpressionCheck']","[nan, nan, 44.0, 80.0]","[nan, nan, 44.0, 80.0]"
8,[],AbsolutePathPattern,[],"['squid:S00116', 'code_smells:long_method', 'squid:S00105']","[47.0, 1.0, nan]","[47.0, 1.0, nan]"
9,[],AbstractTranslet,[],"['squid:S1213', 'squid:S106', 'squid:S106', 'squid:S00122', 'squid:S00122', 'squid:S106', 'squid:S00105', 'squid:S1132', 'code_smells:long_method', 'squid:S00122', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:S1319', 'squid:S1132', 'squid:S1319', 'squid:S00122', 'squid:S00122', 'squid:S1149', 'squid:S106', 'squid:S1213', 'squid:S106', 'squid:S106', 'squid:S1213', 'squid:S1213', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S1213', 'squid:S00122', 'squid:S1213', 'squid:S106', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S00122', 'squid:S00122', 'squid:S106', 'squid:S106', 'squid:S106', 'squid:S1213', 'squid:S1213', 'code_smells:class_data_private', 'squid:ClassVariableVisibilityCheck', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:ClassVariableVisibilityCheck', 'squid:ClassVariableVisibilityCheck', 'squid:ClassVariableVisibilityCheck', 'squid:S00116', 'squid:S00116', 'squid:ClassVariableVisibilityCheck', 'squid:ClassVariableVisibilityCheck', 'squid:S1226', 'squid:ClassVariableVisibilityCheck', 'squid:S1226', 'squid:S1226', 'code_smells:complex_class', 'squid:MethodCyclomaticComplexity', 'squid:ClassVariableVisibilityCheck', 'squid:ClassVariableVisibilityCheck', 'squid:ClassVariableVisibilityCheck', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S1135', 'squid:S1226', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:ClassVariableVisibilityCheck', 'squid:S00116', 'squid:S00116', 'squid:AssignmentInSubExpressionCheck', 'squid:AssignmentInSubExpressionCheck', 'squid:AssignmentInSubExpressionCheck', 'squid:AssignmentInSubExpressionCheck', 'squid:ModifiersOrderCheck', 'squid:ModifiersOrderCheck', 'squid:ClassVariableVisibilityCheck', 'squid:S00116', 'squid:S1166']","[418.0, 117.0, 118.0, 223.0, 158.0, 249.0, nan, 671.0, 1.0, 457.0, 619.0, 99.0, 261.0, 654.0, 702.0, 698.0, 707.0, 70.0, 116.0, 519.0, 115.0, 113.0, 417.0, 416.0, 269.0, 289.0, 292.0, 415.0, 425.0, 261.0, 114.0, 235.0, 743.0, 138.0, 138.0, 442.0, 272.0, 110.0, 111.0, 112.0, 695.0, 139.0, 1.0, 64.0, 261.0, 415.0, 416.0, 417.0, 418.0, 519.0, 70.0, 69.0, 68.0, 695.0, 743.0, 67.0, 66.0, 219.0, 65.0, 272.0, 289.0, 1.0, 652.0, 63.0, 62.0, 71.0, 94.0, 235.0, 67.0, 96.0, 171.0, 61.0, 62.0, 63.0, 64.0, 65.0, 66.0, 91.0, 68.0, 61.0, 69.0, 70.0, 446.0, 461.0, 475.0, 485.0, 103.0, 100.0, 261.0, 71.0, 583.0]","[418.0, 117.0, 118.0, 223.0, 158.0, 249.0, nan, 671.0, 1.0, 457.0, 619.0, 99.0, 261.0, 654.0, 702.0, 698.0, 707.0, 70.0, 116.0, 519.0, 115.0, 113.0, 417.0, 416.0, 269.0, 289.0, 292.0, 415.0, 425.0, 261.0, 114.0, 235.0, 743.0, 138.0, 138.0, 442.0, 272.0, 110.0, 111.0, 112.0, 695.0, 139.0, 1.0, 64.0, 261.0, 415.0, 416.0, 417.0, 418.0, 519.0, 70.0, 69.0, 68.0, 695.0, 743.0, 67.0, 66.0, 219.0, 65.0, 272.0, 289.0, 1.0, 652.0, 63.0, 62.0, 71.0, 94.0, 235.0, 67.0, 96.0, 171.0, 61.0, 62.0, 63.0, 64.0, 65.0, 66.0, 91.0, 68.0, 61.0, 69.0, 70.0, 446.0, 461.0, 475.0, 485.0, 103.0, 100.0, 261.0, 71.0, 583.0]"
