,BetterCodeHub,Class,CoverityScan,SonarQube,endLines,startLines
0,"['WRITE_SHORT_UNITS', 'AUTOMATE_TESTS', 'WRITE_CODE_ONCE', 'WRITE_CODE_ONCE']",ASMTokenMarker,[],"['squid:MethodCyclomaticComplexity', 'code_smells:complex_class', 'common-java:DuplicatedBlocks', 'squid:SwitchLastCaseIsDefaultCheck', 'squid:S1226', 'squid:S1226', 'squid:S1226', 'squid:LabelsShouldNotBeUsedCheck', 'squid:S1151', 'squid:S1226', 'squid:S1172', 'squid:S1151', 'squid:S1151', 'squid:S1226', 'squid:S1226']","[924.0, 40.0, 944.0, 1.0, nan, 66.0, 57.0, 68.0, 74.0, 93.0, 48.0, 56.0, 110.0, 120.0, 926.0, 81.0, 89.0, 85.0, 62.0]","[120.0, 40.0, 1.0, 1.0, nan, 37.0, 57.0, 68.0, 74.0, 93.0, 48.0, 56.0, 110.0, 60.0, 926.0, 81.0, 89.0, 85.0, 62.0]"
1,"['WRITE_SHORT_UNITS', 'AUTOMATE_TESTS', 'WRITE_SIMPLE_UNITS', 'WRITE_SHORT_UNITS']",ASPJavascriptTokenMarker,"['LI: Unsynchronized Lazy Initialization', 'Logically dead code']","['squid:S1066', 'squid:CommentedOutCodeLine', 'squid:SwitchLastCaseIsDefaultCheck', 'squid:S00105', 'squid:S1199', 'squid:S134', 'squid:S134', 'squid:S134', 'squid:MethodCyclomaticComplexity', 'squid:S1213', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:S1066', 'squid:S1066', 'squid:S1301', 'squid:S1213', 'squid:S135', 'squid:S134', 'squid:S1151', 'squid:S134', 'squid:S1151', 'code_smells:complex_class', 'squid:S1151', 'squid:S134', 'squid:S1151', 'squid:S1151', 'squid:S1151', 'common-java:DuplicatedBlocks', 'squid:S1213', 'squid:S1199', 'squid:S1185', 'squid:LabelsShouldNotBeUsedCheck', 'squid:S1151']","[0.0, 755.0, 117.0, 480.0, 154.0, nan, 238.0, 152.0, 116.0, 100.0, 87.0, 762.0, 178.0, 183.0, 101.0, 109.0, 154.0, 761.0, 91.0, 108.0, 151.0, 197.0, 196.0, 1.0, 763.0, 142.0, 143.0, 217.0, 207.0, 98.0, nan, 758.0, 218.0, 59.0, 91.0, 237.0, 0.0, 283.0, 283.0]","[0.0, 285.0, 117.0, 480.0, 154.0, nan, 238.0, 152.0, 116.0, 100.0, 87.0, 762.0, 178.0, 183.0, 101.0, 109.0, 154.0, 761.0, 91.0, 108.0, 151.0, 197.0, 196.0, 1.0, 1.0, 142.0, 143.0, 217.0, 207.0, 98.0, nan, 758.0, 218.0, 59.0, 91.0, 237.0, 0.0, 87.0, 87.0]"
2,[],ASPMode,[],"['squid:S1118', 'squid:S00105']","[28.0, nan]","[28.0, nan]"
3,"['WRITE_SHORT_UNITS', 'AUTOMATE_TESTS', 'WRITE_SHORT_UNITS', 'WRITE_SIMPLE_UNITS']",ASPPerlscriptTokenMarker,[],"['squid:S1066', 'squid:S1151', 'squid:S1151', 'squid:SwitchLastCaseIsDefaultCheck', 'code_smells:complex_class', 'squid:S134', 'squid:S1067', 'squid:S1151', 'squid:S134', 'squid:S1151', 'squid:S1151', 'squid:S134', 'squid:S134', 'squid:S134', 'squid:S134', 'squid:CommentedOutCodeLine', 'squid:S134', 'squid:S134', 'squid:S134', 'squid:S134', 'squid:S134', 'squid:S1185', 'squid:S1151', 'squid:S134', 'squid:S134', 'squid:S1151', 'squid:S1151', 'squid:S134', 'squid:S1481', 'squid:S134', 'squid:S134', 'squid:S1151', 'squid:CommentedOutCodeLine', 'squid:S134', 'squid:S1151', 'squid:S134', 'squid:S134', 'squid:S134', 'squid:S134', 'squid:S134', 'squid:S134', 'squid:S1213', 'squid:S1481', 'squid:S1151', 'squid:MethodCyclomaticComplexity', 'squid:S134', 'squid:S134', 'squid:S134', 'squid:S1151', 'squid:S1151', 'squid:LabelsShouldNotBeUsedCheck', 'squid:S1151', 'squid:S00105', 'squid:S00117', 'squid:S1151', 'squid:S1213', 'squid:S1151', 'squid:S1213', 'squid:S135', 'squid:S1066', 'squid:S1213', 'squid:S1066', 'squid:CommentedOutCodeLine', 'squid:S1151', 'squid:S1213', 'squid:S1213', 'squid:S1213']","[862.0, 153.0, 486.0, 458.0, 308.0, 1.0, 330.0, 358.0, 244.0, 308.0, 287.0, 327.0, 161.0, 219.0, 221.0, 143.0, 461.0, 363.0, 389.0, 256.0, 289.0, 302.0, 61.0, 197.0, 245.0, 176.0, 352.0, 384.0, 304.0, 97.0, 294.0, 258.0, 218.0, 279.0, 247.0, 230.0, 328.0, 231.0, 199.0, 187.0, 174.0, 152.0, 624.0, 98.0, 255.0, 89.0, 201.0, 345.0, 451.0, 185.0, 447.0, 120.0, 472.0, nan, 66.0, 141.0, 544.0, 300.0, 541.0, 120.0, 162.0, 537.0, 144.0, 475.0, 173.0, 540.0, 542.0, 538.0, 912.0, 534.0, 534.0]","[626.0, 153.0, 486.0, 458.0, 308.0, 1.0, 330.0, 356.0, 244.0, 308.0, 287.0, 327.0, 161.0, 219.0, 221.0, 143.0, 461.0, 363.0, 389.0, 256.0, 289.0, 302.0, 61.0, 197.0, 245.0, 176.0, 352.0, 384.0, 304.0, 97.0, 294.0, 258.0, 218.0, 279.0, 247.0, 230.0, 328.0, 231.0, 199.0, 187.0, 174.0, 152.0, 624.0, 98.0, 255.0, 89.0, 201.0, 345.0, 451.0, 185.0, 447.0, 120.0, 472.0, nan, 66.0, 141.0, 544.0, 300.0, 541.0, 120.0, 162.0, 537.0, 144.0, 475.0, 173.0, 540.0, 542.0, 538.0, 1.0, 89.0, 89.0]"
4,[],ASPStateInfo,['HE: Equal objects must have equal hashcodes'],[],[0.0],[0.0]
5,"['AUTOMATE_TESTS', 'WRITE_CLEAN_CODE', 'WRITE_SIMPLE_UNITS', 'WRITE_SHORT_UNITS']",ASPTokenMarker,[],"['squid:CommentedOutCodeLine', 'squid:S1151', 'squid:S1199', 'squid:S1151', 'squid:S1151', 'squid:S1065', 'squid:S1151', 'squid:CommentedOutCodeLine', 'squid:S1199', 'squid:CommentedOutCodeLine', 'squid:S00105', 'squid:S1192', 'squid:S1192', 'squid:S1301', 'code_smells:complex_class', 'squid:S1213', 'squid:S1151', 'squid:S00122', 'squid:S1151', 'squid:S1206', 'squid:LabelsShouldNotBeUsedCheck', 'squid:S1185', 'squid:S00122', 'squid:S1213', 'squid:S1067', 'squid:S1213', 'squid:UselessImportCheck', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:HiddenFieldCheck', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S00108', 'squid:S00108', 'squid:S134', 'squid:S134', 'squid:S134', 'squid:S1186', 'squid:S1068', 'squid:RightCurlyBraceStartLineCheck', 'squid:S1166', 'squid:S1166', 'squid:S1149', 'squid:S1067', 'squid:S135', 'squid:S134', 'squid:S134', 'squid:S134', 'squid:S134', 'squid:S1066', 'squid:S1213', 'squid:SwitchLastCaseIsDefaultCheck', 'squid:S134', 'squid:S1213', 'squid:S1151', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1151', 'squid:S1066', 'squid:S1066', 'squid:MethodCyclomaticComplexity', 'squid:S1066', 'squid:S1151', 'squid:S1151', 'squid:S1066', 'squid:S1151', 'squid:S1213']","[342.0, 394.0, 334.0, 408.0, 421.0, 178.0, 474.0, 304.0, 295.0, 553.0, nan, 84.0, 93.0, 227.0, 1.0, 83.0, 294.0, 456.0, 225.0, 52.0, 178.0, 118.0, 482.0, 602.0, 196.0, 606.0, 22.0, 453.0, 466.0, 469.0, 479.0, 131.0, 86.0, 625.0, 600.0, 604.0, 607.0, 622.0, 615.0, 102.0, 466.0, 348.0, 232.0, 114.0, 593.0, 200.0, 621.0, 614.0, 604.0, 215.0, 178.0, 367.0, 479.0, 453.0, 435.0, 199.0, 593.0, 227.0, 314.0, 84.0, 279.0, 596.0, 598.0, 601.0, 448.0, 479.0, 466.0, 174.0, 453.0, 461.0, 229.0, 218.0, 333.0, 595.0, 502.0, 502.0]","[342.0, 394.0, 334.0, 408.0, 421.0, 178.0, 474.0, 304.0, 295.0, 553.0, nan, 84.0, 93.0, 227.0, 1.0, 83.0, 294.0, 456.0, 225.0, 52.0, 178.0, 118.0, 482.0, 602.0, 190.0, 606.0, 22.0, 453.0, 466.0, 469.0, 479.0, 131.0, 86.0, 1.0, 600.0, 604.0, 607.0, 622.0, 615.0, 102.0, 466.0, 348.0, 232.0, 114.0, 593.0, 200.0, 621.0, 614.0, 604.0, 206.0, 178.0, 367.0, 479.0, 453.0, 435.0, 199.0, 593.0, 227.0, 314.0, 84.0, 279.0, 596.0, 598.0, 601.0, 448.0, 479.0, 466.0, 174.0, 453.0, 461.0, 229.0, 218.0, 333.0, 595.0, 174.0, 174.0]"
6,"['WRITE_SHORT_UNITS', 'AUTOMATE_TESTS']",ASPVBScriptTokenMarker,['LI: Unsynchronized Lazy Initialization'],"['squid:S134', 'squid:S134', 'squid:S1213', 'squid:S1213', 'squid:S00105', 'squid:S1213', 'squid:CommentedOutCodeLine', 'squid:S134', 'squid:S134', 'squid:S1151', 'squid:S1066', 'common-java:DuplicatedBlocks', 'code_smells:complex_class', 'squid:S1151', 'squid:S1185', 'squid:LabelsShouldNotBeUsedCheck', 'squid:MethodCyclomaticComplexity', 'squid:S1151', 'squid:S1066', 'squid:S1066', 'squid:S135']","[0.0, 557.0, 101.0, 93.0, 560.0, 218.0, nan, 217.0, 262.0, 152.0, 109.0, 151.0, 102.0, nan, 1.0, 161.0, 49.0, 84.0, 80.0, 91.0, 110.0, 94.0, 562.0, 84.0]","[0.0, 221.0, 101.0, 93.0, 560.0, 218.0, nan, 217.0, 262.0, 152.0, 109.0, 151.0, 102.0, nan, 1.0, 161.0, 49.0, 84.0, 80.0, 91.0, 110.0, 94.0, 1.0, 84.0]"
7,[],AboutPlugins,[],"['squid:S1213', 'squid:S00105', 'squid:S00117', 'squid:S1948', 'squid:S1192', 'squid:S00117', 'squid:CommentedOutCodeLine']","[55.0, nan, 63.0, 41.0, 46.0, 76.0, 140.0]","[55.0, nan, 63.0, 41.0, 46.0, 76.0, 140.0]"
8,[],AboutWindow,"['DMI: Dubious method invocation', 'RV: Bad use of return value']",['squid:S00117'],"[0.0, 0.0, 69.0]","[0.0, 0.0, 69.0]"
9,[],AbstractDisposer,"['FI: Incorrect use of finalizers', 'FI: Incorrect use of finalizers']","['squid:S1301', 'squid:SwitchLastCaseIsDefaultCheck', 'squid:S1174', 'squid:S1161', 'code_smells:complex_class', 'squid:ObjectFinalizeOverridenCheck', 'squid:S2165']","[0.0, 0.0, 56.0, 56.0, 65.0, 54.0, 1.0, 65.0, 68.0]","[0.0, 0.0, 56.0, 56.0, 65.0, 54.0, 1.0, 65.0, 68.0]"
10,[],AbstractLogWindow,[],"['squid:S1213', 'squid:S1948', 'squid:UselessImportCheck', 'squid:S1948', 'squid:S1213', 'squid:UselessImportCheck', 'squid:S1213', 'squid:UselessImportCheck', 'squid:UselessImportCheck', 'squid:UselessImportCheck', 'squid:S00105', 'squid:S1161', 'squid:S1197', 'squid:S106', 'squid:S1186', 'squid:S00112']","[68.0, 69.0, 29.0, 68.0, 69.0, 26.0, 114.0, 32.0, 33.0, 28.0, nan, 128.0, 102.0, 49.0, 95.0, 51.0]","[68.0, 69.0, 29.0, 68.0, 69.0, 26.0, 114.0, 32.0, 33.0, 28.0, nan, 128.0, 102.0, 49.0, 95.0, 51.0]"
11,['SEPARATE_CONCERNS_IN_MODULES'],AbstractOptionPane,[],"['squid:CommentedOutCodeLine', 'squid:S1186', 'squid:AssignmentInSubExpressionCheck', 'squid:S1213', 'squid:S1161', 'squid:S1186']","[105.0, 46.0, 106.0, 103.0, 124.0, 134.0, 139.0]","[105.0, 46.0, 106.0, 103.0, 124.0, 134.0, 1.0]"
12,[],AbstractProject,[],"['squid:S00105', 'squid:UselessImportCheck']","[nan, 24.0]","[nan, 24.0]"
13,[],AbstractProjectManager,[],"['squid:S1166', 'squid:S00105', 'squid:S134', 'squid:S1149']","[94.0, nan, 87.0, 39.0]","[94.0, nan, 87.0, 39.0]"
14,[],Attribute,[],"['squid:S1149', 'squid:S1220', 'squid:S1700']","[30.0, nan, 26.0]","[30.0, nan, 26.0]"
15,[],AutoExpander,[],"['squid:S1149', 'squid:S1220', 'squid:UselessImportCheck']","[50.0, nan, 25.0]","[50.0, nan, 25.0]"
16,[],AutoSave,[],"['squid:S00105', 'squid:S1161']","[nan, 62.0]","[nan, 62.0]"
