,BetterCodeHub,Class,CoverityScan,SonarQube,endLines,startLines
0,[],AWTConsole,['Dm: Dubious method used'],"['squid:S1186', 'squid:ModifiersOrderCheck', 'squid:AssignmentInSubExpressionCheck', 'squid:AssignmentInSubExpressionCheck', 'code_smells:long_method', 'squid:AssignmentInSubExpressionCheck', 'squid:AssignmentInSubExpressionCheck', 'squid:AssignmentInSubExpressionCheck', 'squid:AssignmentInSubExpressionCheck', 'squid:EmptyStatementUsageCheck', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:S1147']","[104.0, 21.0, 47.0, 62.0, 1.0, 77.0, 55.0, 69.0, 89.0, 34.0, 129.0, 141.0, 166.0, 0.0]","[104.0, 21.0, 47.0, 62.0, 1.0, 77.0, 55.0, 69.0, 89.0, 34.0, 129.0, 141.0, 166.0, 0.0]"
1,[],AWTUtilities,[],['squid:S1118'],[8.0],[8.0]
2,[],About,[],"['code_smells:long_method', 'squid:S1192']","[1.0, 18.0]","[1.0, 18.0]"
3,[],AboutNakedObjects,['Resource leak'],"['code_smells:complex_class', 'squid:S1488', 'squid:S1488', 'common-java:DuplicatedBlocks', 'squid:S1068', 'squid:CommentedOutCodeLine', 'squid:S1166', 'squid:CommentedOutCodeLine', 'squid:S106', 'squid:S106', 'code_smells:long_method']","[0.0, 1.0, 53.0, 90.0, nan, 22.0, 92.0, 32.0, 39.0, 100.0, 101.0, 1.0]","[0.0, 1.0, 53.0, 90.0, nan, 22.0, 92.0, 32.0, 39.0, 100.0, 101.0, 1.0]"
4,[],AboutView,[],"['squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:S1170', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'code_smells:complex_class', 'squid:S1170', 'squid:S1170', 'squid:CommentedOutCodeLine']","[128.0, 106.0, 150.0, 134.0, 22.0, 122.0, 111.0, 1.0, 21.0, 23.0, 116.0]","[128.0, 106.0, 150.0, 134.0, 22.0, 122.0, 111.0, 1.0, 21.0, 23.0, 116.0]"
5,['WRITE_SIMPLE_UNITS'],AbstractAutoMapper,[],"['squid:MethodCyclomaticComplexity', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:ForLoopCounterChangedCheck', 'squid:ForLoopCounterChangedCheck', 'squid:ForLoopCounterChangedCheck', 'squid:S1132', 'squid:S1135', 'squid:CommentedOutCodeLine', 'squid:S1135', 'squid:S1132', 'code_smells:complex_class', 'squid:S134', 'squid:S1197', 'squid:S1149', 'squid:S1149', 'squid:S1172']","[59.0, 53.0, 131.0, 113.0, 116.0, 110.0, 93.0, 106.0, 82.0, 161.0, 96.0, 1.0, 99.0, 27.0, 170.0, 205.0, 61.0, 126.0]","[59.0, 53.0, 131.0, 113.0, 116.0, 110.0, 93.0, 106.0, 82.0, 161.0, 96.0, 1.0, 99.0, 27.0, 170.0, 205.0, 61.0, 59.0]"
6,['SEPARATE_CONCERNS_IN_MODULES'],AbstractBorder,[],['code_smells:complex_class'],"[283.0, 1.0]","[1.0, 1.0]"
7,[],AbstractClaim,[],"['squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:S1213', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:S1213', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'common-java:DuplicatedBlocks', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:CommentedOutCodeLine', 'squid:S1213', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:S1213', 'squid:S1213', 'squid:CommentedOutCodeLine', 'code_smells:complex_class', 'squid:CommentedOutCodeLine', 'squid:S1213', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:CommentedOutCodeLine']","[230.0, 193.0, 320.0, 139.0, 100.0, 142.0, 90.0, 69.0, nan, 317.0, 157.0, 196.0, 303.0, 53.0, 25.0, 50.0, 88.0, 72.0, 34.0, 364.0, 1.0, 94.0, 103.0, 154.0, 216.0, 244.0, 273.0, 341.0, 339.0, 276.0, 132.0, 133.0, 271.0]","[230.0, 193.0, 320.0, 139.0, 100.0, 142.0, 90.0, 69.0, nan, 317.0, 157.0, 196.0, 303.0, 53.0, 25.0, 50.0, 88.0, 72.0, 34.0, 364.0, 1.0, 94.0, 103.0, 154.0, 216.0, 244.0, 273.0, 341.0, 339.0, 276.0, 132.0, 133.0, 271.0]"
8,"['SMALL_UNIT_INTERFACES', 'SMALL_UNIT_INTERFACES']",AbstractClaimFixture,[],"['squid:CommentedOutCodeLine', 'code_smells:long_method', 'squid:S1213', 'common-java:DuplicatedBlocks', 'squid:S00107', 'code_smells:long_parameter_list', 'squid:S00107', 'squid:CommentedOutCodeLine', 'squid:S1213', 'squid:CommentedOutCodeLine']","[169.0, 212.0, 83.0, 1.0, 49.0, nan, 151.0, 1.0, 135.0, 64.0, 67.0, 46.0]","[151.0, 197.0, 83.0, 1.0, 49.0, nan, 151.0, 1.0, 135.0, 64.0, 67.0, 46.0]"
9,['WRITE_SHORT_UNITS'],AbstractCollectionContent,[],"['squid:S1135', 'squid:S1168', 'squid:ModifiersOrderCheck', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'code_smells:complex_class']","[90.0, 263.0, 32.0, 91.0, 93.0, 1.0, 201.0]","[90.0, 263.0, 32.0, 91.0, 93.0, 1.0, 117.0]"
