,BetterCodeHub,Class,CoverityScan,SonarQube,endLines,startLines
0,[],AboutURLConnection,[],['squid:S1186'],[40.0],[40.0]
1,[],ActiveXObject,['Dereference null return value'],"['squid:S1172', 'squid:S1166', 'squid:S1186', 'code_smells:complex_class', 'squid:ForLoopCounterChangedCheck', 'squid:S1226', 'code_smells:long_method', 'squid:S1226', 'squid:MethodCyclomaticComplexity', 'squid:S1226']","[0.0, 70.0, 113.0, 57.0, 1.0, 246.0, 142.0, 1.0, 155.0, 69.0, 170.0]","[0.0, 70.0, 113.0, 57.0, 1.0, 246.0, 142.0, 1.0, 155.0, 69.0, 170.0]"
2,[],ActiveXObjectImpl,"['Missing call to superclass', 'Missing call to superclass']","['squid:S00112', 'squid:S00112', 'squid:S00116', 'squid:S00112', 'code_smells:long_method', 'squid:S1166', 'squid:S1188']","[0.0, 177.0, 71.0, 39.0, 61.0, 1.0, 88.0, 89.0, 0.0]","[0.0, 177.0, 71.0, 39.0, 61.0, 1.0, 88.0, 89.0, 0.0]"
3,[],ActiveXObjectTest,[],"['squid:S1192', 'squid:S00112', 'squid:S1192', 'squid:S1192', 'squid:S00112', 'squid:S1192', 'squid:S00112', 'squid:S1192', 'code_smells:long_method', 'squid:S1192', 'squid:S1166', 'code_smells:complex_class', 'squid:S1192', 'squid:S00112', 'common-java:DuplicatedBlocks', 'squid:S1192']","[94.0, 111.0, 74.0, 69.0, 215.0, 93.0, 176.0, 73.0, 1.0, 70.0, 156.0, 1.0, 96.0, 162.0, nan, 75.0]","[94.0, 111.0, 74.0, 69.0, 215.0, 93.0, 176.0, 73.0, 1.0, 70.0, 156.0, 1.0, 96.0, 162.0, nan, 75.0]"
4,[],AjaxController,[],['squid:S1172'],[40.0],[40.0]
5,[],AlphanumericTest,[],"['common-java:DuplicatedBlocks', 'squid:S1192', 'code_smells:complex_class', 'squid:S1192', 'squid:S1153', 'squid:S00120', 'squid:S00115', 'squid:S00112', 'code_smells:long_method', 'squid:S00115']","[nan, 45.0, 1.0, 59.0, 203.0, 15.0, 35.0, 208.0, 1.0, 36.0]","[nan, 45.0, 1.0, 59.0, 203.0, 15.0, 35.0, 208.0, 1.0, 36.0]"
6,[],AppletClassLoader,"['Resource leak', 'Dereference null return value', 'Resource leak on an exceptional path', 'Resource leak on an exceptional path', 'Resource leak']","['squid:S00116', 'squid:S00112', 'squid:S00116', 'squid:S1166', 'squid:S1135', 'code_smells:long_method']","[0.0, 0.0, 47.0, 81.0, 48.0, 127.0, 93.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 47.0, 81.0, 48.0, 127.0, 93.0, 1.0, 0.0, 0.0, 0.0]"
7,[],AppletContextImpl,[],"['squid:S00112', 'squid:S1192', 'squid:S00116', 'squid:S00112', 'squid:S00112', 'squid:S00112', 'squid:S00112', 'squid:S00112', 'squid:S00112']","[107.0, 65.0, 41.0, 100.0, 86.0, 72.0, 65.0, 79.0, 93.0]","[107.0, 65.0, 41.0, 100.0, 86.0, 72.0, 65.0, 79.0, 93.0]"
8,[],AppletStubImpl,[],"['squid:S00112', 'squid:S00116', 'squid:S00112', 'squid:S00112', 'squid:S00112', 'squid:S1192']","[60.0, 32.0, 67.0, 81.0, 74.0, 60.0]","[60.0, 32.0, 67.0, 81.0, 74.0, 60.0]"
9,[],AsteriskTest,[],"['common-java:DuplicatedBlocks', 'squid:S00120', 'squid:S00112']","[nan, 15.0, 155.0]","[nan, 15.0, 155.0]"
10,[],Attachment,['Dereference null return value'],"['code_smells:long_method', 'squid:S00116']","[0.0, 1.0, 32.0]","[0.0, 1.0, 32.0]"
11,[],AttachmentTest,[],"['squid:S1192', 'squid:S1192', 'code_smells:long_method']","[67.0, 71.0, 1.0]","[67.0, 71.0, 1.0]"
12,[],Attr,[],"['squid:S1186', 'squid:RedundantThrowsDeclarationCheck']","[40.0, 157.0]","[40.0, 157.0]"
