,BetterCodeHub,Class,CoverityScan,SonarQube,endLines,startLines
0,[],Amazon,[],"['squid:UselessImportCheck', 'squid:S2276', 'squid:UselessImportCheck', 'squid:UselessImportCheck', 'squid:UselessImportCheck', 'squid:UselessImportCheck', 'squid:UselessImportCheck', 'squid:UselessImportCheck', 'squid:UselessImportCheck', 'squid:UselessImportCheck', 'squid:S00108', 'squid:S1141', 'squid:UselessImportCheck', 'squid:S1312', 'squid:S1166', 'squid:UselessImportCheck', 'squid:UselessImportCheck', 'squid:S134', 'squid:S00108', 'squid:UselessImportCheck', 'squid:S1172', 'squid:UselessImportCheck', 'squid:UselessImportCheck', 'squid:UselessImportCheck', 'squid:S1213', 'squid:S1118', 'squid:S00105', 'squid:S1166', 'squid:CommentedOutCodeLine', 'squid:ModifiersOrderCheck', 'code_smells:long_method']","[85.0, 191.0, 79.0, 87.0, 73.0, 67.0, 77.0, 75.0, 65.0, 97.0, 315.0, 265.0, 51.0, 105.0, 193.0, 95.0, 83.0, 235.0, 193.0, 91.0, 179.0, 49.0, 71.0, 53.0, 365.0, 101.0, nan, 315.0, 225.0, 121.0, 1.0]","[85.0, 191.0, 79.0, 87.0, 73.0, 67.0, 77.0, 75.0, 65.0, 97.0, 315.0, 265.0, 51.0, 105.0, 193.0, 95.0, 83.0, 235.0, 193.0, 91.0, 179.0, 49.0, 71.0, 53.0, 365.0, 101.0, nan, 315.0, 225.0, 121.0, 1.0]"
1,[],AppConfiguration,[],['squid:S00105'],[nan],[nan]
2,['SEPARATE_CONCERNS_IN_MODULES'],AppConfigurationPanel,[],"['squid:S1312', 'squid:S1213', 'squid:S00105', 'squid:S1068']","[59.0, 127.0, 65.0, nan, 59.0]","[59.0, 127.0, 1.0, nan, 59.0]"
3,['SEPARATE_CONCERNS_IN_MODULES'],AppContext,[],"['squid:S1068', 'squid:S1213', 'squid:S00105', 'squid:S1213', 'squid:S1312', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1948']","[51.0, 112.0, 205.0, nan, 115.0, 51.0, 221.0, 209.0, 217.0, 111.0, 213.0, 205.0]","[51.0, 1.0, 205.0, nan, 115.0, 51.0, 221.0, 209.0, 217.0, 111.0, 213.0, 205.0]"
4,['WRITE_CLEAN_CODE'],AppDescriptor,[],"['squid:S1213', 'squid:S1213', 'squid:MethodCyclomaticComplexity', 'squid:S1213', 'squid:S00108', 'squid:S1213', 'squid:S00105', 'squid:S1166', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1068', 'squid:S1213', 'code_smells:complex_class', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S134', 'squid:S1157', 'squid:S1213', 'squid:S134', 'squid:S1213', 'squid:S1905', 'squid:S1905', 'squid:S1905', 'squid:S1905', 'squid:S1068', 'squid:S134', 'squid:S1905', 'squid:S1905', 'squid:S1905', 'squid:S1905', 'squid:S1905', 'squid:S1905', 'squid:S1905', 'squid:S1905', 'squid:S1905', 'squid:S1312']","[294.0, 286.0, 63.0, 282.0, 115.0, 278.0, nan, 115.0, 296.0, 298.0, 304.0, 302.0, 292.0, 39.0, 288.0, 1.0, 284.0, 280.0, 276.0, 112.0, 71.0, 300.0, 77.0, 290.0, 100.0, 80.0, 94.0, 98.0, 276.0, 105.0, 102.0, 84.0, 82.0, 96.0, 78.0, 115.0, 90.0, 92.0, 88.0, 86.0, 39.0]","[294.0, 286.0, 63.0, 282.0, 115.0, 278.0, nan, 115.0, 296.0, 298.0, 304.0, 302.0, 292.0, 39.0, 288.0, 1.0, 284.0, 280.0, 276.0, 112.0, 71.0, 300.0, 77.0, 290.0, 100.0, 80.0, 94.0, 98.0, 276.0, 105.0, 102.0, 84.0, 82.0, 96.0, 78.0, 115.0, 90.0, 92.0, 88.0, 86.0, 39.0]"
5,[],AppException,[],"['squid:S1213', 'squid:S1165']","[36.0, 36.0]","[36.0, 36.0]"
6,"['WRITE_CLEAN_CODE', 'SEPARATE_CONCERNS_IN_MODULES', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE']",AppFactory,['Dereference null return value'],"['squid:S1132', 'squid:S00108', 'squid:S1186', 'squid:CommentedOutCodeLine', 'squid:S134', 'squid:S1181', 'squid:S1166', 'squid:S1157', 'squid:S1066', 'squid:S1166', 'squid:S1181', 'squid:S1186', 'squid:S1181', 'squid:S1141', 'squid:S1068', 'squid:S1213', 'squid:S134', 'squid:S00105', 'squid:S1312', 'squid:S00108', 'squid:CommentedOutCodeLine']","[0.0, 109.0, 100.0, 66.0, 87.0, 133.0, 163.0, 127.0, 109.0, 1.0, 139.0, 100.0, 100.0, 62.0, 1.0, 93.0, 123.0, 54.0, 232.0, 123.0, nan, 54.0, 127.0, 127.0, 100.0, 89.0]","[0.0, 109.0, 100.0, 66.0, 87.0, 133.0, 163.0, 127.0, 109.0, 1.0, 139.0, 100.0, 100.0, 62.0, 1.0, 93.0, 123.0, 54.0, 232.0, 123.0, nan, 54.0, 127.0, 127.0, 100.0, 89.0]"
7,"['WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE']",AppHost,['Dereference null return value'],"['squid:S1197', 'squid:S1197', 'squid:S106', 'squid:S1149', 'squid:S106', 'squid:S1147', 'squid:S1197', 'squid:S106', 'squid:CommentedOutCodeLine', 'squid:S106', 'squid:S00108', 'squid:S1197', 'squid:S106', 'squid:S1192', 'squid:S1197', 'squid:S106', 'squid:S1141', 'squid:S106', 'squid:S106', 'squid:S1166', 'squid:S106', 'squid:S106', 'squid:S106', 'squid:MethodCyclomaticComplexity', 'squid:S106', 'squid:S1312', 'squid:S1197', 'squid:S00105', 'squid:S1481', 'squid:S1313', 'squid:S1213', 'squid:S1213', 'squid:S1313', 'squid:S1197', 'squid:ForLoopCounterChangedCheck', 'squid:S134', 'squid:S1197', 'squid:S134', 'squid:S134', 'squid:S135', 'squid:UnusedPrivateMethod', 'squid:S1132', 'squid:S1149', 'squid:S1149', 'squid:S1149', 'squid:S1213', 'squid:S1213', 'squid:S1197', 'squid:S1213', 'squid:S1213', 'squid:UnusedPrivateMethod', 'squid:S106', 'squid:S1148', 'squid:S1197', 'squid:S1197', 'squid:S1213', 'squid:S134', 'squid:S134', 'squid:S2131', 'squid:S1197', 'squid:S1481', 'squid:S1166', 'squid:S1481', 'squid:S1213', 'squid:CommentedOutCodeLine', 'squid:S1192', 'squid:S1197']","[371.0, 205.0, 449.0, 557.0, 541.0, 461.0, 687.0, 453.0, 255.0, 457.0, 769.0, 745.0, 447.0, 391.0, 323.0, 451.0, 299.0, 445.0, 443.0, 783.0, 769.0, 455.0, 459.0, 537.0, 129.0, 871.0, 117.0, 869.0, nan, 251.0, 243.0, 887.0, 879.0, 213.0, 803.0, 653.0, 157.0, 899.0, 213.0, 823.0, 749.0, 441.0, 213.0, 557.0, 611.0, 847.0, 903.0, 895.0, 805.0, 891.0, 899.0, 575.0, 531.0, 627.0, 369.0, 579.0, 883.0, 145.0, 68.0, 775.0, 345.0, 139.0, 743.0, 247.0, 769.0, 249.0, 907.0, 135.0, 779.0, 693.0, 0.0]","[371.0, 205.0, 449.0, 557.0, 541.0, 461.0, 687.0, 453.0, 255.0, 457.0, 769.0, 745.0, 447.0, 391.0, 323.0, 451.0, 299.0, 445.0, 443.0, 783.0, 769.0, 455.0, 459.0, 537.0, 129.0, 871.0, 117.0, 869.0, nan, 251.0, 243.0, 887.0, 879.0, 213.0, 803.0, 653.0, 157.0, 899.0, 213.0, 823.0, 749.0, 441.0, 213.0, 557.0, 611.0, 847.0, 903.0, 895.0, 805.0, 891.0, 899.0, 575.0, 531.0, 627.0, 369.0, 579.0, 883.0, 127.0, 68.0, 775.0, 345.0, 139.0, 743.0, 247.0, 769.0, 249.0, 907.0, 135.0, 779.0, 693.0, 0.0]"
8,"['WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE']",AppManager,"['Bad choice of lock object', 'Dereference null return value']","['squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:S134', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:S1312', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:S1481', 'squid:CommentedOutCodeLine', 'squid:S135', 'squid:S1132', 'squid:S1132', 'squid:S00105', 'squid:S00112', 'squid:S1149', 'squid:S134', 'squid:S134', 'squid:S134', 'squid:S134', 'squid:S1149', 'squid:CommentedOutCodeLine', 'squid:S00112', 'squid:S1192', 'squid:S1135', 'squid:S1135', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1141', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'common-java:DuplicatedBlocks', 'squid:S1155', 'squid:S1068', 'squid:S1213', 'squid:S1068', 'squid:S1068', 'squid:S1141', 'squid:S1066', 'squid:S1135', 'squid:S1141', 'squid:S00108', 'squid:S1166']","[0.0, 399.0, 349.0, 430.0, 375.0, 250.0, 61.0, 50.0, 76.0, 164.0, 95.0, 201.0, 115.0, 91.0, 219.0, nan, 393.0, 247.0, 91.0, 117.0, 257.0, 299.0, 282.0, 320.0, 52.0, 91.0, 202.0, 209.0, 416.0, 418.0, 420.0, 422.0, 424.0, 253.0, 426.0, 432.0, 434.0, 436.0, nan, 306.0, 420.0, 428.0, 418.0, 416.0, 174.0, 304.0, 125.0, 139.0, 371.0, 133.0, 133.0, 62.0, 76.0, 399.0, 430.0, 139.0, 209.0, 133.0, 0.0]","[0.0, 399.0, 349.0, 430.0, 375.0, 250.0, 61.0, 50.0, 76.0, 164.0, 95.0, 201.0, 115.0, 91.0, 219.0, nan, 393.0, 247.0, 91.0, 117.0, 257.0, 299.0, 282.0, 320.0, 52.0, 91.0, 202.0, 209.0, 416.0, 418.0, 420.0, 422.0, 424.0, 253.0, 426.0, 432.0, 434.0, 436.0, nan, 306.0, 420.0, 428.0, 418.0, 416.0, 161.0, 304.0, 125.0, 139.0, 371.0, 133.0, 133.0, 61.0, 76.0, 399.0, 430.0, 139.0, 209.0, 133.0, 0.0]"
9,[],AppNode,[],"['squid:S00105', 'squid:S1213', 'squid:S1312', 'squid:S1213', 'squid:S1068', 'squid:S1213']","[nan, 111.0, 51.0, 115.0, 51.0, 107.0]","[nan, 111.0, 51.0, 115.0, 51.0, 107.0]"
