,BetterCodeHub,Class,CoverityScan,SonarQube,endLines,startLines
0,"['COUPLE_ARCHITECTURE_COMPONENTS_LOOSELY', 'SEPARATE_CONCERNS_IN_MODULES']",$assert,[],"['squid:S00100', 'squid:S1135', 'squid:S00122', 'squid:S1213', 'squid:S00112', 'squid:S00112', 'squid:S00122', 'squid:S1066', 'squid:S1066', 'squid:S00101', 'squid:S00100']","[41.0, 21.0, 37.0, 57.0, 37.0, 45.0, 45.0, 60.0, 37.0, 45.0, 16.0, 33.0, 60.0]","[41.0, 21.0, 37.0, 57.0, 37.0, 45.0, 45.0, 1.0, 37.0, 45.0, 16.0, 33.0, 1.0]"
1,['WRITE_SHORT_UNITS'],$block1,[],[],[601.0],[454.0]
2,[],ANTMain,[],"['squid:S106', 'squid:S106', 'squid:S106']","[29.0, 28.0, 25.0]","[29.0, 28.0, 25.0]"
3,['WRITE_CODE_ONCE'],AbstractException,[],"['squid:S1161', 'squid:S1161', 'squid:S00117', 'squid:S1161', 'squid:S00116', 'squid:S1161', 'squid:S00116', 'squid:S1165', 'squid:S1161', 'squid:S1161', 'squid:S1135', 'squid:S106', 'squid:S1213', 'squid:S1213', 'common-java:DuplicatedBlocks', 'squid:S1213', 'squid:S00116', 'squid:ModifiersOrderCheck']","[241.0, 230.0, 187.0, 217.0, 326.0, 181.0, 324.0, 326.0, 323.0, 251.0, 275.0, 35.0, 233.0, 326.0, 324.0, nan, 323.0, 323.0, 324.0]","[241.0, 230.0, 187.0, 217.0, 326.0, 181.0, 324.0, 165.0, 323.0, 251.0, 275.0, 35.0, 233.0, 326.0, 324.0, nan, 323.0, 323.0, 324.0]"
4,"['WRITE_SHORT_UNITS', 'WRITE_SIMPLE_UNITS', 'SMALL_UNIT_INTERFACES']",AbstractReportGenerator,[],"['squid:S134', 'squid:S134', 'squid:S1312', 'squid:MethodCyclomaticComplexity', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:CommentedOutCodeLine', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'code_smells:long_parameter_list', 'squid:S1213', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S1135', 'squid:S00117', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S1135', 'squid:S1135', 'squid:S00116']","[213.0, 213.0, 213.0, 122.0, 156.0, 247.0, 55.0, 243.0, 245.0, 243.0, 239.0, 247.0, 244.0, 230.0, 241.0, 240.0, 238.0, 248.0, 1.0, 255.0, 247.0, 248.0, 244.0, 243.0, 240.0, 238.0, 50.0, 142.0, 243.0, 241.0, 239.0, 173.0, 42.0, 245.0]","[55.0, 55.0, 55.0, 122.0, 156.0, 247.0, 55.0, 243.0, 245.0, 243.0, 239.0, 247.0, 244.0, 230.0, 241.0, 240.0, 238.0, 248.0, 1.0, 255.0, 247.0, 248.0, 244.0, 243.0, 240.0, 238.0, 50.0, 142.0, 243.0, 241.0, 239.0, 173.0, 42.0, 245.0]"
5,['WRITE_CODE_ONCE'],AbstractRuntimeException,[],"['squid:ModifiersOrderCheck', 'squid:S1213', 'squid:S00116', 'squid:S1161', 'squid:S1161', 'squid:S1161', 'squid:S00117', 'squid:S1161', 'squid:S106', 'squid:S1213', 'common-java:DuplicatedBlocks', 'squid:S1213', 'squid:S1161', 'squid:S00116', 'squid:S1135', 'squid:S1165', 'squid:S00116', 'squid:S1161']","[324.0, 326.0, 326.0, 241.0, 230.0, 217.0, 187.0, 181.0, 233.0, 324.0, nan, 323.0, 251.0, 324.0, 35.0, 326.0, 323.0, 323.0, 275.0]","[324.0, 326.0, 326.0, 241.0, 230.0, 217.0, 187.0, 181.0, 233.0, 324.0, nan, 323.0, 251.0, 324.0, 35.0, 165.0, 323.0, 323.0, 275.0]"
6,[],AllItem,[],"['squid:S1213', 'squid:S1135']","[53.0, 35.0]","[53.0, 35.0]"
7,[],AppLoggers,[],"['squid:S00117', 'squid:S00117', 'squid:S1213', 'squid:S1199', 'squid:S1213', 'squid:S1199']","[45.0, 54.0, 85.0, 44.0, 87.0, 53.0]","[45.0, 54.0, 85.0, 44.0, 87.0, 53.0]"
8,"['WRITE_SIMPLE_UNITS', 'WRITE_SHORT_UNITS', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CODE_ONCE', 'WRITE_CODE_ONCE', 'AUTOMATE_TESTS']",AppRunner,[],"['squid:S00116', 'squid:S1213', 'squid:S00122', 'squid:S00122', 'squid:S1213', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S1213', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S1213', 'squid:ModifiersOrderCheck', 'squid:S00122', 'squid:S00122', 'squid:S00116', 'squid:S00122', 'squid:S00122', 'squid:S1213', 'squid:S00122', 'squid:S00122', 'squid:S1213', 'squid:S00116', 'squid:S00122', 'squid:S00116', 'squid:S1213', 'squid:ModifiersOrderCheck', 'squid:S00116', 'squid:S00116', 'squid:S134', 'squid:S134', 'squid:S134', 'squid:S00116', 'squid:S134', 'squid:S134', 'squid:S106', 'squid:S1199', 'squid:S1199', 'squid:S1199', 'squid:S1199', 'squid:S1199', 'squid:S1135', 'squid:S1135', 'squid:S134', 'squid:S1312', 'squid:S00116', 'squid:S1312', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S00116', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1312', 'squid:S1312', 'squid:ModifiersOrderCheck', 'common-java:DuplicatedBlocks', 'squid:S00116', 'squid:S00116', 'squid:MethodCyclomaticComplexity', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:CommentedOutCodeLine', 'squid:S1166', 'squid:S1166', 'squid:CommentedOutCodeLine', 'squid:MethodCyclomaticComplexity', 'squid:S1066', 'squid:S00108', 'squid:S00117', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S1141', 'squid:S1141', 'squid:S1141', 'squid:CommentedOutCodeLine', 'squid:S00107', 'squid:S00108', 'squid:S1141', 'squid:S1141', 'squid:S1141', 'squid:S1141', 'squid:S1141', 'squid:S00108', 'squid:S00108', 'squid:S00108', 'code_smells:complex_class', 'squid:S1135', 'squid:S1135', 'squid:S1213', 'squid:S00117', 'squid:S1213', 'squid:S1213', 'squid:S00116', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S00116', 'squid:S00116', 'squid:S1213', 'squid:S1135', 'squid:S1213', 'squid:S1213', 'squid:S1166', 'squid:S1166', 'squid:S1166', 'squid:S1181', 'squid:S1181', 'squid:S1181', 'squid:S1181', 'squid:S1213', 'squid:S1181', 'squid:S1181', 'squid:S1181', 'squid:S00117', 'squid:S1213', 'squid:S1213', 'squid:S1181', 'squid:S1213']","[632.0, 632.0, 909.0, 907.0, 838.0, 785.0, 904.0, 783.0, 77.0, 81.0, 903.0, 167.0, 745.0, 643.0, 221.0, 620.0, 512.0, 223.0, 587.0, 218.0, 644.0, 900.0, 188.0, 752.0, 781.0, 671.0, 782.0, 784.0, 909.0, 358.0, 521.0, 897.0, 669.0, 362.0, 912.0, 671.0, 144.0, 876.0, 904.0, 902.0, 521.0, 529.0, 737.0, 897.0, 620.0, 752.0, 712.0, 349.0, 308.0, 477.0, 75.0, 406.0, 717.0, 348.0, 336.0, 872.0, 84.0, 905.0, 812.0, 912.0, 918.0, 937.0, 941.0, 944.0, 946.0, 949.0, 814.0, 812.0, 815.0, 818.0, 819.0, 821.0, 824.0, 512.0, 566.0, 575.0, 83.0, 267.0, 207.0, nan, 824.0, 817.0, 265.0, 813.0, 812.0, 672.0, 670.0, 911.0, 908.0, 907.0, 903.0, 900.0, 899.0, 301.0, 104.0, 921.0, 752.0, 465.0, 388.0, 679.0, 964.0, 521.0, 752.0, 194.0, 821.0, 819.0, 818.0, 815.0, 432.0, 455.0, 512.0, 929.0, 775.0, 876.0, 409.0, 450.0, 490.0, 562.0, 570.0, 512.0, 575.0, 566.0, 1.0, 462.0, 337.0, 924.0, 164.0, 939.0, 940.0, 822.0, 948.0, 669.0, 670.0, 911.0, 672.0, 813.0, 814.0, 817.0, 820.0, 822.0, 823.0, 823.0, 820.0, 775.0, 436.0, 908.0, 902.0, 575.0, 566.0, 346.0, 657.0, 566.0, 471.0, 752.0, 905.0, 743.0, 575.0, 495.0, 315.0, 829.0, 899.0, 727.0, 943.0]","[265.0, 265.0, 909.0, 907.0, 838.0, 785.0, 904.0, 783.0, 77.0, 81.0, 903.0, 167.0, 745.0, 643.0, 221.0, 620.0, 512.0, 223.0, 587.0, 218.0, 644.0, 900.0, 188.0, 752.0, 781.0, 671.0, 782.0, 784.0, 909.0, 358.0, 521.0, 897.0, 669.0, 362.0, 912.0, 671.0, 144.0, 876.0, 904.0, 902.0, 521.0, 529.0, 737.0, 897.0, 620.0, 752.0, 712.0, 349.0, 308.0, 477.0, 75.0, 406.0, 717.0, 348.0, 336.0, 872.0, 84.0, 905.0, 812.0, 912.0, 918.0, 937.0, 941.0, 944.0, 946.0, 949.0, 814.0, 812.0, 815.0, 818.0, 819.0, 821.0, 824.0, 512.0, 566.0, 575.0, 83.0, 267.0, 207.0, nan, 824.0, 817.0, 265.0, 813.0, 812.0, 672.0, 670.0, 911.0, 908.0, 907.0, 903.0, 900.0, 899.0, 280.0, 79.0, 921.0, 752.0, 465.0, 388.0, 679.0, 1.0, 521.0, 752.0, 194.0, 821.0, 819.0, 818.0, 815.0, 432.0, 455.0, 512.0, 929.0, 775.0, 876.0, 409.0, 450.0, 490.0, 562.0, 570.0, 512.0, 575.0, 566.0, 1.0, 462.0, 337.0, 924.0, 164.0, 939.0, 940.0, 822.0, 948.0, 669.0, 670.0, 911.0, 672.0, 813.0, 814.0, 817.0, 820.0, 822.0, 823.0, 823.0, 820.0, 775.0, 436.0, 908.0, 902.0, 575.0, 566.0, 346.0, 657.0, 566.0, 471.0, 752.0, 905.0, 743.0, 575.0, 495.0, 315.0, 829.0, 899.0, 727.0, 943.0]"
9,['SMALL_UNIT_INTERFACES'],AppRunnerExitHook,[],[],[798.0],[775.0]
