,BetterCodeHub,Class,CoverityScan,SonarQube,endLines,startLines
0,[],Application,[],['squid:S00112'],[34.0],[34.0]
1,[],ApplicationInitializer,[],"['squid:S00112', 'squid:S00112']","[42.0, 61.0]","[42.0, 61.0]"
2,[],ApplicationPlugin,[],['code_smells:lazy_class'],[1.0],[1.0]
3,['SEPARATE_CONCERNS_IN_MODULES'],BaseHandler,[],"['squid:S1161', 'squid:S1161', 'squid:S1161', 'squid:S1161', 'squid:S1312']","[86.0, 74.0, 67.0, 48.0, 37.0, 110.0]","[86.0, 74.0, 67.0, 48.0, 37.0, 1.0]"
4,"['WRITE_SIMPLE_UNITS', 'WRITE_SHORT_UNITS', 'WRITE_CODE_ONCE', 'SEPARATE_CONCERNS_IN_MODULES', 'AUTOMATE_TESTS', 'WRITE_CLEAN_CODE']",BaseJpfTask,['Dereference null return value'],"['code_smells:long_method', 'squid:S135', 'common-java:DuplicatedBlocks', 'squid:S134', 'squid:S134', 'squid:S134', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:S1168', 'squid:MethodCyclomaticComplexity', 'squid:S1066', 'squid:S1126', 'squid:S1141']","[223.0, 223.0, 0.0, 1.0, 158.0, nan, 187.0, 164.0, 119.0, 170.0, 301.0, 186.0, 161.0, 301.0, 161.0, 105.0, 144.0, 283.0, 287.0, 169.0]","[144.0, 144.0, 0.0, 1.0, 158.0, nan, 187.0, 164.0, 110.0, 170.0, 1.0, 186.0, 161.0, 1.0, 161.0, 105.0, 144.0, 283.0, 287.0, 169.0]"
5,"['WRITE_SIMPLE_UNITS', 'WRITE_SHORT_UNITS', 'SMALL_UNIT_INTERFACES', 'SMALL_UNIT_INTERFACES', 'WRITE_SIMPLE_UNITS', 'WRITE_CODE_ONCE', 'WRITE_CODE_ONCE', 'AUTOMATE_TESTS', 'WRITE_CLEAN_CODE']",Boot,['Dereference null return value'],"['squid:S106', 'squid:S1166', 'squid:S1148', 'squid:S1181', 'squid:S1148', 'squid:S1148', 'squid:S106', 'squid:S1166', 'squid:S1166', 'squid:S1166', 'squid:S135', 'squid:S1148', 'squid:S106', 'squid:S1166', 'squid:S1166', 'squid:MethodCyclomaticComplexity', 'squid:S106', 'squid:S1148', 'squid:S106', 'squid:S106', 'squid:S1148', 'squid:S1181', 'squid:S106', 'squid:S106', 'squid:S1148', 'squid:S106', 'squid:S106', 'squid:S106', 'squid:S106', 'squid:S106', 'squid:S1213', 'squid:S106', 'squid:S1166', 'squid:S1166', 'squid:S1192', 'squid:S1166', 'squid:S00112', 'code_smells:long_parameter_list', 'code_smells:complex_class', 'squid:S00112', 'squid:S00112', 'code_smells:antisingleton', 'code_smells:long_method', 'squid:S1192', 'squid:S00112', 'squid:S00112', 'squid:S1192']","[360.0, 360.0, 360.0, 544.0, 505.0, 523.0, 522.0, 460.0, 580.0, 456.0, 452.0, 528.0, 457.0, 449.0, 218.0, 548.0, 219.0, 547.0, 527.0, 453.0, 271.0, 458.0, 521.0, 283.0, 285.0, 531.0, 244.0, 307.0, 314.0, 526.0, 327.0, 335.0, 354.0, 450.0, 454.0, 585.0, 518.0, 580.0, 552.0, 450.0, 517.0, 540.0, 1.0, 1.0, 309.0, 329.0, 581.0, 510.0, 1.0, 1.0, 410.0, 468.0, 371.0, 765.0, 475.0, 519.0, 0.0]","[271.0, 271.0, 271.0, 507.0, 467.0, 523.0, 522.0, 460.0, 580.0, 456.0, 452.0, 528.0, 457.0, 449.0, 218.0, 548.0, 219.0, 547.0, 527.0, 453.0, 271.0, 458.0, 521.0, 283.0, 285.0, 531.0, 244.0, 307.0, 314.0, 526.0, 327.0, 335.0, 354.0, 450.0, 454.0, 585.0, 518.0, 580.0, 552.0, 450.0, 517.0, 540.0, 1.0, 1.0, 296.0, 316.0, 581.0, 510.0, 1.0, 1.0, 410.0, 468.0, 371.0, 1.0, 475.0, 519.0, 0.0]"
6,[],BootErrorHandlerConsole,[],"['squid:S106', 'squid:S106', 'squid:S106', 'squid:S1148']","[36.0, 72.0, 47.0, 48.0]","[36.0, 72.0, 47.0, 48.0]"
7,['WRITE_CLEAN_CODE'],BootErrorHandlerGui,[],['squid:CommentedOutCodeLine'],"[79.0, 79.0]","[79.0, 79.0]"
8,['WRITE_CODE_ONCE'],CheckTask,[],['squid:S1149'],"[60.0, 65.0]","[60.0, 60.0]"
9,"['WRITE_SHORT_UNITS', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'AUTOMATE_TESTS', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CODE_ONCE', 'WRITE_CODE_ONCE', 'WRITE_CODE_ONCE', 'WRITE_CODE_ONCE', 'WRITE_CLEAN_CODE', 'WRITE_SHORT_UNITS']",ControlThread,[],"['squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'code_smells:long_method', 'squid:S106', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1312', 'squid:S106', 'squid:S106', 'squid:S106', 'squid:S1141', 'squid:S135', 'squid:S1148', 'squid:S1148', 'squid:S1148', 'squid:S1141', 'squid:S1141', 'squid:S1141', 'squid:S1141', 'squid:S1141', 'squid:S1141', 'squid:S1141', 'squid:S134', 'common-java:DuplicatedBlocks', 'squid:S134', 'squid:S134', 'squid:S106', 'squid:S2131', 'squid:S1161', 'squid:S1166', 'squid:S1166', 'squid:S1166', 'squid:S1166', 'squid:S1166', 'squid:S1166', 'squid:S1166', 'squid:S1166', 'squid:S1166', 'squid:S1166', 'squid:S134', 'squid:S1149', 'squid:S106', 'squid:S106', 'squid:S134', 'squid:S134', 'squid:S134', 'squid:S134', 'squid:S106', 'squid:S1149', 'squid:S106', 'squid:S106', 'squid:S106', 'squid:S106', 'squid:S00112', 'squid:S1149']","[268.0, 249.0, 85.0, 140.0, 243.0, 249.0, 244.0, 1.0, 305.0, 152.0, 154.0, 155.0, 156.0, 158.0, 152.0, 137.0, 342.0, 313.0, 321.0, 257.0, 253.0, 172.0, 213.0, 182.0, 145.0, 128.0, 122.0, 73.0, 67.0, 322.0, 331.0, 339.0, 65.0, 71.0, 120.0, 126.0, 173.0, 180.0, 251.0, 54.0, nan, 58.0, 109.0, 113.0, 58.0, 45.0, 139.0, 41.0, 170.0, 259.0, 253.0, 213.0, 182.0, 136.0, 128.0, 122.0, 81.0, 73.0, 67.0, 84.0, 71.0, 225.0, 330.0, 60.0, 113.0, 126.0, 175.0, 180.0, 117.0, 259.0, 106.0, 100.0, 82.0, 114.0, 63.0, 159.0, 51.0, 150.0]","[205.0, 249.0, 85.0, 140.0, 243.0, 249.0, 243.0, 1.0, 305.0, 152.0, 154.0, 155.0, 156.0, 158.0, 152.0, 137.0, 1.0, 313.0, 321.0, 257.0, 253.0, 172.0, 213.0, 182.0, 145.0, 128.0, 122.0, 73.0, 67.0, 322.0, 331.0, 339.0, 65.0, 71.0, 120.0, 126.0, 173.0, 180.0, 251.0, 54.0, nan, 58.0, 109.0, 103.0, 48.0, 45.0, 119.0, 41.0, 170.0, 259.0, 253.0, 213.0, 182.0, 136.0, 128.0, 122.0, 81.0, 73.0, 67.0, 64.0, 71.0, 225.0, 330.0, 60.0, 113.0, 126.0, 175.0, 180.0, 117.0, 259.0, 106.0, 100.0, 82.0, 114.0, 63.0, 159.0, 51.0, 90.0]"
