,BetterCodeHub,Class,CoverityScan,SonarQube,endLines,startLines
0,"['WRITE_SHORT_UNITS', 'WRITE_SIMPLE_UNITS']",ASCIIFoldingFilter,[],[],"[2045.0, 2045.0]","[120.0, 120.0]"
1,[],AbstractAppendingLongBuffer,[],"['squid:S2131', 'squid:S1135', 'squid:S1172']","[81.0, 140.0, 39.0]","[81.0, 140.0, 39.0]"
2,[],AbstractBlockPackedWriter,[],"['squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S2131', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1226']","[59.0, 60.0, 62.0, 57.0, 103.0, 58.0, 61.0, 68.0, 52.0]","[59.0, 60.0, 62.0, 57.0, 103.0, 58.0, 61.0, 68.0, 52.0]"
3,['SMALL_UNIT_INTERFACES'],AbstractSecondPassGroupingCollector,[],[],[81.0],[52.0]
4,[],AbstractTestLZ4CompressionMode,[],"['squid:MethodCyclomaticComplexity', 'code_smells:long_method']","[27.0, 1.0]","[27.0, 1.0]"
5,[],AfterEffect,[],"['squid:S1186', 'code_smells:speculative_generality']","[50.0, 1.0]","[50.0, 1.0]"
6,[],AfterEffectB,[],"['squid:S1186', 'squid:S00117']","[29.0, 33.0]","[29.0, 33.0]"
7,[],AfterEffectL,[],['squid:S1186'],[29.0],[29.0]
8,"['WRITE_SIMPLE_UNITS', 'WRITE_SHORT_UNITS']",Algorithm,[],[],"[288.0, 288.0]","[50.0, 50.0]"
9,[],AlreadyClosedException,[],['code_smells:lazy_class'],[1.0],[1.0]
10,[],Analyzer,[],"['squid:S1186', 'squid:S1172', 'squid:S1172', 'squid:S1186', 'squid:ModifiersOrderCheck', 'squid:S1172', 'squid:ModifiersOrderCheck']","[354.0, 184.0, 152.0, 374.0, 273.0, 170.0, 351.0]","[354.0, 184.0, 152.0, 374.0, 273.0, 170.0, 351.0]"
11,[],AppendingLongBuffer,[],"['squid:ForLoopCounterChangedCheck', 'squid:ForLoopCounterChangedCheck']","[67.0, 92.0]","[67.0, 92.0]"
12,['WRITE_CLEAN_CODE'],ArabicAnalyzer,[],[],[145.0],[145.0]
13,['SEPARATE_CONCERNS_IN_MODULES'],ArrayUtil,[],"['squid:RedundantThrowsDeclarationCheck', 'squid:S1192', 'squid:CommentedOutCodeLine', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:RedundantThrowsDeclarationCheck', 'squid:RedundantThrowsDeclarationCheck', 'squid:CommentedOutCodeLine', 'squid:S1226', 'squid:S1188', 'squid:CommentedOutCodeLine', 'squid:S1192', 'squid:S1125', 'squid:S1188', 'code_smells:long_parameter_list', 'common-java:DuplicatedBlocks', 'squid:RedundantThrowsDeclarationCheck', 'code_smells:complex_class', 'squid:S1192', 'squid:MethodCyclomaticComplexity', 'squid:S1213', 'squid:S1226', 'squid:S1213']","[99.0, 105.0, 116.0, 675.0, 735.0, 694.0, 715.0, 756.0, 775.0, 49.0, 77.0, 540.0, 91.0, 639.0, 716.0, 233.0, 90.0, 610.0, 1.0, nan, 61.0, 1.0, 787.0, 233.0, 152.0, 633.0, 92.0, 662.0]","[99.0, 105.0, 116.0, 675.0, 735.0, 694.0, 715.0, 756.0, 775.0, 49.0, 77.0, 540.0, 91.0, 639.0, 716.0, 233.0, 90.0, 610.0, 1.0, nan, 61.0, 1.0, 1.0, 233.0, 152.0, 633.0, 92.0, 662.0]"
14,[],AtomicReader,[],"['squid:S1133', 'squid:UselessImportCheck']","[69.0, 22.0]","[69.0, 22.0]"
15,[],AtomicReaderContext,[],"['code_smells:long_parameter_list', 'squid:S1168']","[1.0, 62.0]","[1.0, 62.0]"
16,[],AttributeImpl,[],"['squid:S00112', 'common-java:DuplicatedBlocks', 'squid:S00122', 'squid:S00112']","[132.0, nan, 104.0, 111.0]","[132.0, nan, 104.0, 111.0]"
17,['SEPARATE_CONCERNS_IN_MODULES'],AttributeSource,[],"['squid:S1166', 'squid:ModifiersOrderCheck', 'squid:S00122', 'squid:S134', 'squid:S1226', 'squid:S1213', 'squid:S1213', 'squid:S1166', 'common-java:DuplicatedBlocks', 'squid:AssignmentInSubExpressionCheck', 'squid:S1166', 'squid:S1182', 'squid:S00122', 'squid:S134', 'squid:AssignmentInSubExpressionCheck', 'code_smells:complex_class']","[68.0, 44.0, 237.0, 216.0, 368.0, 504.0, 203.0, 54.0, 66.0, nan, 81.0, 85.0, 104.0, 359.0, 403.0, 271.0, 1.0]","[68.0, 44.0, 237.0, 216.0, 368.0, 1.0, 203.0, 54.0, 66.0, nan, 81.0, 85.0, 104.0, 359.0, 403.0, 271.0, 1.0]"
18,['SEPARATE_CONCERNS_IN_MODULES'],Automaton,[],"['squid:ForLoopCounterChangedCheck', 'squid:S00122', 'squid:ForLoopCounterChangedCheck', 'squid:S00122', 'squid:S00122', 'squid:S1155', 'squid:S00112', 'squid:S1155', 'squid:CommentedOutCodeLine', 'squid:ModifiersOrderCheck', 'squid:ModifiersOrderCheck', 'squid:S00122', 'squid:AssignmentInSubExpressionCheck', 'squid:ModifiersOrderCheck', 'squid:ForLoopCounterChangedCheck', 'squid:S00122', 'squid:S00122', 'squid:CommentedOutCodeLine', 'code_smells:antisingleton', 'squid:S1197', 'squid:S00122', 'squid:S00122', 'squid:S2065', 'squid:ModifiersOrderCheck', 'squid:ModifiersOrderCheck', 'squid:S00122', 'squid:S00122', 'squid:CommentedOutCodeLine', 'squid:S00122', 'squid:S1135', 'squid:S134', 'squid:S1155', 'squid:S134', 'squid:CommentedOutCodeLine', 'squid:S00122', 'squid:S00122', 'code_smells:long_method', 'code_smells:complex_class', 'squid:S134', 'squid:S1213', 'squid:S1197']","[577.0, 369.0, 518.0, 367.0, 365.0, 281.0, 657.0, 341.0, 461.0, 680.0, 154.0, 649.0, 518.0, 167.0, 577.0, 462.0, 392.0, 105.0, 1.0, 575.0, 540.0, 407.0, 100.0, 142.0, 750.0, 531.0, 600.0, 210.0, 666.0, 315.0, 650.0, 442.0, 649.0, 561.0, 343.0, 186.0, 1.0, 776.0, 1.0, 285.0, 267.0, 433.0]","[577.0, 369.0, 518.0, 367.0, 365.0, 281.0, 657.0, 341.0, 461.0, 680.0, 154.0, 649.0, 518.0, 167.0, 577.0, 462.0, 392.0, 105.0, 1.0, 575.0, 540.0, 407.0, 100.0, 142.0, 750.0, 531.0, 600.0, 210.0, 666.0, 315.0, 650.0, 442.0, 649.0, 561.0, 343.0, 186.0, 1.0, 1.0, 1.0, 285.0, 267.0, 433.0]"
19,[],AutomatonQuery,[],['common-java:DuplicatedBlocks'],[nan],[nan]
20,[],AutomatonTermsEnum,[],"['squid:MethodCyclomaticComplexity', 'squid:S1226', 'squid:S1226', 'code_smells:long_method', 'squid:CommentedOutCodeLine', 'squid:S1226', 'squid:S1125', 'squid:CommentedOutCodeLine', 'squid:S1135', 'squid:S00122', 'squid:S1197', 'squid:S134', 'code_smells:complex_class', 'squid:S1213']","[178.0, 269.0, 282.0, 1.0, 112.0, 309.0, 137.0, 123.0, 214.0, 216.0, 257.0, 290.0, 1.0, 166.0]","[178.0, 269.0, 282.0, 1.0, 112.0, 309.0, 137.0, 123.0, 214.0, 216.0, 257.0, 290.0, 1.0, 166.0]"
21,[],AveragePayloadFunction,[],"['code_smells:long_parameter_list', 'common-java:DuplicatedBlocks', 'squid:S1126']","[1.0, nan, 53.0]","[1.0, nan, 53.0]"
22,[],BM25Similarity,[],"['squid:S1213', 'squid:S1135', 'squid:S1135', 'squid:S1197', 'squid:S1197', 'squid:S1213', 'squid:S1197', 'common-java:DuplicatedBlocks', 'squid:S1197', 'code_smells:long_method', 'squid:S1244']","[127.0, 270.0, 41.0, 335.0, 185.0, 109.0, 207.0, nan, 333.0, 1.0, 363.0]","[127.0, 270.0, 41.0, 335.0, 185.0, 109.0, 207.0, nan, 333.0, 1.0, 363.0]"
23,[],BaseCompositeReader,[],"['squid:HiddenFieldCheck', 'squid:HiddenFieldCheck', 'squid:HiddenFieldCheck']","[72.0, 73.0, 72.0]","[72.0, 73.0, 72.0]"
24,['SMALL_UNIT_INTERFACES'],BaseFragmentsBuilder,[],[],[147.0],[117.0]
25,"['SMALL_UNIT_INTERFACES', 'WRITE_SHORT_UNITS', 'WRITE_SIMPLE_UNITS']",BasePostingsFormatTestCase,[],[],"[890.0, 890.0, 890.0]","[581.0, 581.0, 581.0]"
26,[],BaseTestRangeFilter,[],"['code_smells:long_method', 'squid:S1226', 'code_smells:antisingleton', 'squid:S00115', 'squid:S00112', 'squid:S00112']","[1.0, 80.0, 1.0, 70.0, 102.0, 93.0]","[1.0, 80.0, 1.0, 70.0, 102.0, 93.0]"
27,"['SMALL_UNIT_INTERFACES', 'SMALL_UNIT_INTERFACES']",BaseTokenStreamTestCase,[],[],"[251.0, 573.0]","[114.0, 480.0]"
28,[],BasicAutomata,[],"['squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'code_smells:long_parameter_list', 'code_smells:long_method', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:RedundantThrowsDeclarationCheck', 'code_smells:complex_class', 'squid:ModifiersOrderCheck', 'squid:S00122']","[154.0, 224.0, 205.0, 173.0, 168.0, 132.0, 138.0, 1.0, 1.0, 109.0, 207.0, 179.0, 150.0, 134.0, 120.0, 103.0, 201.0, 1.0, 41.0, 170.0]","[154.0, 224.0, 205.0, 173.0, 168.0, 132.0, 138.0, 1.0, 1.0, 109.0, 207.0, 179.0, 150.0, 134.0, 120.0, 103.0, 201.0, 1.0, 41.0, 170.0]"
29,[],BasicModelBE,[],"['squid:S00117', 'squid:S00117', 'squid:S1186']","[39.0, 41.0, 35.0]","[39.0, 41.0, 35.0]"
30,[],BasicModelD,[],"['squid:S00117', 'squid:S00117', 'squid:S1186']","[48.0, 44.0, 37.0]","[48.0, 44.0, 37.0]"
31,[],BasicModelG,[],"['squid:S1186', 'squid:S00117', 'squid:S00117']","[31.0, 36.0, 37.0]","[31.0, 36.0, 37.0]"
