,BetterCodeHub,Class,CoverityScan,SonarQube,endLines,startLines
0,[],ACL,[],"['squid:RedundantThrowsDeclarationCheck', 'squid:RedundantThrowsDeclarationCheck', 'squid:RedundantThrowsDeclarationCheck', 'squid:S1214', 'squid:RedundantThrowsDeclarationCheck', 'squid:RedundantThrowsDeclarationCheck', 'squid:S2386']","[130.0, 98.0, 163.0, 49.0, 147.0, 115.0, 63.0]","[130.0, 98.0, 163.0, 49.0, 147.0, 115.0, 63.0]"
1,[],AbstractAclCommand,[],"['squid:RedundantThrowsDeclarationCheck', 'code_smells:long_method', 'squid:S00122']","[37.0, 1.0, 59.0]","[37.0, 1.0, 59.0]"
2,[],AbstractDataContentHandler,[],"['squid:ModifiersOrderCheck', 'squid:ModifiersOrderCheck', 'squid:S1166']","[59.0, 90.0, 76.0]","[59.0, 90.0, 76.0]"
3,[],AbstractFileRepository,['Dereference null return value'],"['squid:CommentedOutCodeLine', 'squid:S00112', 'squid:S00112', 'squid:S00112', 'squid:S1226', 'code_smells:long_method', 'squid:ForLoopCounterChangedCheck', 'squid:ForLoopCounterChangedCheck', 'squid:ForLoopCounterChangedCheck', 'squid:S00112', 'squid:S00112', 'squid:S1192', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00112', 'squid:S00117', 'squid:S00122', 'squid:S00122', 'squid:S1149', 'squid:S00116', 'squid:S00117', 'squid:S00116', 'squid:S1166']","[103.0, 197.0, 207.0, 219.0, 353.0, 1.0, 360.0, 334.0, 333.0, 230.0, 276.0, 208.0, 60.0, 63.0, 64.0, 65.0, 67.0, 68.0, 294.0, 114.0, 272.0, 289.0, 337.0, 61.0, 100.0, 62.0, 170.0, 0.0]","[103.0, 197.0, 207.0, 219.0, 353.0, 1.0, 360.0, 334.0, 333.0, 230.0, 276.0, 208.0, 60.0, 63.0, 64.0, 65.0, 67.0, 68.0, 294.0, 114.0, 272.0, 289.0, 337.0, 61.0, 100.0, 62.0, 170.0, 0.0]"
4,"['WRITE_SIMPLE_UNITS', 'WRITE_SHORT_UNITS', 'SEPARATE_CONCERNS_IN_MODULES', 'COUPLE_ARCHITECTURE_COMPONENTS_LOOSELY', 'AUTOMATE_TESTS']",AbstractJamesService,[],"['squid:S1149', 'squid:S1149', 'squid:MethodCyclomaticComplexity', 'squid:S1215', 'squid:S106', 'squid:S1481', 'code_smells:complex_class', 'squid:S1135', 'squid:S1149', 'squid:HiddenFieldCheck', 'squid:S1166', 'squid:S1149', 'squid:S1149', 'squid:S1135', 'squid:S106']","[303.0, 303.0, 515.0, 330.0, 379.0, 164.0, 404.0, 367.0, 515.0, 279.0, 1.0, 176.0, 389.0, 327.0, 236.0, 361.0, 203.0, 403.0, 311.0, 515.0]","[164.0, 164.0, 1.0, 330.0, 379.0, 164.0, 404.0, 367.0, 1.0, 279.0, 1.0, 176.0, 389.0, 327.0, 236.0, 361.0, 203.0, 403.0, 311.0, 1.0]"
5,['AUTOMATE_TESTS'],AbstractJdbcUsersRepository,[],"['code_smells:long_method', 'squid:S1149', 'squid:S1149', 'squid:S1149', 'squid:MethodCyclomaticComplexity', 'squid:S128', 'squid:S128', 'squid:CommentedOutCodeLine', 'squid:S1192', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'code_smells:complex_class', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116']","[1.0, 148.0, 231.0, 115.0, 146.0, 177.0, 179.0, 305.0, 395.0, 84.0, 91.0, 77.0, 96.0, 1.0, 93.0, 607.0, 87.0, 92.0, 79.0, 75.0, 73.0, 81.0]","[1.0, 148.0, 231.0, 115.0, 146.0, 177.0, 179.0, 305.0, 395.0, 84.0, 91.0, 77.0, 96.0, 1.0, 93.0, 1.0, 87.0, 92.0, 79.0, 75.0, 73.0, 81.0]"
6,[],AbstractNetworkMatcher,['Dereference null return value'],['squid:S00122'],"[0.0, 71.0]","[0.0, 71.0]"
7,[],AbstractNotify,[],"['squid:ModifiersOrderCheck', 'squid:UselessImportCheck', 'code_smells:complex_class', 'squid:UselessImportCheck', 'squid:MethodCyclomaticComplexity', 'squid:S1168', 'squid:UselessImportCheck', 'code_smells:long_method', 'squid:UselessImportCheck', 'squid:UselessImportCheck', 'squid:UselessImportCheck', 'squid:UselessImportCheck', 'squid:UselessImportCheck', 'squid:UselessImportCheck']","[203.0, 34.0, 1.0, 29.0, 140.0, 209.0, 31.0, 1.0, 38.0, 24.0, 39.0, 21.0, 33.0, 27.0]","[203.0, 34.0, 1.0, 29.0, 140.0, 209.0, 31.0, 1.0, 38.0, 24.0, 39.0, 21.0, 33.0, 27.0]"
8,"['WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE']",AbstractProtocolTest,[],"['squid:S00112', 'squid:S00116', 'squid:CommentedOutCodeLine', 'squid:S00112', 'squid:S00112', 'squid:S00112', 'squid:S1132', 'squid:S00116', 'squid:S1132', 'squid:CommentedOutCodeLine', 'squid:S1135', 'squid:S00116', 'squid:ForLoopCounterChangedCheck', 'squid:S00112', 'squid:EmptyStatementUsageCheck', 'squid:S1313', 'squid:S00116', 'squid:CommentedOutCodeLine', 'squid:S1166', 'squid:S00116', 'squid:CommentedOutCodeLine', 'squid:S00116', 'squid:S1135', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:CommentedOutCodeLine', 'squid:S00116', 'squid:S00112', 'squid:S1166', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:S1132', 'squid:S1481', 'squid:S1125', 'squid:S1125', 'squid:S1126', 'squid:S1172', 'squid:CommentedOutCodeLine', 'squid:S2130', 'squid:S1166', 'squid:CommentedOutCodeLine', 'squid:S1488', 'squid:S00112', 'squid:S106', 'code_smells:long_method', 'squid:S00112', 'squid:S1481', 'squid:S00112', 'code_smells:complex_class', 'squid:S1481', 'squid:S1172', 'squid:S00112', 'squid:S00112', 'squid:AssignmentInSubExpressionCheck', 'squid:S00108', 'squid:S1132']","[571.0, 47.0, 596.0, 565.0, 550.0, 387.0, 345.0, 165.0, 343.0, 433.0, 185.0, 363.0, 349.0, 109.0, 158.0, 40.0, 163.0, 274.0, 121.0, 470.0, 151.0, 38.0, 513.0, 40.0, 43.0, 46.0, 130.0, 37.0, 605.0, 593.0, 274.0, 98.0, 39.0, 164.0, 166.0, 408.0, 45.0, 233.0, 42.0, 140.0, 319.0, 605.0, 593.0, 344.0, 506.0, 249.0, 276.0, 425.0, 383.0, 428.0, 94.0, 168.0, 98.0, 179.0, 617.0, 250.0, 1.0, 552.0, 496.0, 396.0, 1.0, 540.0, 265.0, 314.0, 152.0, 245.0, 158.0, 473.0]","[571.0, 47.0, 596.0, 565.0, 550.0, 387.0, 345.0, 165.0, 343.0, 433.0, 185.0, 363.0, 349.0, 109.0, 158.0, 40.0, 163.0, 274.0, 121.0, 470.0, 151.0, 38.0, 513.0, 40.0, 43.0, 46.0, 130.0, 37.0, 605.0, 593.0, 274.0, 98.0, 39.0, 164.0, 166.0, 408.0, 45.0, 233.0, 42.0, 140.0, 319.0, 605.0, 593.0, 344.0, 506.0, 249.0, 276.0, 425.0, 383.0, 428.0, 94.0, 168.0, 98.0, 179.0, 617.0, 250.0, 1.0, 552.0, 496.0, 396.0, 1.0, 540.0, 265.0, 314.0, 152.0, 245.0, 158.0, 473.0]"
9,[],AbstractQuotaMatcher,[],"['squid:ModifiersOrderCheck', 'squid:ModifiersOrderCheck', 'squid:ModifiersOrderCheck', 'squid:S1481', 'squid:S00122', 'squid:S1226', 'squid:S1226', 'squid:S1181']","[112.0, 120.0, 37.0, 71.0, 74.0, 134.0, 137.0, 76.0]","[112.0, 120.0, 37.0, 71.0, 74.0, 134.0, 137.0, 76.0]"
