,BetterCodeHub,Class,CoverityScan,SonarQube,endLines,startLines
0,[],AbstractPager,[],"['squid:S2131', 'squid:S2131', 'squid:S2131', 'squid:S2131', 'common-java:DuplicatedBlocks', 'common-java:DuplicatedBlocks', 'code_smells:long_parameter_list']","[77.0, 80.0, 61.0, 58.0, nan, nan, 1.0]","[77.0, 80.0, 61.0, 58.0, nan, nan, 1.0]"
1,[],AbstractURLStrategy,[],"['squid:S1149', 'squid:S1149', 'squid:S1149', 'squid:S1149', 'squid:S1149', 'squid:S1149', 'squid:S1149', 'code_smells:long_parameter_list', 'squid:S1149', 'squid:S1192']","[60.0, 84.0, 41.0, 120.0, 168.0, 187.0, 144.0, 1.0, 203.0, 98.0]","[60.0, 84.0, 41.0, 120.0, 168.0, 187.0, 144.0, 1.0, 203.0, 98.0]"
2,"['SMALL_UNIT_INTERFACES', 'SMALL_UNIT_INTERFACES']",AbstractWeblogEntriesPager,[],"['squid:S1068', 'code_smells:complex_class', 'squid:S00107', 'common-java:DuplicatedBlocks', 'squid:S00122', 'squid:S00107', 'squid:UselessImportCheck', 'code_smells:long_parameter_list', 'squid:S1312', 'squid:S00105', 'squid:S00122']","[115.0, 256.0, 47.0, 1.0, 236.0, nan, 203.0, 67.0, 35.0, 1.0, 47.0, nan, 214.0]","[67.0, 236.0, 47.0, 1.0, 236.0, nan, 203.0, 67.0, 35.0, 1.0, 47.0, nan, 214.0]"
3,[],AccessTokenServlet,[],"['squid:S1488', 'squid:S1185', 'code_smells:long_parameter_list', 'squid:S1312', 'common-java:DuplicatedBlocks', 'code_smells:antisingleton']","[77.0, 50.0, 1.0, 46.0, nan, 1.0]","[77.0, 50.0, 1.0, 46.0, nan, 1.0]"
4,[],AcronymsPlugin,[],"['squid:UselessImportCheck', 'squid:UselessImportCheck', 'squid:S1312', 'squid:S1226', 'squid:S1186', 'code_smells:long_parameter_list']","[22.0, 31.0, 49.0, 162.0, 76.0, 1.0]","[22.0, 31.0, 49.0, 162.0, 76.0, 1.0]"
5,[],AddEntryOperation,[],"['code_smells:long_parameter_list', 'squid:S1312', 'squid:S00122']","[1.0, 40.0, 82.0]","[1.0, 40.0, 82.0]"
6,[],AdminServlet,[],"['squid:UselessImportCheck', 'squid:S1481', 'squid:S1481', 'squid:S1192', 'squid:S1312', 'squid:UselessImportCheck', 'squid:UselessImportCheck', 'common-java:DuplicatedBlocks', 'squid:S1481', 'squid:S1481']","[30.0, 98.0, 74.0, 55.0, 42.0, 28.0, 29.0, nan, 50.0, 121.0]","[30.0, 98.0, 74.0, 55.0, 42.0, 28.0, 29.0, nan, 50.0, 121.0]"
7,[],AkismetCommentValidator,[],"['squid:S1149', 'code_smells:long_method', 'squid:S1312']","[56.0, 1.0, 42.0]","[56.0, 1.0, 42.0]"
8,[],AppUrl,[],"['squid:S1135', 'squid:HiddenFieldCheck']","[37.0, 52.0]","[37.0, 52.0]"
9,[],ApplicationResourcesTest,[],"['squid:CommentedOutCodeLine', 'squid:S106', 'squid:CommentedOutCodeLine', 'squid:S106', 'squid:CommentedOutCodeLine', 'squid:S00112', 'squid:CommentedOutCodeLine', 'squid:S00105', 'squid:S106']","[152.0, 139.0, 53.0, 168.0, 84.0, 149.0, 66.0, nan, 174.0]","[152.0, 139.0, 53.0, 168.0, 84.0, 149.0, 66.0, nan, 174.0]"
