,BetterCodeHub,Class,CoverityScan,SonarQube,endLines,startLines
0,[],AbortProcessingException,[],"['common-java:DuplicatedBlocks', 'common-java:DuplicatedBlocks', 'squid:S2166', 'squid:S2166']","[nan, nan, 29.0, 29.0]","[nan, nan, 29.0, 29.0]"
1,[],AbsoluteOrdering,[],"['code_smells:speculative_generality', 'code_smells:refused_parent_bequest']","[1.0, 1.0]","[1.0, 1.0]"
2,[],AbstractAttributeMap,[],"['squid:ModifiersOrderCheck', 'squid:S2160', 'squid:ModifiersOrderCheck', 'squid:ModifiersOrderCheck', 'squid:ModifiersOrderCheck', 'squid:S1161', 'squid:S1161', 'common-java:DuplicatedBlocks', 'squid:ModifiersOrderCheck', 'squid:ModifiersOrderCheck', 'squid:ModifiersOrderCheck', 'squid:S2160', 'common-java:DuplicatedBlocks', 'code_smells:complex_class', 'squid:S2272', 'squid:S2272', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:S00116', 'squid:ModifiersOrderCheck']","[167.0, 38.0, 169.0, 171.0, 165.0, 221.0, 221.0, nan, 167.0, 169.0, 171.0, 38.0, nan, 1.0, 238.0, 238.0, 379.0, 41.0, 379.0, 219.0, 218.0, 42.0, 42.0, 218.0, 40.0, 219.0, 40.0, 41.0, 165.0]","[167.0, 38.0, 169.0, 171.0, 165.0, 221.0, 221.0, nan, 167.0, 169.0, 171.0, 38.0, nan, 1.0, 238.0, 238.0, 379.0, 41.0, 379.0, 219.0, 218.0, 42.0, 42.0, 218.0, 40.0, 219.0, 40.0, 41.0, 165.0]"
3,[],AbstractAttributeMapTest,[],"['squid:S00116', 'squid:S00116']","[59.0, 33.0]","[59.0, 33.0]"
4,[],AbstractClassElementTestCase,[],"['squid:S1166', 'squid:S1166', 'squid:CommentedOutCodeLine', 'squid:S00112', 'squid:S1312']","[91.0, 97.0, 45.0, 71.0, 46.0]","[91.0, 97.0, 45.0, 71.0, 46.0]"
5,[],AbstractClientBehaviorTestCase,[],"['squid:CommentedOutCodeLine', 'code_smells:long_method', 'squid:S1166', 'squid:S1166', 'squid:CommentedOutCodeLine', 'squid:S1481', 'squid:S1192', 'squid:S1481', 'squid:S1192', 'squid:S1185', 'squid:CommentedOutCodeLine', 'code_smells:long_parameter_list', 'squid:S1166', 'squid:S1481', 'squid:S1481', 'squid:CommentedOutCodeLine']","[119.0, 1.0, 95.0, 174.0, 170.0, 187.0, 140.0, 136.0, 140.0, 60.0, 43.0, 1.0, 123.0, 120.0, 171.0, 71.0]","[119.0, 1.0, 95.0, 174.0, 170.0, 187.0, 140.0, 136.0, 140.0, 60.0, 43.0, 1.0, 123.0, 120.0, 171.0, 71.0]"
6,[],AbstractComponentTest,[],"['squid:S1185', 'squid:S1185', 'squid:S1135', 'squid:S1135']","[39.0, 48.0, 36.0, 45.0]","[39.0, 48.0, 36.0, 45.0]"
7,[],AbstractFacelet,[],"['squid:RedundantThrowsDeclarationCheck', 'squid:RedundantThrowsDeclarationCheck', 'squid:RedundantThrowsDeclarationCheck', 'squid:RedundantThrowsDeclarationCheck', 'squid:RedundantThrowsDeclarationCheck', 'squid:RedundantThrowsDeclarationCheck', 'code_smells:long_parameter_list']","[81.0, 91.0, 63.0, 63.0, 81.0, 91.0, 1.0]","[81.0, 91.0, 63.0, 63.0, 81.0, 91.0, 1.0]"
8,[],AbstractFaceletContext,[],"['squid:RedundantThrowsDeclarationCheck', 'squid:RedundantThrowsDeclarationCheck', 'common-java:DuplicatedBlocks', 'squid:RedundantThrowsDeclarationCheck', 'squid:RedundantThrowsDeclarationCheck', 'common-java:DuplicatedBlocks', 'squid:RedundantThrowsDeclarationCheck', 'squid:RedundantThrowsDeclarationCheck']","[96.0, 186.0, nan, 114.0, 186.0, nan, 96.0, 114.0]","[96.0, 186.0, nan, 114.0, 186.0, nan, 96.0, 114.0]"
9,[],AbstractFacesInitializer,[],"['squid:S134', 'squid:S134', 'squid:S00100', 'squid:S00100', 'squid:S00100', 'squid:S1172', 'squid:S1312', 'squid:S00100', 'squid:S00100', 'squid:S00100', 'squid:S1312', 'squid:S1135', 'code_smells:long_parameter_list', 'squid:S1172', 'code_smells:complex_class', 'common-java:DuplicatedBlocks', 'squid:MethodCyclomaticComplexity', 'squid:MethodCyclomaticComplexity', 'squid:S00100', 'common-java:DuplicatedBlocks', 'squid:S1135', 'squid:S134', 'squid:S134', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:S00100']","[132.0, 311.0, 467.0, 282.0, 483.0, 282.0, 67.0, 282.0, 483.0, 214.0, 67.0, 350.0, 1.0, 282.0, 1.0, nan, 102.0, 102.0, 214.0, nan, 350.0, 132.0, 311.0, 66.0, 66.0, 467.0]","[132.0, 311.0, 467.0, 282.0, 483.0, 282.0, 67.0, 282.0, 483.0, 214.0, 67.0, 350.0, 1.0, 282.0, 1.0, nan, 102.0, 102.0, 214.0, nan, 350.0, 132.0, 311.0, 66.0, 66.0, 467.0]"
