,BetterCodeHub,Class,CoverityScan,SonarQube,endLines,startLines
0,[],AllTests,[],"['squid:S00112', 'squid:S00112']","[41.0, 41.0]","[41.0, 41.0]"
1,"['WRITE_CODE_ONCE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE']",Atom030Settings,['Unintentional integer overflow'],"['squid:S1135', 'squid:CommentedOutCodeLine']","[0.0, 61.0, 35.0, 51.0, 51.0, 35.0]","[0.0, 37.0, 35.0, 51.0, 51.0, 35.0]"
2,"['WRITE_SHORT_UNITS', 'WRITE_SIMPLE_UNITS', 'WRITE_SHORT_UNITS', 'WRITE_SIMPLE_UNITS', 'WRITE_SIMPLE_UNITS']",AtomParserUtils,[],"['squid:S106', 'squid:S1118', 'squid:ModifiersOrderCheck', 'squid:S1312', 'code_smells:long_method', 'squid:MethodCyclomaticComplexity', 'squid:S1226', 'code_smells:complex_class']","[125.0, 125.0, 169.0, 169.0, 209.0, 107.0, 46.0, 55.0, 55.0, 1.0, 134.0, 181.0, 1.0]","[85.0, 85.0, 134.0, 134.0, 176.0, 107.0, 46.0, 55.0, 55.0, 1.0, 134.0, 181.0, 1.0]"
3,"['WRITE_CLEAN_CODE', 'WRITE_CODE_ONCE', 'WRITE_CODE_ONCE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CODE_ONCE', 'WRITE_SIMPLE_UNITS', 'WRITE_SHORT_UNITS']",Atom_0_3_Parser,[],"['squid:S1135', 'squid:S1135', 'common-java:DuplicatedBlocks', 'squid:S1135', 'code_smells:complex_class', 'squid:ModifiersOrderCheck', 'squid:S1155', 'squid:S1135', 'squid:S1135', 'squid:CommentedOutCodeLine', 'squid:S1312', 'squid:S1192', 'squid:S1132', 'squid:MethodCyclomaticComplexity', 'squid:S1135', 'squid:S1192', 'squid:S1192', 'squid:S00101', 'squid:S00101', 'squid:S1118', 'squid:S00112']","[249.0, 299.0, 318.0, nan, 364.0, 1.0, 131.0, 175.0, 364.0, 318.0, 57.0, 125.0, 299.0, 213.0, 280.0, 280.0, 342.0, 249.0, 251.0, 57.0, 203.0, 291.0, 163.0, 213.0, 91.0, 203.0, 67.0, 56.0, 67.0, 166.0, 373.0, 373.0]","[249.0, 299.0, 318.0, nan, 364.0, 1.0, 119.0, 163.0, 364.0, 318.0, 57.0, 125.0, 299.0, 213.0, 280.0, 280.0, 324.0, 249.0, 251.0, 57.0, 203.0, 291.0, 163.0, 213.0, 91.0, 203.0, 67.0, 56.0, 67.0, 166.0, 163.0, 163.0]"
4,"['WRITE_CODE_ONCE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CODE_ONCE', 'WRITE_CODE_ONCE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_SIMPLE_UNITS', 'WRITE_SHORT_UNITS']",Atom_1_0_Parser,['SBSC: String concatenation in loop using + operator'],"['squid:S00112', 'squid:S1118', 'squid:S1132', 'squid:S1132', 'squid:S1132', 'squid:S1192', 'squid:S1192', 'squid:S1192', 'squid:S1155', 'squid:S1192', 'squid:S00101', 'squid:S00101', 'squid:S1192', 'squid:S1135', 'squid:S1135', 'squid:S1135', 'squid:S1135', 'squid:S1135', 'squid:S1135', 'squid:S1135', 'squid:S1135', 'squid:MethodCyclomaticComplexity', 'code_smells:complex_class', 'squid:S1135', 'squid:S1135', 'squid:S1135', 'squid:S1135', 'squid:S1135', 'squid:S1135', 'common-java:DuplicatedBlocks']","[0.0, 177.0, 73.0, 322.0, 164.0, 266.0, 244.0, 235.0, 221.0, 269.0, 188.0, 200.0, 200.0, 199.0, 134.0, 294.0, 199.0, 295.0, 321.0, 335.0, 62.0, 186.0, 140.0, 348.0, 73.0, 207.0, 199.0, 204.0, 205.0, 348.0, 294.0, 205.0, 207.0, 221.0, 235.0, 95.0, 130.0, 174.0, 1.0, 204.0, 266.0, 295.0, 321.0, 130.0, 244.0, 335.0, 95.0, nan, 357.0, 357.0]","[0.0, 177.0, 73.0, 303.0, 164.0, 266.0, 244.0, 235.0, 221.0, 269.0, 188.0, 200.0, 200.0, 199.0, 134.0, 294.0, 199.0, 295.0, 321.0, 335.0, 62.0, 174.0, 126.0, 348.0, 73.0, 207.0, 199.0, 204.0, 205.0, 348.0, 294.0, 205.0, 207.0, 221.0, 235.0, 95.0, 130.0, 174.0, 1.0, 204.0, 266.0, 295.0, 321.0, 130.0, 244.0, 335.0, 95.0, nan, 174.0, 174.0]"
5,"['AUTOMATE_TESTS', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_SIMPLE_UNITS', 'WRITE_SHORT_UNITS', 'SMALL_UNIT_INTERFACES']",Base64Decoder,[],"['squid:S1161', 'squid:CommentedOutCodeLine', 'squid:S1161', 'squid:S1166', 'squid:S1166', 'squid:S1488', 'code_smells:long_method', 'squid:S00108']","[127.0, 178.0, 199.0, 67.0, 172.0, 154.0, 154.0, 110.0, 1.0, 154.0, 181.0, 114.0, 114.0, 141.0]","[127.0, 178.0, 1.0, 67.0, 172.0, 154.0, 154.0, 110.0, 1.0, 154.0, 177.0, 67.0, 67.0, 127.0]"
6,[],CacheSettings,['EC: Comparing incompatible types for equality'],"['squid:S1135', 'squid:ModifiersOrderCheck', 'squid:ModifiersOrderCheck', 'squid:ModifiersOrderCheck', 'squid:S1135', 'squid:ModifiersOrderCheck']","[48.0, 42.0, 44.0, 45.0, 80.0, 43.0, 0.0]","[48.0, 42.0, 44.0, 45.0, 80.0, 43.0, 0.0]"
7,['SEPARATE_CONCERNS_IN_MODULES'],CacheSettingsIF,[],"['squid:S1214', 'squid:CommentedOutCodeLine']","[45.0, 31.0, 38.0]","[1.0, 31.0, 38.0]"
8,"['WRITE_CODE_ONCE', 'WRITE_CODE_ONCE', 'AUTOMATE_TESTS']",Category,[],"['squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S1126', 'common-java:DuplicatedBlocks', 'common-java:DuplicatedBlocks']","[100.0, 125.0, 124.0, 130.0, 129.0, 103.0, 137.0, 130.0, nan, nan]","[57.0, 125.0, 124.0, 130.0, 129.0, 63.0, 1.0, 130.0, nan, nan]"
9,"['SMALL_UNIT_INTERFACES', 'WRITE_CODE_ONCE', 'WRITE_CODE_ONCE', 'WRITE_CODE_ONCE', 'WRITE_CODE_ONCE', 'WRITE_CODE_ONCE', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE', 'WRITE_CODE_ONCE', 'WRITE_CODE_ONCE', 'WRITE_CODE_ONCE', 'WRITE_CODE_ONCE', 'WRITE_CODE_ONCE', 'SEPARATE_CONCERNS_IN_MODULES']",Channel,[],"['squid:S1135', 'squid:S1135', 'code_smells:complex_class', 'squid:S1312', 'common-java:DuplicatedBlocks', 'code_smells:complex_class', 'code_smells:refused_parent_bequest', 'squid:S00105', 'common-java:DuplicatedBlocks', 'squid:S1126', 'squid:S1126', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'code_smells:baseclass_abstract', 'code_smells:long_method', 'squid:S1149', 'squid:S00105', 'code_smells:complex_class']","[156.0, 363.0, 304.0, 107.0, 111.0, 1.0, 177.0, 61.0, nan, 1.0, 1.0, nan, nan, 645.0, 466.0, 520.0, 684.0, 363.0, 365.0, 110.0, 304.0, 1.0, 1.0, 168.0, 591.0, 427.0, 481.0, nan, 176.0, 156.0, 687.0, 1.0]","[146.0, 363.0, 304.0, 87.0, 91.0, 1.0, 154.0, 61.0, nan, 1.0, 1.0, nan, nan, 645.0, 466.0, 504.0, 668.0, 363.0, 365.0, 110.0, 304.0, 1.0, 1.0, 147.0, 565.0, 401.0, 481.0, nan, 147.0, 139.0, 1.0, 1.0]"
