,BetterCodeHub,Class,CoverityScan,SonarQube,endLines,startLines
0,[],ASpellInterface,[],"['squid:S1166', 'squid:S1132', 'code_smells:long_method', 'squid:S1166', 'squid:S00105', 'squid:S1118']","[57.0, 87.0, 1.0, 62.0, nan, 28.0]","[57.0, 87.0, 1.0, 62.0, nan, 28.0]"
1,"['WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE']",ASpellPlugin,[],"['common-java:DuplicatedBlocks', 'code_smells:antisingleton', 'squid:S1135', 'squid:S00108']","[nan, 54.0, 40.0, 1.0, 54.0, 40.0]","[nan, 54.0, 40.0, 1.0, 54.0, 40.0]"
2,"['WRITE_SHORT_UNITS', 'AUTOMATE_TESTS']",AboutDialog,['Explicit null dereferenced'],"['squid:S00108', 'squid:CommentedOutCodeLine', 'squid:S1166', 'squid:S1166', 'code_smells:antisingleton', 'squid:S1166', 'squid:S1148', 'squid:S1192', 'squid:S1161', 'squid:ModifiersOrderCheck', 'squid:S1948', 'squid:S1215', 'code_smells:complex_class']","[280.0, 0.0, 203.0, 82.0, 224.0, 236.0, 1.0, 251.0, 456.0, 476.0, 73.0, 445.0, 298.0, 307.0, 423.0, 1.0]","[71.0, 0.0, 203.0, 82.0, 224.0, 236.0, 1.0, 251.0, 456.0, 1.0, 73.0, 445.0, 298.0, 307.0, 423.0, 1.0]"
3,['COUPLE_ARCHITECTURE_COMPONENTS_LOOSELY'],AbstractColumbaAction,[],[],[118.0],[1.0]
4,[],AbstractComposerTst,[],['squid:S00105'],[nan],[nan]
5,['COUPLE_ARCHITECTURE_COMPONENTS_LOOSELY'],AbstractConfigPlugin,[],['squid:S00105'],"[68.0, nan]","[1.0, nan]"
6,[],AbstractEditorController,[],['code_smells:complex_class'],[1.0],[1.0]
7,[],AbstractExternalToolsPlugin,[],['squid:S00105'],[nan],[nan]
8,[],AbstractFilter,[],"['squid:S1226', 'squid:S00105', 'code_smells:long_parameter_list']","[58.0, nan, 1.0]","[58.0, nan, 1.0]"
9,['COUPLE_ARCHITECTURE_COMPONENTS_LOOSELY'],AbstractFilterAction,[],"['code_smells:long_parameter_list', 'squid:S00105']","[1.0, 51.0, nan]","[1.0, 1.0, nan]"
10,[],AbstractFilterTst,[],"['squid:S106', 'squid:CommentedOutCodeLine', 'squid:S00105']","[139.0, 108.0, nan]","[139.0, 108.0, nan]"
11,['SEPARATE_CONCERNS_IN_MODULES'],AbstractFolder,[],"['squid:S00122', 'squid:S00105', 'squid:S1066', 'squid:S1192', 'squid:S00122', 'squid:CommentedOutCodeLine', 'squid:S1149', 'squid:S1161', 'squid:S00105', 'squid:S1226', 'squid:S1068', 'code_smells:complex_class', 'squid:S1168', 'squid:S1132', 'code_smells:complex_class', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:S1166', 'squid:S1185', 'squid:S00122', 'code_smells:long_parameter_list', 'squid:S1161', 'squid:S1134', 'code_smells:long_method']","[189.0, nan, 344.0, 69.0, 190.0, 215.0, 216.0, 277.0, nan, 200.0, 48.0, 1.0, 195.0, 333.0, 1.0, 272.0, 233.0, 291.0, 74.0, 103.0, 382.0, 1.0, 496.0, 190.0, 272.0, 1.0]","[189.0, nan, 344.0, 69.0, 190.0, 215.0, 216.0, 277.0, nan, 200.0, 48.0, 1.0, 195.0, 333.0, 1.0, 272.0, 233.0, 291.0, 74.0, 103.0, 382.0, 1.0, 1.0, 190.0, 272.0, 1.0]"
12,[],AbstractFolderOptionsPlugin,[],"['squid:S1132', 'squid:S1068', 'squid:S00105', 'code_smells:long_method', 'code_smells:long_parameter_list']","[159.0, 58.0, nan, 1.0, 1.0]","[159.0, 58.0, nan, 1.0, 1.0]"
13,[],AbstractFolderTst,[],['squid:S00105'],[nan],[nan]
14,[],AbstractFolderTstCase,[],['squid:S00105'],[nan],[nan]
15,[],AbstractHeaderCache,[],"['squid:S1166', 'code_smells:long_method', 'squid:S1166', 'code_smells:complex_class', 'squid:MethodCyclomaticComplexity', 'squid:MethodCyclomaticComplexity', 'squid:S00105', 'squid:CommentedOutCodeLine', 'squid:S1166', 'squid:S1166', 'squid:S00122', 'squid:S1166', 'squid:S00108', 'squid:S1166', 'squid:S00108', 'squid:S00108', 'squid:S00108']","[94.0, 1.0, 166.0, 1.0, 135.0, 192.0, nan, 216.0, 167.0, 165.0, 238.0, 141.0, 167.0, 111.0, 165.0, 141.0, 166.0]","[94.0, 1.0, 166.0, 1.0, 135.0, 192.0, nan, 216.0, 167.0, 165.0, 238.0, 141.0, 167.0, 111.0, 165.0, 141.0, 166.0]"
16,['AUTOMATE_TESTS'],AbstractLocalFolder,[],"['squid:S1488', 'squid:S1135', 'squid:S1135', 'squid:S1488', 'code_smells:long_parameter_list', 'squid:S1132', 'squid:CommentedOutCodeLine', 'code_smells:long_method', 'squid:S1141', 'code_smells:complex_class', 'squid:CommentedOutCodeLine', 'squid:S00105', 'squid:S1155', 'squid:S1066', 'squid:S1135', 'squid:S1166', 'squid:S1132']","[553.0, 106.0, 582.0, 375.0, 203.0, 1.0, 328.0, 266.0, 1.0, 363.0, 1.0, 449.0, nan, 507.0, 348.0, 405.0, 562.0, 328.0]","[553.0, 106.0, 1.0, 375.0, 203.0, 1.0, 328.0, 266.0, 1.0, 363.0, 1.0, 449.0, nan, 507.0, 348.0, 405.0, 562.0, 328.0]"
17,[],AbstractMailCheckingAction,[],"['squid:ModifiersOrderCheck', 'squid:S00105']","[39.0, nan]","[39.0, nan]"
18,[],AbstractMailFrameController,[],"['squid:S1488', 'squid:CommentedOutCodeLine', 'squid:S00105', 'squid:ClassVariableVisibilityCheck', 'code_smells:class_data_private', 'squid:S1488']","[103.0, 80.0, nan, 46.0, 1.0, 92.0]","[102.0, 80.0, nan, 46.0, 1.0, 91.0]"
