,BetterCodeHub,Class,CoverityScan,SonarQube,endLines,startLines
0,[],ADPCMConstants,[],"['squid:S1214', 'squid:S2386', 'squid:S2386']","[36.0, 43.0, 49.0]","[36.0, 43.0, 49.0]"
1,[],ADPCMEncodeStream,[],"['squid:S00105', 'squid:S1213', 'squid:S00122', 'squid:S1213', 'code_smells:long_method', 'squid:S00122', 'squid:MethodCyclomaticComplexity', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S1213', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122']","[nan, 199.0, 73.0, 198.0, 1.0, 184.0, 66.0, 108.0, 103.0, 114.0, 200.0, 140.0, 190.0, 107.0, 115.0]","[nan, 199.0, 73.0, 198.0, 1.0, 184.0, 66.0, 108.0, 103.0, 114.0, 200.0, 140.0, 190.0, 107.0, 115.0]"
2,['AUTOMATE_TESTS'],ADPCMHelper,['Resource leak on an exceptional path'],"['squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'code_smells:long_method', 'squid:S00122', 'squid:S00122', 'squid:EmptyStatementUsageCheck', 'squid:EmptyStatementUsageCheck', 'squid:ClassVariableVisibilityCheck', 'code_smells:complex_class', 'squid:ClassVariableVisibilityCheck', 'squid:ClassVariableVisibilityCheck', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:ClassVariableVisibilityCheck', 'squid:S00122', 'squid:S00122', 'squid:S1168', 'squid:ClassVariableVisibilityCheck', 'squid:S00122', 'squid:S1172', 'squid:S00122', 'squid:ClassVariableVisibilityCheck', 'squid:S00122', 'squid:CommentedOutCodeLine', 'squid:S00112', 'squid:S00122', 'squid:S00122', 'squid:ClassVariableVisibilityCheck', 'squid:S00122', 'squid:CommentedOutCodeLine', 'squid:S00122']","[90.0, 165.0, 142.0, 198.0, 1.0, 294.0, 96.0, 159.0, 158.0, 55.0, 1.0, 56.0, 58.0, 269.0, 253.0, 97.0, 54.0, 91.0, 92.0, 184.0, 57.0, 167.0, 178.0, 184.0, 52.0, 159.0, 127.0, 308.0, 345.0, 194.0, 213.0, 53.0, 249.0, 88.0, 98.0, 0.0]","[90.0, 165.0, 142.0, 198.0, 1.0, 294.0, 96.0, 159.0, 158.0, 55.0, 1.0, 56.0, 58.0, 269.0, 253.0, 97.0, 54.0, 91.0, 92.0, 184.0, 57.0, 167.0, 178.0, 184.0, 52.0, 159.0, 127.0, 308.0, 1.0, 194.0, 213.0, 53.0, 249.0, 88.0, 98.0, 0.0]"
3,[],AboutAction,[],"['squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00116', 'squid:S00117']","[53.0, 47.0, 47.0, 40.0, 37.0, 40.0]","[53.0, 47.0, 47.0, 40.0, 37.0, 40.0]"
4,['WRITE_CLEAN_CODE'],AboutWindow,[],"['squid:S1166', 'squid:S00108', 'squid:S1135', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117']","[82.0, 83.0, 47.0, 56.0, 65.0, 73.0, 72.0, 92.0, 94.0, 113.0, 47.0, 75.0]","[82.0, 83.0, 47.0, 56.0, 65.0, 73.0, 72.0, 92.0, 94.0, 113.0, 47.0, 75.0]"
5,['SEPARATE_CONCERNS_IN_MODULES'],AbstractDrawAction,[],"['squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:S00115', 'squid:S00115', 'squid:S00116', 'squid:S00117']","[59.0, 75.0, 62.0, 59.0, 47.0, 82.0, 44.0, 41.0, 40.0, 39.0, 44.0]","[59.0, 75.0, 62.0, 59.0, 47.0, 1.0, 44.0, 41.0, 40.0, 39.0, 44.0]"
6,[],AbstractPlugin,[],"['code_smells:antisingleton', 'squid:S00116', 'squid:S00117', 'squid:S00117', 'code_smells:speculative_generality']","[1.0, 31.0, 40.0, 40.0, 1.0]","[1.0, 31.0, 40.0, 40.0, 1.0]"
7,"['SMALL_UNIT_INTERFACES', 'SMALL_UNIT_INTERFACES', 'AUTOMATE_TESTS', 'WRITE_CODE_ONCE', 'SEPARATE_CONCERNS_IN_MODULES', 'WRITE_CODE_ONCE']",AbstractRed,"['Dereference before null check', 'Dereference before null check', 'Dereference null return value', 'Dereference after null check']","['squid:S00122', 'squid:S1226', 'squid:S1226', 'squid:S1226', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:S1226', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:S1213', 'code_smells:long_method', 'squid:S1149', 'squid:S1149', 'squid:CommentedOutCodeLine', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:CommentedOutCodeLine', 'squid:MethodCyclomaticComplexity', 'squid:S00122', 'squid:S00122', 'squid:S1226', 'squid:S1226', 'squid:S1226', 'squid:S1226', 'squid:S1226', 'squid:S1226', 'squid:S00117', 'common-java:DuplicatedBlocks', 'squid:S00122', 'code_smells:complex_class', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S1125', 'squid:S1125', 'squid:S1213', 'squid:S1213', 'squid:S00122', 'squid:S1155', 'squid:S00122', 'squid:CommentedOutCodeLine', 'squid:S00122', 'squid:S00122']","[0.0, 0.0, 0.0, 0.0, 216.0, 334.0, 564.0, 189.0, 203.0, 307.0, 613.0, 581.0, 517.0, 38.0, 309.0, 621.0, 616.0, 246.0, 1.0, 370.0, 55.0, 659.0, 496.0, 634.0, 188.0, 632.0, 565.0, 605.0, 593.0, 215.0, 561.0, 633.0, 329.0, 321.0, 308.0, 211.0, 190.0, 188.0, 567.0, nan, 635.0, 1.0, 436.0, 562.0, 189.0, 190.0, 471.0, 485.0, 659.0, 271.0, 227.0, 308.0, 305.0, 309.0, 618.0, 307.0, 333.0, 431.0]","[0.0, 0.0, 0.0, 0.0, 181.0, 296.0, 564.0, 189.0, 203.0, 307.0, 613.0, 581.0, 517.0, 38.0, 309.0, 621.0, 616.0, 246.0, 1.0, 370.0, 55.0, 1.0, 496.0, 634.0, 188.0, 632.0, 565.0, 605.0, 593.0, 188.0, 561.0, 633.0, 329.0, 321.0, 308.0, 211.0, 190.0, 188.0, 567.0, nan, 635.0, 1.0, 436.0, 562.0, 189.0, 190.0, 471.0, 485.0, 1.0, 271.0, 227.0, 308.0, 305.0, 309.0, 618.0, 307.0, 307.0, 431.0]"
8,"['WRITE_SHORT_UNITS', 'WRITE_SIMPLE_UNITS', 'AUTOMATE_TESTS']",AbstractTiledRed,['Explicit null dereferenced'],"['squid:S1213', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S134', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S134', 'squid:S1213', 'squid:S134', 'squid:S134', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S134', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:CommentedOutCodeLine', 'squid:S1481', 'squid:S00107', 'squid:S00117', 'squid:S00117', 'squid:S00117', 'squid:CommentedOutCodeLine', 'squid:MethodCyclomaticComplexity', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S135', 'squid:MethodCyclomaticComplexity', 'common-java:DuplicatedBlocks', 'squid:S00105', 'code_smells:complex_class', 'squid:CommentedOutCodeLine']","[0.0, 466.0, 466.0, 48.0, 566.0, 547.0, 486.0, 485.0, 512.0, 339.0, 449.0, 449.0, 216.0, 98.0, 69.0, 436.0, 58.0, 441.0, 454.0, 241.0, 197.0, 121.0, 81.0, 457.0, 576.0, 581.0, 451.0, 465.0, 421.0, 419.0, 347.0, 319.0, 388.0, 177.0, 488.0, 327.0, 551.0, 593.0, 474.0, 499.0, 483.0, 482.0, 342.0, 341.0, 338.0, 436.0, 400.0, 429.0, 601.0, 326.0, nan, nan, 1.0, 412.0]","[0.0, 326.0, 326.0, 48.0, 566.0, 547.0, 486.0, 485.0, 512.0, 339.0, 449.0, 449.0, 216.0, 98.0, 69.0, 436.0, 58.0, 441.0, 454.0, 241.0, 197.0, 121.0, 81.0, 457.0, 576.0, 581.0, 451.0, 465.0, 421.0, 419.0, 347.0, 319.0, 388.0, 177.0, 488.0, 327.0, 551.0, 593.0, 474.0, 499.0, 483.0, 482.0, 342.0, 341.0, 338.0, 436.0, 400.0, 429.0, 1.0, 326.0, nan, nan, 1.0, 412.0]"
9,[],ActionParser,"['Explicit null dereferenced', 'Dereference after null check']","['squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S1481', 'squid:S1481', 'squid:S1479', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:CommentedOutCodeLine', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S134', 'squid:S00122', 'squid:S00122', 'squid:CommentedOutCodeLine', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:CommentedOutCodeLine', 'squid:MethodCyclomaticComplexity', 'squid:S00122', 'squid:MethodCyclomaticComplexity', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:MethodCyclomaticComplexity', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S1149', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:CommentedOutCodeLine', 'squid:S00122', 'squid:S00122', 'squid:S1149', 'squid:S1149', 'squid:S00122', 'squid:S1149', 'squid:S1149', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S1149', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'code_smells:long_method', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:ClassVariableVisibilityCheck', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:ClassVariableVisibilityCheck', 'squid:ClassVariableVisibilityCheck', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S1190', 'squid:S1190', 'squid:S1190', 'squid:ClassVariableVisibilityCheck', 'squid:ClassVariableVisibilityCheck', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:ClassVariableVisibilityCheck', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S1149', 'squid:S1149', 'squid:S1149', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'code_smells:complex_class', 'squid:S1149', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122', 'squid:S00122']","[413.0, 184.0, 183.0, 181.0, 179.0, 220.0, 210.0, 90.0, 83.0, 99.0, 186.0, 102.0, 325.0, 92.0, 95.0, 177.0, 176.0, 174.0, 96.0, 391.0, 270.0, 173.0, 347.0, 194.0, 191.0, 74.0, 263.0, 189.0, 118.0, 212.0, 304.0, 187.0, 67.0, 267.0, 115.0, 114.0, 112.0, 110.0, 109.0, 105.0, 254.0, 169.0, 119.0, 171.0, 135.0, 138.0, 139.0, 142.0, 145.0, 146.0, 148.0, 150.0, 134.0, 57.0, 153.0, 157.0, 161.0, 162.0, 164.0, 359.0, 166.0, 167.0, 151.0, 132.0, 130.0, 128.0, 98.0, 319.0, 100.0, 101.0, 311.0, 309.0, 103.0, 307.0, 304.0, 104.0, 247.0, 111.0, 113.0, 116.0, 170.0, 67.0, 120.0, 124.0, 126.0, 97.0, 108.0, 159.0, 1.0, 152.0, 172.0, 140.0, 144.0, 269.0, 121.0, 281.0, 268.0, 266.0, 262.0, 248.0, 175.0, 280.0, 279.0, 178.0, 147.0, 180.0, 377.0, 397.0, 70.0, 278.0, 282.0, 185.0, 136.0, 188.0, 192.0, 245.0, 283.0, 182.0, 149.0, 246.0, 190.0, 405.0, 264.0, 63.0, 306.0, 296.0, 127.0, 373.0, 125.0, 352.0, 347.0, 163.0, 168.0, 160.0, 1.0, 308.0, 154.0, 165.0, 133.0, 129.0, 122.0, 158.0, 0.0, 0.0]","[413.0, 184.0, 183.0, 181.0, 179.0, 220.0, 210.0, 90.0, 83.0, 99.0, 186.0, 102.0, 325.0, 92.0, 95.0, 177.0, 176.0, 174.0, 96.0, 391.0, 270.0, 173.0, 347.0, 194.0, 191.0, 74.0, 263.0, 189.0, 118.0, 212.0, 304.0, 187.0, 67.0, 267.0, 115.0, 114.0, 112.0, 110.0, 109.0, 105.0, 254.0, 169.0, 119.0, 171.0, 135.0, 138.0, 139.0, 142.0, 145.0, 146.0, 148.0, 150.0, 134.0, 57.0, 153.0, 157.0, 161.0, 162.0, 164.0, 359.0, 166.0, 167.0, 151.0, 132.0, 130.0, 128.0, 98.0, 319.0, 100.0, 101.0, 311.0, 309.0, 103.0, 307.0, 304.0, 104.0, 247.0, 111.0, 113.0, 116.0, 170.0, 67.0, 120.0, 124.0, 126.0, 97.0, 108.0, 159.0, 1.0, 152.0, 172.0, 140.0, 144.0, 269.0, 121.0, 281.0, 268.0, 266.0, 262.0, 248.0, 175.0, 280.0, 279.0, 178.0, 147.0, 180.0, 377.0, 397.0, 70.0, 278.0, 282.0, 185.0, 136.0, 188.0, 192.0, 245.0, 283.0, 182.0, 149.0, 246.0, 190.0, 405.0, 264.0, 63.0, 306.0, 296.0, 127.0, 373.0, 125.0, 352.0, 347.0, 163.0, 168.0, 160.0, 1.0, 308.0, 154.0, 165.0, 133.0, 129.0, 122.0, 158.0, 0.0, 0.0]"
