,BetterCodeHub,Class,CoverityScan,SonarQube,endLines,startLines
0,['WRITE_SHORT_UNITS'],$block1,[],[],[380.0],[62.0]
1,[],AbortableHSSFListener,[],['squid:S00105'],[nan],[nan]
2,[],AbstractEscherHolderRecord,['Failure to call super.clone()'],"['squid:S1155', 'squid:S00105', 'squid:S1149', 'squid:S1155', 'squid:S1166', 'common-java:DuplicatedBlocks', 'squid:S1182', 'squid:S1155']","[0.0, 112.0, nan, 90.0, 94.0, 44.0, nan, 148.0, 132.0]","[0.0, 112.0, nan, 90.0, 94.0, 44.0, nan, 148.0, 132.0]"
3,[],AbstractFunctionPtg,[],"['squid:S00112', 'squid:S00116', 'squid:S00116']","[132.0, 44.0, 43.0]","[132.0, 44.0, 43.0]"
4,[],AbstractNumericTestCase,[],"['squid:S1244', 'squid:S1192', 'code_smells:long_parameter_list', 'squid:S1135', 'squid:S1192']","[63.0, 54.0, 1.0, 44.0, 54.0]","[63.0, 54.0, 1.0, 44.0, 54.0]"
5,[],AbstractShape,[],"['squid:MethodCyclomaticComplexity', 'code_smells:complex_class', 'squid:CommentedOutCodeLine', 'squid:S1213', 'code_smells:long_method']","[36.0, 1.0, 117.0, 80.0, 1.0]","[36.0, 1.0, 117.0, 80.0, 1.0]"
6,[],ActiveXShape,['Dereference null return value'],"['squid:S134', 'squid:S00122', 'code_smells:long_method', 'squid:S1135', 'squid:S1186', 'squid:S1135']","[0.0, 144.0, 116.0, 1.0, 79.0, 125.0, 32.0]","[0.0, 144.0, 116.0, 1.0, 79.0, 125.0, 32.0]"
7,"['SMALL_UNIT_INTERFACES', 'WRITE_CLEAN_CODE', 'WRITE_CLEAN_CODE']",AddDimensionedImage,[],"['squid:S1166', 'squid:S1166', 'squid:S1166', 'squid:S106', 'squid:S106', 'squid:S106', 'squid:RedundantThrowsDeclarationCheck', 'squid:S106', 'squid:S106', 'squid:S106', 'squid:RedundantThrowsDeclarationCheck', 'squid:RedundantThrowsDeclarationCheck', 'squid:ClassVariableVisibilityCheck', 'squid:S1160', 'squid:S1118', 'common-java:DuplicatedBlocks', 'code_smells:complex_class', 'squid:S2386', 'squid:S106', 'code_smells:long_parameter_list', 'squid:S106', 'squid:RedundantThrowsDeclarationCheck', 'squid:ClassVariableVisibilityCheck', 'code_smells:long_method', 'squid:ClassVariableVisibilityCheck', 'squid:S1166', 'squid:RedundantThrowsDeclarationCheck']","[292.0, 719.0, 725.0, 737.0, 729.0, 723.0, 722.0, 188.0, 721.0, 726.0, 728.0, 660.0, 239.0, 772.0, 186.0, 842.0, nan, 1.0, 865.0, 720.0, 1.0, 727.0, 189.0, 774.0, 1.0, 773.0, 737.0, 680.0, 680.0, 240.0]","[237.0, 719.0, 725.0, 737.0, 729.0, 723.0, 722.0, 188.0, 721.0, 726.0, 728.0, 660.0, 239.0, 772.0, 186.0, 842.0, nan, 1.0, 865.0, 720.0, 1.0, 727.0, 189.0, 774.0, 1.0, 773.0, 737.0, 680.0, 680.0, 240.0]"
8,[],AddPtg,[],"['squid:ModifiersOrderCheck', 'squid:S1149', 'squid:S00115', 'squid:S00105', 'squid:ModifiersOrderCheck']","[27.0, 47.0, 27.0, nan, 29.0]","[27.0, 47.0, 27.0, nan, 29.0]"
9,[],AggregateFunction,[],"['squid:S00116', 'squid:S1166', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1213', 'squid:S1166', 'squid:S1213', 'squid:S1213', 'squid:S00105']","[32.0, 43.0, 92.0, 116.0, 126.0, 135.0, 105.0, 121.0, 127.0, 140.0, 111.0, 106.0, 63.0, 100.0, 87.0, nan]","[32.0, 43.0, 92.0, 116.0, 126.0, 135.0, 105.0, 121.0, 127.0, 140.0, 111.0, 106.0, 63.0, 100.0, 87.0, nan]"
10,[],AggregatingUDFFinder,[],"['squid:S00105', 'squid:S00116']","[nan, 29.0]","[nan, 29.0]"
11,['WRITE_CLEAN_CODE'],AligningCells,[],"['squid:CommentedOutCodeLine', 'code_smells:long_parameter_list']","[32.0, 1.0, 32.0]","[32.0, 1.0, 32.0]"
12,[],AlignmentTextProp,[],['squid:S00105'],[nan],[nan]
13,[],AllChartRecordTests,[],"['squid:S1118', 'squid:S00105', 'code_smells:long_method']","[28.0, nan, 1.0]","[28.0, nan, 1.0]"
14,[],AllDataFilesTester,[],"['squid:S1068', 'squid:RightCurlyBraceStartLineCheck', 'squid:S00112', 'squid:S1312', 'squid:S00117', 'squid:HiddenFieldCheck']","[35.0, 69.0, 51.0, 73.0, 62.0, 62.0]","[35.0, 69.0, 51.0, 73.0, 62.0, 62.0]"
15,[],AllEventUserModelTests,[],"['squid:S1118', 'squid:S00105']","[28.0, nan]","[28.0, nan]"
16,[],AllFormulaEvalTests,[],"['squid:S1118', 'squid:S00105']","[28.0, nan]","[28.0, nan]"
17,[],AllFormulaFunctionTests,[],"['squid:S00105', 'squid:S1118']","[nan, 28.0]","[nan, 28.0]"
18,[],AllFormulaTests,[],"['code_smells:long_method', 'squid:S00105', 'squid:S1118']","[1.0, nan, 32.0]","[1.0, nan, 32.0]"
19,[],AllHSLFModelTests,[],"['squid:S00105', 'code_smells:long_method', 'squid:S1118']","[nan, 1.0, 28.0]","[nan, 1.0, 28.0]"
20,[],AllHSLFRecordTests,[],"['code_smells:long_method', 'squid:S1118', 'squid:S00105']","[1.0, 28.0, nan]","[1.0, 28.0, nan]"
21,[],AllHSLFTests,[],"['squid:S1118', 'squid:S00105']","[35.0, nan]","[35.0, nan]"
22,[],AllHSLFUserModelTests,[],"['squid:S1118', 'squid:S00105']","[28.0, nan]","[28.0, nan]"
23,[],AllHSMFTests,[],"['squid:S1118', 'squid:S00105']","[25.0, nan]","[25.0, nan]"
24,[],AllHSSFEncryptionTests,[],"['squid:S1118', 'squid:S00105']","[28.0, nan]","[28.0, nan]"
25,[],AllHSSFUtilTests,[],"['squid:S00105', 'squid:S1118']","[nan, 28.0]","[nan, 28.0]"
26,[],AllHWPFTests,[],"['squid:S00105', 'squid:S1118']","[nan, 25.0]","[nan, 25.0]"
27,[],AllIndividualFunctionEvaluationTests,[],"['squid:S1118', 'squid:S00105', 'code_smells:long_method']","[28.0, nan, 1.0]","[28.0, nan, 1.0]"
28,[],AllModelTests,[],"['squid:S1118', 'squid:S00105']","[28.0, nan]","[28.0, nan]"
29,[],AllOpenXML4JComplianceTests,[],"['squid:S1118', 'squid:S00105']","[23.0, nan]","[23.0, nan]"
30,[],AllOpenXML4JInternalTests,[],"['squid:S1118', 'squid:S00105']","[23.0, nan]","[23.0, nan]"
31,[],AllOpenXML4JTests,[],"['squid:S00105', 'squid:S1118']","[nan, 26.0]","[nan, 26.0]"
32,[],AllPOIDDFTests,[],['squid:S1118'],[27.0],[27.0]
33,[],AllPOIFSFileSystemTests,[],['squid:S1118'],[28.0],[28.0]
34,[],AllPOIFSPropertyTests,[],['squid:S1118'],[28.0],[28.0]
35,[],AllPOIFSStorageTests,[],"['squid:S1118', 'squid:S00105']","[27.0, nan]","[27.0, nan]"
36,[],AllPOIFSTests,[],['squid:S1118'],[32.0],[32.0]
37,[],AllPOIHPSFBasicTests,[],['squid:S1118'],[27.0],[27.0]
38,[],AllPOITests,[],['squid:S1118'],[33.0],[33.0]
39,[],AllPOIUtilTests,[],['squid:S1118'],[27.0],[27.0]
40,[],AllPivotRecordTests,[],"['squid:S00105', 'squid:S1118']","[nan, 28.0]","[nan, 28.0]"
41,[],AllRecordAggregateTests,[],"['squid:S1118', 'squid:S00105']","[28.0, nan]","[28.0, nan]"
42,[],AllRecordTests,[],"['squid:S00105', 'squid:S1118']","[nan, 36.0]","[nan, 36.0]"
43,[],AllSSFormulaTests,[],"['squid:S00105', 'squid:S1118']","[nan, 29.0]","[nan, 29.0]"
44,[],AllSSUtilTests,[],"['squid:S00105', 'squid:S1118']","[nan, 27.0]","[nan, 27.0]"
45,[],AllUserModelTests,[],"['squid:S00105', 'squid:S1118', 'code_smells:long_method', 'squid:S1145']","[nan, 28.0, 1.0, 69.0]","[nan, 28.0, 1.0, 69.0]"
46,[],AllXSSFTests,[],"['squid:S00105', 'squid:S1118']","[nan, 39.0]","[nan, 39.0]"
47,[],AllXSSFUsermodelTests,[],"['code_smells:long_method', 'squid:S00105', 'squid:S1118']","[1.0, nan, 34.0]","[1.0, nan, 34.0]"
48,[],AllXWPFTests,[],"['squid:S00105', 'squid:S1118']","[nan, 36.0]","[nan, 36.0]"
49,[],AnalysisToolPak,[],"['squid:S00105', 'squid:EmptyStatementUsageCheck', 'squid:S00116', 'squid:S00116']","[nan, 47.0, 49.0, 38.0]","[nan, 47.0, 49.0, 38.0]"
50,[],AnimationInfo,[],"['squid:S1213', 'squid:S00105', 'squid:S00116']","[68.0, nan, 32.0]","[68.0, nan, 32.0]"
