,Function,Issue,Severity/Impact,Tool,Type,endLine,startLine
0,NumberAxis3D.draw,Missing call to superclass,Medium,CoverityScan,NaN,0.0,0.0
1,StackedBarRenderer.calculateBarWidth,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
2,XYBoxAndWhiskerRenderer.drawHorizontalItem,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
3,ColorBar.draw,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
4,DialPointer$Pointer.draw,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
5,JDBCXYDataset.executeQuery,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
6,WindNeedle.drawNeedle,Dereference before null check,Medium,CoverityScan,NaN,0.0,0.0
7,AbstractXYItemRenderer.calculateRangeMarkerTextAnchorPoint,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
8,ThermometerPlot.draw,Dereference before null check,Medium,CoverityScan,NaN,0.0,0.0
9,Statistics.getSlope,Division or modulo by float zero,Medium,CoverityScan,NaN,0.0,0.0
10,CategoryPlot.drawDomainCrosshair,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
11,NonGridContourDataset.buildGrid,Useless call,Medium,CoverityScan,NaN,0.0,0.0
12,JFreeChartInfo.getLogo,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
13,WaferMapPlot.drawChipGrid,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
14,AbstractCategoryItemRenderer.calculateDomainMarkerTextAnchorPoint,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
15,StackedXYAreaRenderer2.drawItem,Useless call,Medium,CoverityScan,NaN,0.0,0.0
16,LayeredBarRenderer.calculateBarWidth,Division or modulo by float zero,Medium,CoverityScan,NaN,0.0,0.0
17,DateAxis.nextStandardDate,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
18,AbstractCategoryItemRenderer.drawItemLabel,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
19,Statistics.calculateMean,Division or modulo by float zero,Medium,CoverityScan,NaN,0.0,0.0
20,ContourPlot.draw,Dereference before null check,Medium,CoverityScan,NaN,0.0,0.0
21,XYBoxAndWhiskerRenderer.drawVerticalItem,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
22,TextTitle.arrange,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
23,XYBoxAndWhiskerRenderer.drawHorizontalItem,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
24,XYBoxAndWhiskerRenderer.drawHorizontalItem,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
25,Statistics.calculateMean,Division or modulo by float zero,Medium,CoverityScan,NaN,0.0,0.0
26,CombinedXYPlotDemo1$1.getItemPaint,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
