,Function,Issue,Severity/Impact,Tool,Type,endLine,startLine
0,UpgradeManagerNamenode.main,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
1,Token.getKind,"UG: Unsynchronized get method, synchronized set method",Medium,CoverityScan,NaN,0.0,0.0
2,,UuF: Unused field,Low,CoverityScan,NaN,0.0,0.0
3,JobHistory$JobInfo.logSubmitted,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
4,ValueAggregatorReducer.reduce,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
5,TFileDumper.dumpInfo,Division or modulo by float zero,Medium,CoverityScan,NaN,0.0,0.0
6,SequenceFileRecordReader.getKeyClass,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
7,PendingReplicationBlocks.size,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
8,CompositeRecordReader.key,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
9,FileDataServlet.pickSrcDatanode,Thread unsafe modification in singleton,Medium,CoverityScan,NaN,0.0,0.0
10,SequenceFileAsBinaryInputFormat$SequenceFileAsBinaryRecordReader.initialize,Unguarded write,Medium,CoverityScan,NaN,0.0,0.0
11,UserGroupInformation.getRefreshTime,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
12,Task.commit,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
13,FSNamesystem.logBlockReplicationInfo,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
14,SequenceFileInputFilter$FilterRecordReader.getCurrentKey,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
15,,Se: Incorrect definition of Serializable class,Low,CoverityScan,NaN,0.0,0.0
16,JobClient$NetworkedJob.getTrackingURL,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
17,DataBlockScanner.verifyBlock,Unguarded write,Medium,CoverityScan,NaN,0.0,0.0
18,browseDirectory_jsp.generateDirectoryStructure,STCAL: Static use of type Calendar or DateFormat,Medium,CoverityScan,NaN,0.0,0.0
19,TaskTracker$TaskInProgress.isCleaningup,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
20,JobInProgress.getMapCounters,DLS: Dead local store,Low,CoverityScan,NaN,0.0,0.0
21,Server.Server,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
22,,UrF: Unread field,Low,CoverityScan,NaN,0.0,0.0
23,MultithreadedMapper$SubMapRecordReader.getCurrentKey,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
24,HtmlQuoting.HtmlQuoting,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
25,JVMId.equals,Eq: Problems with implementation of equals(),Low,CoverityScan,NaN,0.0,0.0
26,FSImage.rollFSImage,RV: Bad use of return value,Low,CoverityScan,NaN,0.0,0.0
27,HtmlQuoting.quoteHtmlChars,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
28,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
29,JobHistory$JobHistoryFilesManager.removeWriter,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
30,Server.getRemoteIp,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
31,SocksSocketFactory.createSocket,Risky cryptographic SSL protocol,Medium,CoverityScan,NaN,0.0,0.0
32,TaskTracker.offerService,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
33,JspHelper.streamBlockInAscii,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
34,SequenceFileRecordReader.getValueClass,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
35,JvmManager$JvmManagerForType$JvmRunner.taskRan,Volatile not atomically updated,High,CoverityScan,NaN,0.0,0.0
36,DelegationTokenFetcher$2.run,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
37,DatanodeCommand$Register.readFields,Missing call to superclass,Medium,CoverityScan,NaN,0.0,0.0
38,NativeS3FileSystem$NativeS3FsInputStream.close,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
39,Server$Connection.readAndProcess,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
40,LightWeightGSet.remove,Volatile not atomically updated,High,CoverityScan,NaN,0.0,0.0
41,TaskLog.getAllLogsFileDetails,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
42,,Eq: Problems with implementation of equals(),Low,CoverityScan,NaN,0.0,0.0
43,SequenceFile$Reader.nextRawKey,Unguarded write,Medium,CoverityScan,NaN,0.0,0.0
44,FSEditLog.rollEditLog,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
45,CompositeRecordReader.skip,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
46,SequenceFile$Reader.handleChecksumException,Value not atomically updated,Medium,CoverityScan,NaN,0.0,0.0
47,MapTask$SkippingRecordReader.writeSkippedRec,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
48,QueueManager.parseQueues,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
49,TaskMemoryManagerThread.killTasksWithLeastProgress,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
50,SimpleCharStream.SimpleCharStream,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
51,OutputCommitter.commitJob,BC: Bad casts of object references,Low,CoverityScan,NaN,0.0,0.0
52,TaskTracker.localizeJob,Check of thread-shared field evades lock acquisition,High,CoverityScan,NaN,0.0,0.0
53,ZlibCompressor.needsInput,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
