,Function,Issue,Severity/Impact,Tool,Type,endLine,startLine
0,ColorComboBox.setCustomColor,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
1,ComponentManager.getPlugin,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
2,XmlIO._writeSubNode,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
3,XmlIO.save,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
4,Barrier.close,Unguarded write,Medium,CoverityScan,NaN,0.0,0.0
5,MenuXMLDecoder.createMenuBar,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
6,Config.Config,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
7,PluginTreeTableModel.getValueAt,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
8,DiskIO.deleteDirectory,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
9,GlobalResourceLoader.getAvailableLocales,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
10,DiskIO.saveStreamInFile,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
11,DiskIO.readFileInString,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
12,MenuXMLDecoder.extendMenuBar,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
13,DirectoryIO.delete,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
14,ImageLoader.loadImage,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
15,ThemeSwitcher.setTheme,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
16,Blowfish.Blowfish,Use of hard-coded cryptographic key,Medium,CoverityScan,NaN,0.0,0.0
17,SessionController.deserializePortNumber,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
18,ColumbaServer.handleClient,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
19,ExternalToolsWizardLauncher.launchWizard,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
20,Blowfish.encrypt,Risky cryptographic function,Medium,CoverityScan,NaN,0.0,0.0
21,Config.get,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
22,PluginTreeTableModel.setValueAt,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
23,ExternalToolsDialog.actionPerformed,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
24,ComponentManager.postStartup,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
25,ProfileManager.renameProfile,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
26,ExtensionHandler.loadExtensionsFromStream,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
27,DefaultItem.getBoolean,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
28,ToolBarButtonFactory.createButton,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
29,ColumbaClient.connect,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
30,CommandProcessor.waitForNotify,Indefinite wait,High,CoverityScan,NaN,0.0,0.0
31,Extension.instanciateGroovyClass,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
32,CloneStreamMaster.CloneStreamMaster,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
33,ImageLoader.loadProperties,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
34,,UuF: Unused field,Low,CoverityScan,NaN,0.0,0.0
35,DiskIO.copyResource,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
36,ExternalToolsWizardLauncher.launchWizard,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
37,ExternalToolsManager.getLocationOfExternalTool,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
38,DiskIO.saveStringInFile,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
39,SwitchPerspectiveSubmenu.SwitchPerspectiveSubmenu,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
40,MenuXMLDecoder.createPopupMenu,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
41,ProfileManager.removeProfile,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
42,ComponentManager.getExtensionHandler,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
43,FontSelectionDialog.initComponents,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
44,ImageLoader.loadBytes,Ignoring number of bytes read,Medium,CoverityScan,NaN,0.0,0.0
45,DiskIO.copyFile,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
46,ImageLoader.loadBytes,Resource leak,High,CoverityScan,NaN,0.0,0.0
47,Blowfish.decrypt,Risky cryptographic function,Medium,CoverityScan,NaN,0.0,0.0
48,ProfileManager.removeProfileXmlElement,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
49,ToolBarXMLDecoder.extendToolBar,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
50,MultiLineLabel.paintComponent,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
51,DateChooser$CalendarPane.paint,Missing call to superclass,Medium,CoverityScan,NaN,0.0,0.0
52,DefaultItem.getInteger,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
53,ImageLoader.loadBytes,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
54,DiskIO.copyFile,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
55,ComponentManager.registerCommandLineArguments,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
56,JavaHTMLViewerPlugin$AsynchronousHTMLDocument.getTextWithLineBreaks,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
57,MultiLineLabel.getMinimumSize,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
58,AboutDialog.AboutDialog,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
59,ToolBarXMLDecoder.extendToolBar,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
60,ConfigurationDialog.ConfigurationDialog,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
61,Extension.instanciateExtension,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
62,ColorComboBox.setSelectedColor,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
63,DefaultItem.getElement,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
64,Extension.getURLs,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
65,ComponentManager.init,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
66,GeneralOptionsDialog.updateComponents,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
67,ProfileManager.removeProfile,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
68,ComponentManager.handleCommandLineParameters,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
69,StreamUtils.readInByteArray,Ignoring number of bytes read,Medium,CoverityScan,NaN,0.0,0.0
70,HippoLookAndFeelPlugin.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
71,ReceivingMessageController.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
72,ConversationController.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
73,IChatMediator.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
74,IConversationController.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
75,IBuddyStatus.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
76,AccountDialog.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,227.0,227.0
77,AddContactAction.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,55.0,55.0
78,ImageLoader.java,squid:S1118,MAJOR,SonarQube,CODE_SMELL,22.0,22.0
79,RoasterTree.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
80,SubscriptionListener.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
81,HTMLViewer.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
82,EudoraMailImportFilter.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,264.0,264.0
83,EudoraMailImportFilter.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,301.0,301.0
84,EudoraMailImportFilter.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
85,EudoraMailImportFilter.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,180.0,180.0
86,EudoraMailImportFilter.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,235.0,235.0
87,EudoraMailImportFilter.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,430.0,430.0
88,EudoraMailImportFilter.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,651.0,651.0
89,HeaderTokenizer.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,49.0,49.0
90,HeaderTokenizer.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,79.0,79.0
91,HeaderTokenizer.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,84.0,84.0
92,HeaderTokenizer.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,95.0,95.0
93,HeaderTokenizer.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,51.0,51.0
94,HeaderTokenizer.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,76.0,76.0
95,MBOXMailImportFilter.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,46.0,46.0
96,KunststoffLookAndFeelPlugin.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
97,MetouiaLookAndFeelPlugin.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
