,Function,Issue,Severity/Impact,Tool,Type,endLine,startLine
0,MD5.getMD5_Base64,Risky cryptographic hashing function,Medium,CoverityScan,NaN,0.0,0.0
1,Utils.stripPHPBBQuotes,Logically dead code,Medium,CoverityScan,NaN,0.0,0.0
2,MD5.main,Risky cryptographic hashing function,Medium,CoverityScan,NaN,0.0,0.0
3,Phpbb2MvnforumConfig.Phpbb2MvnforumConfig,Resource leak,High,CoverityScan,NaN,0.0,0.0
4,Utility.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,79.0,79.0
5,Utility.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,115.0,115.0
6,Utility.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,180.0,180.0
7,Utility.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,212.0,212.0
8,Utility.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,213.0,213.0
9,PhpbbPrivmMsgs.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,142.0,142.0
10,PhpbbPrivmMsgs.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,197.0,197.0
11,PhpbbTopics.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,159.0,159.0
12,CategoryBean.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,133.0,133.0
13,CategoryBean.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,189.0,189.0
14,PhpbbPrivmMsgsText.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,77.0,77.0
15,ThreadBean.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,251.0,251.0
16,ThreadBean.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,395.0,395.0
17,PhpbbRanks.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,132.0,132.0
18,PhpbbForum.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,232.0,232.0
19,MessageFolderDAOImplJDBC.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,68.0,68.0
20,MessageFolderDAOImplJDBC.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,106.0,106.0
21,GroupsDAOImplJDBC.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,68.0,68.0
22,GroupsDAOImplJDBC.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,155.0,155.0
23,PostDAOImplJDBC.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,116.0,116.0
24,PhpbbPrivmMsgsDAOImpl.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,70.0,70.0
25,PhpbbPrivmMsgsDAOImpl.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,155.0,155.0
26,PhpbbPrivmMsgsDAOImpl.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,198.0,198.0
27,PhpbbPostDAOImpl.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,70.0,70.0
28,PhpbbPostDAOImpl.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,109.0,109.0
29,PhpbbUserDAOImpl.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,66.0,66.0
30,PhpbbPostDAOImpl.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,190.0,190.0
31,MessageDAOImplJDBC.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,100.0,100.0
32,MemberDAOImpl.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,68.0,68.0
33,MemberDAOImpl.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,134.0,134.0
34,MemberDAOImpl.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,323.0,323.0
35,MemberDAOImpl.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,529.0,529.0
36,MemberDAOImplJDBC.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,101.0,101.0
37,MemberDAOImplJDBC.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,230.0,230.0
38,MemberDAOImplJDBC.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,449.0,449.0
39,ThreadDAOImplJDBC.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,65.0,65.0
40,MemberDAOImplJDBC.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,555.0,555.0
41,PhpbbPostTextDAOImpl.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,65.0,65.0
42,PhpbbForumDAOImpl.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,122.0,122.0
43,PhpbbTopicsWatchDAOImpl.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,64.0,64.0
44,PhpbbTopicsWatchDAOImpl.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,132.0,132.0
45,MemberPermissionDAOImplJDBC.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,114.0,114.0
46,ForumDAOImplJDBC.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,92.0,92.0
47,ForumDAOImplJDBC.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,156.0,156.0
48,PHPBBToMvnForum.java,squid:UnusedPrivateMethod,MAJOR,SonarQube,CODE_SMELL,237.0,237.0
49,CategoryDAOImplJDBC.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,150.0,150.0
50,PHPBBToMvnForum.java,squid:S00112,MAJOR,SonarQube,CODE_SMELL,122.0,122.0
51,PHPBBToMvnForum.java,squid:S00112,MAJOR,SonarQube,CODE_SMELL,127.0,127.0
52,PhpbbGroupDAOImpl.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,97.0,97.0
53,PhpbbUserGroupDAOImpl.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,63.0,63.0
54,Utils.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,137.0,137.0
55,PhpbbPrivmMsgsTextDAOImpl.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,65.0,65.0
56,MD5.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,171.0,171.0
57,RankDAOImplJDBC.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,67.0,67.0
58,RankDAOImplJDBC.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,150.0,150.0
59,Migrator.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,467.0,467.0
60,PhpbbTopicsDAOImpl.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,70.0,70.0
61,PhpbbTopicsDAOImpl.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,155.0,155.0
62,FavoriteThreadTypeImpl.java,squid:UnusedPrivateMethod,MAJOR,SonarQube,CODE_SMELL,25.0,25.0
63,RunningVersion.java,squid:S00112,MAJOR,SonarQube,CODE_SMELL,70.0,70.0
64,RunningVersion.java,squid:S00112,MAJOR,SonarQube,CODE_SMELL,67.0,67.0
65,ForumWatchListImpl.java,squid:UnusedPrivateMethod,MAJOR,SonarQube,CODE_SMELL,18.0,18.0
66,Migrator.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,173.0,173.0
67,Migrator.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,246.0,246.0
68,Migrator.java,squid:S1118,MAJOR,SonarQube,CODE_SMELL,138.0,138.0
69,DBUtils.java,squid:S1118,MAJOR,SonarQube,CODE_SMELL,67.0,67.0
70,MvnforumTypeImpl.java,squid:UnusedPrivateMethod,MAJOR,SonarQube,CODE_SMELL,21.0,21.0
71,MvnforumTypeImpl.java,squid:UnusedPrivateMethod,MAJOR,SonarQube,CODE_SMELL,445.0,445.0
72,Phpbb2MvnforumConfig.java,squid:S1118,MAJOR,SonarQube,CODE_SMELL,45.0,45.0
73,Utils.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,108.0,108.0
74,Utils.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,137.0,137.0
75,Utils.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,249.0,249.0
76,MSVValidator.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,291.0,291.0
77,ContentHandlerAdaptor.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,32.0,32.0
78,ValidatingUnmarshaller.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,90.0,90.0
79,ValidatingUnmarshaller.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,92.0,92.0
80,SAXMarshaller.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,459.0,459.0
