,Function,Issue,Severity/Impact,Tool,Type,endLine,startLine
0,HighScore.writeAttributes,STCAL: Static use of type Calendar or DateFormat,Medium,CoverityScan,NaN,0.0,0.0
1,FreeColObject.save,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
2,BuildingType.compareTo,Eq: Problems with implementation of equals(),Low,CoverityScan,NaN,0.0,0.0
3,FreeColServer.loadGame,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
4,LanguageOption.readAttributes,DLS: Dead local store,Low,CoverityScan,NaN,0.0,0.0
5,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
6,EuropeanAIPlayer.sellProposition,DLS: Dead local store,Low,CoverityScan,NaN,0.0,0.0
7,Game.getStatistics,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
8,,UrF: Unread field,Low,CoverityScan,NaN,0.0,0.0
9,FreeColDialog.resetResponse,Unguarded write,Medium,CoverityScan,NaN,0.0,0.0
10,,UrF: Unread field,Low,CoverityScan,NaN,0.0,0.0
11,JoinColonyMessage.handle,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
12,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
13,InGameController.attack,DLS: Dead local store,Low,CoverityScan,NaN,0.0,0.0
14,InGameController.payForBuilding,WMI: Inefficient Map Iterator,Low,CoverityScan,NaN,0.0,0.0
15,FreeColClient.FreeColClient,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
16,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
17,UnitType.compareTo,Eq: Problems with implementation of equals(),Low,CoverityScan,NaN,0.0,0.0
18,GUI.displayMap,IM: Questionable integer math,Low,CoverityScan,NaN,0.0,0.0
19,Colony.priceGoodsForBuilding,WMI: Inefficient Map Iterator,Low,CoverityScan,NaN,0.0,0.0
20,ReportEducationPanel.ReportEducationPanel,DLS: Dead local store,Low,CoverityScan,NaN,0.0,0.0
21,InGameController.buildSettlement,BC: Bad casts of object references,Low,CoverityScan,NaN,0.0,0.0
22,,Se: Incorrect definition of Serializable class,Low,CoverityScan,NaN,0.0,0.0
23,EuropeanAIPlayer.getUnitSeekAndDestroyMissionValue,DLS: Dead local store,Low,CoverityScan,NaN,0.0,0.0
24,InGameController.loadUnitAtStop,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
25,SimpleMapGenerator.createIndianSettlements,SBSC: String concatenation in loop using + operator,Low,CoverityScan,NaN,0.0,0.0
26,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
27,FreeColServer.v11FixServerObjects,REC: RuntimeException capture,Low,CoverityScan,NaN,0.0,0.0
28,InGameController.equipUnit,BC: Bad casts of object references,Low,CoverityScan,NaN,0.0,0.0
29,EditSettlementDialog.actionPerformed,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
30,InGameController.autosave_game,RV: Bad use of return value,Low,CoverityScan,NaN,0.0,0.0
31,TradeRouteDialog$2.actionPerformed,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
32,,Se: Incorrect definition of Serializable class,Low,CoverityScan,NaN,0.0,0.0
33,ColopediaPanel.actionPerformed,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
34,InGameController.joinColony,BC: Bad casts of object references,Low,CoverityScan,NaN,0.0,0.0
35,StringOptionUI.propertyChange,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
36,CanvasMapEditorMouseListener.mousePressed,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
37,MergeTranslations.main,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
38,Mission.writeAttributes,Missing call to superclass,Medium,CoverityScan,NaN,0.0,0.0
39,ColonyTile.getProductionOf,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
40,ColonyPlan$Buildable.compareTo,Eq: Problems with implementation of equals(),Low,CoverityScan,NaN,0.0,0.0
41,SelectAmountDialog.SelectAmountDialog,Division or modulo by zero,Medium,CoverityScan,NaN,0.0,0.0
42,EuropeanAIPlayer.buyProposition,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
43,Map.findPath,Logically dead code,Medium,CoverityScan,NaN,0.0,0.0
44,TransportMission.doMission,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
45,EuropeanAIPlayer.giveNormalMissions,Using invalid iterator,Medium,CoverityScan,NaN,0.0,0.0
46,Messages.loadResources,REC: RuntimeException capture,Low,CoverityScan,NaN,0.0,0.0
47,Canvas.showInformationMessage,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
48,ClientOptions$6.compare,ES: Checking String equality using == or !=,Low,CoverityScan,NaN,0.0,0.0
49,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
50,NativeAIPlayer.getUnitSeekAndDestroyMissionValue,DLS: Dead local store,Low,CoverityScan,NaN,0.0,0.0
51,ReportColonyPanel.addUnits,DLS: Dead local store,Low,CoverityScan,NaN,0.0,0.0
52,InGameInputHandler.newLandName,DLS: Dead local store,Low,CoverityScan,NaN,0.0,0.0
53,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
54,FreeCol.startServer,REC: RuntimeException capture,Low,CoverityScan,NaN,0.0,0.0
55,BuildQueue.toString,SBSC: String concatenation in loop using + operator,Low,CoverityScan,NaN,0.0,0.0
56,MiniMap.MiniMap,DE: Dropped or ignored exception,Low,CoverityScan,NaN,0.0,0.0
57,Map.findPath,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
58,ColonyPlan.getBuildable,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
59,ReportReligiousPanel.ReportReligiousPanel,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
60,Tile.toXMLImpl,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
61,SaveGameValidator.main,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
62,TransportMission.addToTransportList,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
63,AbstractGoods.equals,Eq: Problems with implementation of equals(),Medium,CoverityScan,NaN,0.0,0.0
64,ReceivingThread.listen,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
65,ProductionLabel.ProductionLabel,SA: Useless self-operation,Medium,CoverityScan,NaN,0.0,0.0
66,EuropeanAIPlayer.chooseMilitaryTarget,DLS: Dead local store,Low,CoverityScan,NaN,0.0,0.0
67,ConnectController.login,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
68,StringTemplate.StringTemplate,Missing break in switch,Medium,CoverityScan,NaN,0.0,0.0
69,MiniMap.paintMap,IM: Questionable integer math,Low,CoverityScan,NaN,0.0,0.0
70,MapGeneratorOptionsDialog.MapGeneratorOptionsDialog,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
71,ServerUnit.ServerUnit,EC: Comparing incompatible types for equality,Medium,CoverityScan,NaN,0.0,0.0
72,InGameController.unloadUnitAtStop,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
73,ErrorPanel.ErrorPanel,Ignoring number of bytes read,Medium,CoverityScan,NaN,0.0,0.0
74,InGameController.work,BC: Bad casts of object references,Low,CoverityScan,NaN,0.0,0.0
75,CompactLabourReport.addHeader,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
76,ColonyPanel$TilePanel$ASingleTilePanel.tryWork,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
77,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
78,InGameInputHandler.setCurrentPlayer,DE: Dropped or ignored exception,Low,CoverityScan,NaN,0.0,0.0
79,ReportRequirementsPanel.ReportRequirementsPanel,DLS: Dead local store,Low,CoverityScan,NaN,0.0,0.0
80,InstallerTranslations.main,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
81,InGameController.unloadUnitAtStop,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
82,PreGameInputHandler.logout,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
83,MergeTranslations.main,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
84,DefaultTransferHandler.importData,SBSC: String concatenation in loop using + operator,Low,CoverityScan,NaN,0.0,0.0
85,GUI.enterUnitOutForAnimation,DLS: Dead local store,Low,CoverityScan,NaN,0.0,0.0
86,FreeColAction.readFromXMLImpl,DLS: Dead local store,Low,CoverityScan,NaN,0.0,0.0
87,TilePanel.TilePanel,Logically dead code,Medium,CoverityScan,NaN,0.0,0.0
88,InGameController.doExecuteGotoOrders,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
89,WorkProductionPanel.addModifier,SBSC: String concatenation in loop using + operator,Low,CoverityScan,NaN,0.0,0.0
90,Colony.getColonyTileTodo,DLS: Dead local store,Low,CoverityScan,NaN,0.0,0.0
91,Colony.addInsufficientProductionMessage,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
92,UnitAttackAnimation.animate,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
93,ListOption.ListOption,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
94,FreeColModFile.getModDescriptor,DE: Dropped or ignored exception,Low,CoverityScan,NaN,0.0,0.0
95,PreGameController.startGame,DMI: Dubious method invocation,Low,CoverityScan,NaN,0.0,0.0
96,MiniMap.MiniMap,DLS: Dead local store,Low,CoverityScan,NaN,0.0,0.0
97,FreeColObject.readAttributes,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
98,FAFile.load,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
99,InfoPanel$EndTurnPanel.InfoPanel$EndTurnPanel,Useless call,Medium,CoverityScan,NaN,0.0,0.0
100,InGameInputHandler.addObject,ES: Checking String equality using == or !=,Low,CoverityScan,NaN,0.0,0.0
101,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
102,PreCombatDialog.PreCombatDialog,FE: Test for floating point equality,Low,CoverityScan,NaN,0.0,0.0
103,ColonyPlan.selectProfile,Logically dead code,Medium,CoverityScan,NaN,0.0,0.0
104,ServerPlayer.csLoseAutoEquip,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
105,EuropeanAIPlayer.getDefendColonyMissionValue,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
106,Turn.equals,HE: Equal objects must have equal hashcodes,Low,CoverityScan,NaN,0.0,0.0
107,InGameController.attemptBuyFromSettlement,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
108,StringTemplate.readAttributes,Missing break in switch,Medium,CoverityScan,NaN,0.0,0.0
109,AIInGameInputHandler.chooseFoundingFather,ES: Checking String equality using == or !=,Low,CoverityScan,NaN,0.0,0.0
110,InGameController.getLastSaveGameFile,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
111,GoodsContainer.removeAbove,Using invalid iterator,Medium,CoverityScan,NaN,0.0,0.0
112,EuropeanAIPlayer.cheat,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
113,WorkProductionPanel.WorkProductionPanel,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
114,StatisticsPanel.StatisticsPanel,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
115,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
116,TranslationReport.main,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
117,ColonyTile.getProductionOf,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
118,ReportProductionPanel.update,DLS: Dead local store,Low,CoverityScan,NaN,0.0,0.0
119,AIColony.rearrangeWorkers,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
120,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
121,CanvasMapEditorMouseListener$1.run,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
122,FreeCol.main,Resource leak,High,CoverityScan,NaN,0.0,0.0
123,DebugMenu$26.actionPerformed,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
