,Function,Issue,Severity/Impact,Tool,Type,endLine,startLine
0,AboutDialog.jbInit,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
1,MT940.importTransaction,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
2,QIF.exportAccount,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
3,MT940.importTransaction,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
4,MainFrame.readSession,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
5,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
6,VerySimpleDateFormat.parse,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
7,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
8,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
9,AccountBalancesReportPanel$Item.compareTo,Eq: Problems with implementation of equals(),Low,CoverityScan,NaN,0.0,0.0
10,AboutDialog.jbInit,Ignoring number of bytes read,Medium,CoverityScan,NaN,0.0,0.0
11,,UrF: Unread field,Low,CoverityScan,NaN,0.0,0.0
12,,Se: Incorrect definition of Serializable class,Low,CoverityScan,NaN,0.0,0.0
13,MT940.importTransaction,Logically dead code,Medium,CoverityScan,NaN,0.0,0.0
14,QIF.importFile,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
15,Account.compareTo,Eq: Problems with implementation of equals(),Low,CoverityScan,NaN,0.0,0.0
16,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
17,VerySimpleDateFormat.parse,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
18,SortedTreeNode.compareTo,Eq: Problems with implementation of equals(),Low,CoverityScan,NaN,0.0,0.0
19,EntryListItem.setLook,IM: Questionable integer math,Low,CoverityScan,NaN,0.0,0.0
20,MainFrame.storeProperties,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
21,CategoryTreeModel.writeObject,Failure to restore non-local value,Medium,CoverityScan,NaN,0.0,0.0
22,EntryListModel.writeObject,Failure to restore non-local value,Medium,CoverityScan,NaN,0.0,0.0
23,QIF.formatDate,STCAL: Static use of type Calendar or DateFormat,Medium,CoverityScan,NaN,0.0,0.0
24,MainFrame.initProperties,Resource leak,High,CoverityScan,NaN,0.0,0.0
25,Currency.compareTo,Eq: Problems with implementation of equals(),Low,CoverityScan,NaN,0.0,0.0
26,Currency.getAvailableCurrencies,LI: Unsynchronized Lazy Initialization,Medium,CoverityScan,NaN,0.0,0.0
27,AboutDialog.jbInit,Resource leak,High,CoverityScan,NaN,0.0,0.0
28,Account.setMinBalance,RC: Questionable use of reference equality rather than calling equals,Medium,CoverityScan,NaN,0.0,0.0
29,MT940.importFile,Resource leak,High,CoverityScan,NaN,0.0,0.0
30,Currency.initSystemCurrencies,Resource leak,High,CoverityScan,NaN,0.0,0.0
31,IncomeExpenseReportPanel$Item.compareTo,Eq: Problems with implementation of equals(),Low,CoverityScan,NaN,0.0,0.0
32,MT940.importFile,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
33,QIF.importFile,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
34,VerySimpleDateFormat.parse,REC: RuntimeException capture,Low,CoverityScan,NaN,0.0,0.0
35,QIF.exportAccount,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
36,,SnVI: Serializable class with no Version ID,Low,CoverityScan,NaN,0.0,0.0
37,MainFrame.initProperties,RV: Bad use of return value,Low,CoverityScan,NaN,0.0,0.0
38,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
