,Function,Issue,Severity/Impact,Tool,Type,endLine,startLine
0,StrSubstitutor.replaceIn,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
1,JMSQueueManager.connect,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
2,DefaultRolloverStrategy.purgeDescending,RV: Bad use of return value,Low,CoverityScan,NaN,0.0,0.0
3,DynamicThresholdFilter.toString,Logically dead code,Medium,CoverityScan,NaN,0.0,0.0
4,BaseConfiguration.addLoggerAppender,RV: Bad use of return value,Medium,CoverityScan,NaN,0.0,0.0
5,StrSubstitutor.replaceIn,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
6,JMSTopicManager.connect,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
7,AbstractManager.getCount,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
8,SocketAppender.createSocketManager,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
9,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
10,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
11,ClassLoaderContextSelector.getContext,REC: RuntimeException capture,Low,CoverityScan,NaN,0.0,0.0
12,PluginManager.encode,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
13,AbstractLogger.isTraceEnabled,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
14,BaseConfiguration.doConfigure,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
15,JMSQueueReceiver.main,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
16,BaseConfiguration.createPluginObject,REC: RuntimeException capture,Low,CoverityScan,NaN,0.0,0.0
17,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
18,Provider.Provider,Bx: Questionable Boxing of primitive value,Low,CoverityScan,NaN,0.0,0.0
19,StrSubstitutor.replace,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
20,AbstractLogger.isTraceEnabled,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
21,TCPSocketManager$Reconnector.run,Check of thread-shared field evades lock acquisition,High,CoverityScan,NaN,0.0,0.0
22,RollingFileManager.getFileSize,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
23,AbstractLogger.exit,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
24,ConsoleAppender.getOutputStream,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
25,JSONConfiguration.JSONConfiguration,REC: RuntimeException capture,Low,CoverityScan,NaN,0.0,0.0
26,ZipCompressAction.execute,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
27,AbstractLogger.throwing,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
28,BaseConfiguration.getAttrValue,WMI: Inefficient Map Iterator,Low,CoverityScan,NaN,0.0,0.0
29,JNDIContextSelector.removeContext,Using invalid iterator,Medium,CoverityScan,NaN,0.0,0.0
30,AbstractLogger.isEnabled,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
31,ResolverUtil.loadImplementationsInJar,Resource leak,High,CoverityScan,NaN,0.0,0.0
32,AbstractLogger.isFatalEnabled,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
33,JSONConfiguration.constructNode,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
34,TCPSocketManager$Reconnector.run,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
35,RFC5424Layout.formatStructuredElement,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
36,XMLConfiguration.XMLConfiguration,Resource leak,High,CoverityScan,NaN,0.0,0.0
37,FileConfigurationMonitor.checkConfiguration,Volatile not atomically updated,Medium,CoverityScan,NaN,0.0,0.0
38,ThrowableProxy.setSuppressed,REC: RuntimeException capture,Low,CoverityScan,NaN,0.0,0.0
39,BurstFilter.clear,Using invalid iterator,Medium,CoverityScan,NaN,0.0,0.0
40,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
41,LogManager.getLogger,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
42,AbstractLogger.entry,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
43,StrSubstitutor.replace,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
44,ConfigurationFactory.getInstance,Dereference before null check,Medium,CoverityScan,NaN,0.0,0.0
45,StrSubstitutor.replace,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
46,NameUtil.md5,Very weak password hashing,High,CoverityScan,NaN,0.0,0.0
47,AbstractLogger.isInfoEnabled,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
48,ThrowableProxy.getCurrentStack,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
49,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
50,AbstractLogger.isErrorEnabled,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
51,StructuredDataId.StructuredDataId,FS: Format string problem,Medium,CoverityScan,NaN,0.0,0.0
52,SocketServer.SocketServer,LI: Unsynchronized Lazy Initialization,Medium,CoverityScan,NaN,0.0,0.0
53,FileManager$FileManagerFactory.createManager,RV: Bad use of return value,Low,CoverityScan,NaN,0.0,0.0
54,LoggerContext.getConfiguration,"UG: Unsynchronized get method, synchronized set method",Medium,CoverityScan,NaN,0.0,0.0
55,TCPSocketManager$Reconnector.run,Unguarded write,Medium,CoverityScan,NaN,0.0,0.0
56,AbstractStyleNameConverter.toPatternFormatterList,USELESS_STRING: Useless/non-informative string generated,Medium,CoverityScan,NaN,0.0,0.0
57,UUIDUtil.UUIDUtil,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
