,Function,Issue,Severity/Impact,Tool,Type,endLine,startLine
0,Script.endElement,Useless call,Medium,CoverityScan,NaN,0.0,0.0
1,Minimal.endElement,Missing call to superclass,Medium,CoverityScan,NaN,0.0,0.0
2,HTMLTagBalancer.startElement,Dereference before null check,Medium,CoverityScan,NaN,0.0,0.0
3,HTMLScanner$ContentScanner.nextContent,Unchecked return value,Medium,CoverityScan,NaN,0.0,0.0
4,HTMLScanner$ContentScanner.scanComment,Logically dead code,Medium,CoverityScan,NaN,0.0,0.0
5,ObjectFactory.createObject,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
6,Minimal.startElement,Missing call to superclass,Medium,CoverityScan,NaN,0.0,0.0
7,ObjectFactory.findJarServiceProvider,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
8,HTMLScanner$SpecialScanner.scanCharacters,Logically dead code,Medium,CoverityScan,NaN,0.0,0.0
9,Purifier.handleStartElement,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
10,HTMLScanner$ContentScanner.addLocationItem,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
11,Writer.comment,Missing call to superclass,Medium,CoverityScan,NaN,0.0,0.0
12,HTMLEntities.load0,Resource leak,High,CoverityScan,NaN,0.0,0.0
13,XercesBridge_2_0.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
14,XercesBridge.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
15,ElementRemover.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,111.0,111.0
16,ElementRemover.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,114.0,114.0
17,NamespaceBinder.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,367.0,367.0
18,NamespaceBinder.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,368.0,368.0
19,NamespaceBinder.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,397.0,397.0
20,NamespaceBinder.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,461.0,461.0
21,NamespaceBinder.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,464.0,464.0
22,NamespaceBinder.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,465.0,465.0
23,NamespaceBinder.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,469.0,469.0
24,NamespaceBinder.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
25,NamespaceBinder.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,368.0,368.0
26,NamespaceBinder.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,367.0,367.0
