,Function,Issue,Severity/Impact,Tool,Type,endLine,startLine
0,ConstructorCallsOverridableMethod$MethodInvocation.getMethod,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
1,MethodReturnsInternalArray.visit,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
2,JavaParserTokenManager.getNextToken,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
3,StringInstantiation.visit,Missing call to superclass,Medium,CoverityScan,NaN,0.0,0.0
4,AvoidFieldNameMatchingTypeName.visit,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
5,CPPParserTokenManager.getNextToken,Nesting level does not match indentation,Medium,CoverityScan,NaN,0.0,0.0
6,MatchCollector.getMatches,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
7,InsufficientStringBufferDeclaration.getConstructorLength,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
8,XSLTRenderer.XSLTRenderer,Dereference before null check,Medium,CoverityScan,NaN,0.0,0.0
9,InsufficientStringBufferDeclaration.getInitialLength,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
10,TestClassWithoutTestCases.visit,Missing call to superclass,Medium,CoverityScan,NaN,0.0,0.0
11,ScopeAndDeclarationFinder.visit,Missing call to superclass,Medium,CoverityScan,NaN,0.0,0.0
12,NpathComplexity.visit,Missing call to superclass,Medium,CoverityScan,NaN,0.0,0.0
13,Filters$4.filter,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
14,ArrayIsStoredDirectly.visit,Missing call to superclass,Medium,CoverityScan,NaN,0.0,0.0
15,Designer$TreeWidget.getToolTipText,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
16,RuleSetFactory.getRegisteredRuleSets,Resource leak,High,CoverityScan,NaN,0.0,0.0
17,ConstructorCallsOverridableMethod.visit,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
18,MoreThanOneLogger.visit,Missing call to superclass,Medium,CoverityScan,NaN,0.0,0.0
19,NpathComplexity.visit,Missing call to superclass,Medium,CoverityScan,NaN,0.0,0.0
