,Function,Issue,Severity/Impact,Tool,Type,endLine,startLine
0,,UuF: Unused field,Low,CoverityScan,NaN,0.0,0.0
1,DefaultProjectManager$DefaultProject.selectFile,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
2,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
3,XmlParser.pushInput,ES: Checking String equality using == or !=,Low,CoverityScan,NaN,0.0,0.0
4,OptionsDialog.addOptionGroup,Nm: Confusing name,Low,CoverityScan,NaN,0.0,0.0
5,JextTextArea.getFile,"Filesystem path, filename, or URI manipulation",High,CoverityScan,NaN,0.0,0.0
6,CTokenMarker.getKeywords,LI: Unsynchronized Lazy Initialization,Medium,CoverityScan,NaN,0.0,0.0
7,FindAllDialog.nextMatch,Dereference before null check,Medium,CoverityScan,NaN,0.0,0.0
8,Jext.loadInSingleJVMInstance,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
9,Jext.loadProps,DE: Dropped or ignored exception,Low,CoverityScan,NaN,0.0,0.0
10,JextMail.sendMail,Resource leak,High,CoverityScan,NaN,0.0,0.0
11,SQRTokenMarker.getKeywords,LI: Unsynchronized Lazy Initialization,Medium,CoverityScan,NaN,0.0,0.0
12,PrintText$Page.print,DLS: Dead local store,Low,CoverityScan,NaN,0.0,0.0
13,XmlParser.parseDefault,Nm: Confusing name,Low,CoverityScan,NaN,0.0,0.0
14,JEditTextArea.appendCut,DE: Dropped or ignored exception,Low,CoverityScan,NaN,0.0,0.0
15,JavaTokenMarker.markTokensImpl,Missing break in switch,Medium,CoverityScan,NaN,0.0,0.0
16,,UuF: Unused field,Low,CoverityScan,NaN,0.0,0.0
17,JextTextArea.getTabSize,Logically dead code,Medium,CoverityScan,NaN,0.0,0.0
18,CharIndexedReader.charAt,Unchecked return value,Medium,CoverityScan,NaN,0.0,0.0
19,SplashScreen.SplashScreen,RV: Bad use of return value,Medium,CoverityScan,NaN,0.0,0.0
20,CreateTemplate.loadFile,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
21,Jext.saveXMLProps,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
22,DawnParser$3.invoke,Failure to restore non-local value,Medium,CoverityScan,NaN,0.0,0.0
23,DawnParser.installPackage,REC: RuntimeException capture,Low,CoverityScan,NaN,0.0,0.0
24,PluginDownload$2.work,Ignoring number of bytes read,Medium,CoverityScan,NaN,0.0,0.0
25,JEditTextArea.xToOffset,DLS: Dead local store,Low,CoverityScan,NaN,0.0,0.0
26,DownloaderThread.work,RV: Bad use of return value,Low,CoverityScan,NaN,0.0,0.0
27,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
28,FindAccessory.runFind,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
29,InputLineFunction.invoke,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
30,VirtualFolders.toXML,Nm: Confusing name,Low,CoverityScan,NaN,0.0,0.0
31,Console$ConsoleProcess$StdoutThread.run,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
32,ZipExplorer.cancel,DE: Dropped or ignored exception,Low,CoverityScan,NaN,0.0,0.0
33,JextTextArea.setMouseWheel,DE: Dropped or ignored exception,Low,CoverityScan,NaN,0.0,0.0
34,JextLoader.stop,DE: Dropped or ignored exception,Low,CoverityScan,NaN,0.0,0.0
35,Run.runScript,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
36,XMenuHandler.startDocument,DE: Dropped or ignored exception,Low,CoverityScan,NaN,0.0,0.0
37,WingComment.actionPerformed,DE: Dropped or ignored exception,Low,CoverityScan,NaN,0.0,0.0
38,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
39,Jext.saveProps,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
40,ConsoleTextPane$ConsoleKeyAdapter.keyPressed,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
41,Jext.loadInSingleJVMInstance,REC: RuntimeException capture,Low,CoverityScan,NaN,0.0,0.0
42,Jext.parseOptions,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
43,,UuF: Unused field,Low,CoverityScan,NaN,0.0,0.0
44,TemplatesMenu.processDirectory,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
45,OneClickActionsReader.read,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
46,VHDLTokenMarker.markTokensImpl,Missing break in switch,Medium,CoverityScan,NaN,0.0,0.0
47,EiffelTokenMarker.markTokensImpl,Missing break in switch,Medium,CoverityScan,NaN,0.0,0.0
48,Utilities.listFiles,ES: Checking String equality using == or !=,Low,CoverityScan,NaN,0.0,0.0
49,Jext.closeWindow,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
50,FortranTokenMarker.getKeywords,LI: Unsynchronized Lazy Initialization,Medium,CoverityScan,NaN,0.0,0.0
51,Jext.initProperties,DE: Dropped or ignored exception,Low,CoverityScan,NaN,0.0,0.0
52,Search.find,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
53,XPropertiesReader.read,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
54,Console$ConsoleProcess$StdoutThread.run,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
55,PluginDesc.install,RV: Bad use of return value,Low,CoverityScan,NaN,0.0,0.0
56,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
57,VHDLTokenMarker.getKeywords,LI: Unsynchronized Lazy Initialization,Medium,CoverityScan,NaN,0.0,0.0
58,JextLoader.JextLoader,DMI: Dubious method invocation,Low,CoverityScan,NaN,0.0,0.0
59,ASPStateInfo.equals,HE: Equal objects must have equal hashcodes,Low,CoverityScan,NaN,0.0,0.0
60,AbstractDisposer.finalize,FI: Incorrect use of finalizers,Low,CoverityScan,NaN,0.0,0.0
61,XBarHandler.startDocument,DE: Dropped or ignored exception,Low,CoverityScan,NaN,0.0,0.0
62,JextTextArea.save,"Filesystem path, filename, or URI manipulation",High,CoverityScan,NaN,0.0,0.0
63,KeyShortcutsOptions.sortStrings,IM: Questionable integer math,Low,CoverityScan,NaN,0.0,0.0
64,VersionCheck.run,REC: RuntimeException capture,Low,CoverityScan,NaN,0.0,0.0
65,JavaTokenMarker.getKeywords,LI: Unsynchronized Lazy Initialization,Medium,CoverityScan,NaN,0.0,0.0
66,ClearCommand.handleCommand,DE: Dropped or ignored exception,Low,CoverityScan,NaN,0.0,0.0
67,OptionsDialog$PaneNameRenderer.OptionsDialog$PaneNameRenderer,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
68,LATTokenMarker.getKeywords,LI: Unsynchronized Lazy Initialization,Medium,CoverityScan,NaN,0.0,0.0
69,JextLoader.JextLoader,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
70,CreateTemplate.loadFile,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
71,Jext.initProperties,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
72,FileManager.openFileForOutput,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
73,HttpCommand.handleCommand,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
74,XBarHandler.endElement,DLS: Dead local store,Low,CoverityScan,NaN,0.0,0.0
75,UIOptions$SkinItem.equals,HE: Equal objects must have equal hashcodes,Low,CoverityScan,NaN,0.0,0.0
76,Utilities.getRoot,"Filesystem path, filename, or URI manipulation",High,CoverityScan,NaN,0.0,0.0
77,TSQLTokenMarker.markTokensImpl,Missing break in switch,Medium,CoverityScan,NaN,0.0,0.0
78,ASPJavascriptTokenMarker.markTokensImpl,Logically dead code,Medium,CoverityScan,NaN,0.0,0.0
79,,UrF: Unread field,Low,CoverityScan,NaN,0.0,0.0
80,Console.Console,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
81,Search.replaceAll,Dereference before null check,Medium,CoverityScan,NaN,0.0,0.0
82,Dawn.nativeConsole,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
83,ConsoleListDir.displayFile,STCAL: Static use of type Calendar or DateFormat,Medium,CoverityScan,NaN,0.0,0.0
84,Jext.loadInSingleJVMInstance,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
85,Workspaces.load,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
86,ASPJavascriptTokenMarker.getKeywords,LI: Unsynchronized Lazy Initialization,Medium,CoverityScan,NaN,0.0,0.0
87,LangOptions.save,DE: Dropped or ignored exception,Low,CoverityScan,NaN,0.0,0.0
88,IDLTokenMarker.getKeywords,LI: Unsynchronized Lazy Initialization,Medium,CoverityScan,NaN,0.0,0.0
89,Jext.loadInSingleJVMInstance,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
90,JARClassLoader.executeScripts,Resource leak,High,CoverityScan,NaN,0.0,0.0
91,LangOptions.save,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
92,SplashScreen.createClassesList,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
93,Workspaces.save,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
94,ChoiceForm.ChoiceForm,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
95,Jext.initProperties,RV: Bad use of return value,Low,CoverityScan,NaN,0.0,0.0
96,PythonLogWindow$MouseHandler.mouseClicked,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
