,Function,Issue,Severity/Impact,Tool,Type,endLine,startLine
0,EdgeView$EdgeHandle.overlay,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
1,EdgeRenderer.createLineEnd,Logically dead code,Medium,CoverityScan,NaN,0.0,0.0
2,BasicGraphUI.completeEditing,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
3,JGraphFacade.getIncomingEdges,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
4,JGraphAlgebra.getMinimumSpanningTree,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
5,,Se: Incorrect definition of Serializable class,Low,CoverityScan,NaN,0.0,0.0
6,BasicGraphUI.paintCell,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
7,BasicGraphUI.startEditing,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
8,EdgeRenderer.firePropertyChange,ES: Checking String equality using == or !=,Low,CoverityScan,NaN,0.0,0.0
9,RedirectingEditor$RealCellEditor.getGraphCellEditorComponent,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
10,JGraphOrganicLayout.performRound,DLS: Dead local store,Low,CoverityScan,NaN,0.0,0.0
11,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
12,GraphLayoutCache.valueForCellChanged,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
13,,Se: Incorrect definition of Serializable class,Low,CoverityScan,NaN,0.0,0.0
14,,Se: Incorrect definition of Serializable class,Low,CoverityScan,NaN,0.0,0.0
15,EdgeView.removeExtraLabel,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
16,BasicGraphUI$KeyHandler.keyPressed,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
17,RichTextValue.insertInto,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
18,,Se: Incorrect definition of Serializable class,Low,CoverityScan,NaN,0.0,0.0
19,EdgeRenderer.intersects,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
20,SVGEdgeWriter.createNode,IM: Questionable integer math,Low,CoverityScan,NaN,0.0,0.0
21,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
22,JGraph.getSelectionCellAt,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
23,VertexRenderer.firePropertyChange,ES: Checking String equality using == or !=,Low,CoverityScan,NaN,0.0,0.0
24,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
25,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
26,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
27,GraphConstants.createAttributes,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
28,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
29,JGraph.getCellBounds,Logically dead code,Medium,CoverityScan,NaN,0.0,0.0
30,JGraphSelfOrganizingOrganicLayout.run,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
31,JGraphCoordinateAssignment$WeightedCellSorter.compareTo,Eq: Problems with implementation of equals(),Low,CoverityScan,NaN,0.0,0.0
32,DefaultGraphSelectionModel.setSelectionMode,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
33,,UrF: Unread field,Low,CoverityScan,NaN,0.0,0.0
34,RichTextValue.getRichText,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
35,EdgeView$EdgeHandle.getRelativeLabelPosition,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
36,JGraph.getOffgraphics,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
37,JGraphMedianHybridCrossingReduction.transpose,IM: Questionable integer math,Low,CoverityScan,NaN,0.0,0.0
38,,MF: Masked Field,Medium,CoverityScan,NaN,0.0,0.0
39,,CN: Bad implementation of cloneable idiom,Low,CoverityScan,NaN,0.0,0.0
40,,SnVI: Serializable class with no Version ID,Low,CoverityScan,NaN,0.0,0.0
41,MultiLineVertexRenderer$1.paint,Missing call to superclass,Medium,CoverityScan,NaN,0.0,0.0
42,BasicGraphDropTargetListener.dragEnter,Unguarded write,Medium,CoverityScan,NaN,0.0,0.0
43,SVGEdgeWriter.createNode,SBSC: String concatenation in loop using + operator,Low,CoverityScan,NaN,0.0,0.0
44,EdgeRenderer.isLabelTransform,FE: Test for floating point equality,Medium,CoverityScan,NaN,0.0,0.0
45,JGraphFacade.getGraphOrigin,Logically dead code,Medium,CoverityScan,NaN,0.0,0.0
46,BasicGraphUI.paintBackgroundComponent,DE: Dropped or ignored exception,Low,CoverityScan,NaN,0.0,0.0
47,DefaultGraphModel$GraphModelEdit.toString,SBSC: String concatenation in loop using + operator,Low,CoverityScan,NaN,0.0,0.0
48,RichTextBusinessObject.getTooltip,SBSC: String concatenation in loop using + operator,Low,CoverityScan,NaN,0.0,0.0
49,,Se: Incorrect definition of Serializable class,Low,CoverityScan,NaN,0.0,0.0
50,JGraphMedianHybridCrossingReduction.transpose,Unused value,Low,CoverityScan,NaN,0.0,0.0
51,BasicGraphUI.paint,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
52,,UwF: Unwritten field,Low,CoverityScan,NaN,0.0,0.0
53,PanningTool.processMouseDraggedEvent,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
54,,Se: Incorrect definition of Serializable class,Low,CoverityScan,NaN,0.0,0.0
55,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
56,,Se: Incorrect definition of Serializable class,Low,CoverityScan,NaN,0.0,0.0
57,,Se: Incorrect definition of Serializable class,Low,CoverityScan,NaN,0.0,0.0
58,JGraphMedianHybridCrossingReduction.transpose,Unused value,Low,CoverityScan,NaN,0.0,0.0
59,PortView.getBounds,Missing call to superclass,Medium,CoverityScan,NaN,0.0,0.0
60,JGraph.getPortViewAt,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
61,PanningTool.mouseReleased,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
62,BasicGraphUI$ComponentHandler.getScrollPane,BC: Bad casts of object references,Low,CoverityScan,NaN,0.0,0.0
63,JGraphHierarchyNode.isAncestor,Same on both sides,Medium,CoverityScan,NaN,0.0,0.0
64,JGraphSelfOrganizingOrganicLayout.run,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
65,,SS: Unread field should be static,Low,CoverityScan,NaN,0.0,0.0
66,BasicGraphUI$GraphDropTargetListener.restoreComponentState,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
67,DefaultGraphModel$GraphModelEdit.toString,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
68,DefaultGraphCellEditor$EditorContainer.doLayout,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
69,SVGUtils.getHexEncoding,SBSC: String concatenation in loop using + operator,Low,CoverityScan,NaN,0.0,0.0
70,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
71,,UrF: Unread field,Low,CoverityScan,NaN,0.0,0.0
72,,UwF: Unwritten field,Medium,CoverityScan,NaN,0.0,0.0
73,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
